DIFF_CMD	*HASH_VALUE	bot name	translated name	sheet_name	
DIFF ADD 9593 	_6A330A956E27B67D	warmap_teleporter_plot_karavan_4	warmap_teleporter_plot_karavan_4	object_milestone_60_f	
DIFF ADD 9594 	_5567363A2B4DAC29	yrkanis_artisan_royal_m1	Marco Menini	mahc3old	
DIFF ADD 9595 	_70ADE8D4E4BF2113	yrkanis_medecin_m1	Angelo Ivaldi	mahc3old	
DIFF ADD 9596 	_067E244FBC6FB332	zkod_bandit_boss_master	zkod_bandit_boss_master	zorai_boss_a2_e	
DIFF ADD 9597 	_5E23B44B6E26A777	Xmas Event	$gn_Xmas_Event$		
DIFF ADD 9598 	_04B948AD53DDC4BD	Xmas Super Loot 1	$gn_Xmas_Super_Loot_1$		
DIFF ADD 9599 	_E157365CBDDF0186	attack_gookitin_group	$gn_attack_gookitin_group$		
DIFF ADD 9600 	_711E6026FDAC611D	bandit_mastergoo_01	$gn_bandit_mastergoo_01$		
DIFF ADD 9601 	_2EB35E7BC47E2DFA	base_gookitin_group	$gn_base_gookitin_group$		
DIFF ADD 9602 	_42FF45C06B19A8C0	base_kitin_group	$gn_base_kitin_group$		
DIFF ADD 9603 	_66D7485C1706D4B0	caisse	$gn_caisse$		
DIFF ADD 9604 	_AA94A3535AE850B6	campfire_4	$gn_campfire_4$		
DIFF ADD 9605 	_81AE49DBAAC8ACDB	chlorogoo_caster	$gn_chlorogoo_caster$		
DIFF ADD 9606 	_C61E141CE87A710C	chlorogoo_fighter	$gn_chlorogoo_fighter$		
DIFF ADD 9607 	_74C1CE7287EE8130	chlorogoo_harvester	$gn_chlorogoo_harvester$		
DIFF ADD 9608 	_82FE29C9AB188CC9	chlorogoo_healer	$gn_chlorogoo_healer$		
DIFF ADD 9609 	_819F15D6AAB978D6	chlorogoo_ranger	$gn_chlorogoo_ranger$		
DIFF ADD 9610 	_2527705C0621879B	ckdic1	$gn_ckdic1$		
DIFF ADD 9611 	_2527705C46318B9B	ckdic2	$gn_ckdic2$		
DIFF ADD 9612 	_2527705C86418F9B	ckdic3	$gn_ckdic3$		
DIFF ADD 9613 	_2527705CC751939B	ckdic4	$gn_ckdic4$		
DIFF ADD 9614 	_2527705C47318B9C	ckdid1	$gn_ckdid1$		
DIFF ADD 9615 	_2527705C87418F9C	ckdid2	$gn_ckdid2$		
DIFF ADD 9616 	_2527705CC751939C	ckdid3	$gn_ckdid3$		
DIFF ADD 9617 	_2527705C0861979C	ckdid4	$gn_ckdid4$		
DIFF ADD 9618 	_2527705C87418F9D	ckdie1	$gn_ckdie1$		
DIFF ADD 9619 	_2527705CC751939D	ckdie2	$gn_ckdie2$		
DIFF ADD 9620 	_2527705C0761979D	ckdie3	$gn_ckdie3$		
DIFF ADD 9621 	_2527705C48719B9D	ckdie4	$gn_ckdie4$		
DIFF ADD 9622 	_2527705CC751939E	ckdif1	$gn_ckdif1$		
DIFF ADD 9623 	_2527705C0761979E	ckdif2	$gn_ckdif2$		
DIFF ADD 9624 	_2527705C47719B9E	ckdif3	$gn_ckdif3$		
DIFF ADD 9625 	_2527705C88819F9E	ckdif4	$gn_ckdif4$		
DIFF ADD 9626 	_A547705C06218F9D	ckfic1	$gn_ckfic1$		
DIFF ADD 9627 	_A547705C4631939D	ckfic2	$gn_ckfic2$		
DIFF ADD 9628 	_A547705C8641979D	ckfic3	$gn_ckfic3$		
DIFF ADD 9629 	_A547705CC7519B9D	ckfic4	$gn_ckfic4$		
DIFF ADD 9630 	_A547705C4731939E	ckfid1	$gn_ckfid1$		
DIFF ADD 9631 	_A547705C8741979E	ckfid2	$gn_ckfid2$		
DIFF ADD 9632 	_A547705CC7519B9E	ckfid3	$gn_ckfid3$		
DIFF ADD 9633 	_A547705C08619F9E	ckfid4	$gn_ckfid4$		
DIFF ADD 9634 	_A547705C8741979F	ckfie1	$gn_ckfie1$		
DIFF ADD 9635 	_A547705CC7519B9F	ckfie2	$gn_ckfie2$		
DIFF ADD 9636 	_A547705C07619F9F	ckfie3	$gn_ckfie3$		
DIFF ADD 9637 	_A547705C4871A39F	ckfie4	$gn_ckfie4$		
DIFF ADD 9638 	_A547705CC7519BA0	ckfif1	$gn_ckfif1$		
DIFF ADD 9639 	_A547705C07619FA0	ckfif2	$gn_ckfif2$		
DIFF ADD 9640 	_A547705C4771A3A0	ckfif3	$gn_ckfif3$		
DIFF ADD 9641 	_A547705C8881A7A0	ckfif4	$gn_ckfif4$		
DIFF ADD 9642 	_D68447A1E4037B94	egg	$gn_egg$		
DIFF ADD 9643 	_3ACA2D23C71F1D16	goo_kipucka_leader	$gn_goo_kipucka_leader$		
DIFF ADD 9644 	_232864DA25D53CB1	goo_kitimandib	$gn_goo_kitimandib$		
DIFF ADD 9645 	_2428A488E3D4C662	goo_mob_code1	$gn_goo_mob_code1$		
DIFF ADD 9646 	_2428A488E3D4CA63	goo_mob_code2	$gn_goo_mob_code2$		
DIFF ADD 9647 	_2428A488E3D4CE64	goo_mob_code3	$gn_goo_mob_code3$		
DIFF ADD 9648 	_2428A488E3D4D265	goo_mob_code4	$gn_goo_mob_code4$		
DIFF ADD 9649 	_E8B94CDFEAD60CA5	goomaster_boss	$gn_goomaster_boss$		
DIFF ADD 9650 	_7B99EED9577A5FE1	guard_spire_zorai_karavan	$gn_guard_spire_zorai_karavan$		
DIFF ADD 9651 	_2A284AA860D49008	heal	$gn_heal$		
DIFF ADD 9652 	_E5348F0C84450A61	healer_fyros_spire_kami	$gn_healer_fyros_spire_kami$		
DIFF ADD 9653 	_BEA4D707796CF3C3	healer_fyros_spire_karavan	$gn_healer_fyros_spire_karavan$		
DIFF ADD 9654 	_DF4497F44645F263	healer_matis_spire_kami	$gn_healer_matis_spire_kami$		
DIFF ADD 9655 	_BE44DFE9BCEB0FC3	healer_matis_spire_karavan	$gn_healer_matis_spire_karavan$		
DIFF ADD 9656 	_B50AABA9DE240EA9	healer_tryker_spire_kami	$gn_healer_tryker_spire_kami$		
DIFF ADD 9657 	_235B486A3EAC97DB	healer_tryker_spire_karavan	$gn_healer_tryker_spire_karavan$		
DIFF ADD 9658 	_E0958F0289A4D261	healer_zorai_spire_kami	$gn_healer_zorai_spire_kami$		
DIFF ADD 9659 	_3CC4AFEF7ECB43C3	healer_zorai_spire_karavan	$gn_healer_zorai_spire_karavan$		
DIFF ADD 9660 	_2B886AA8E6549013	hill	$gn_hill$		
DIFF ADD 9661 	_28889A9AE6147413	hole	$gn_hole$		
DIFF ADD 9662 	_A78A8CFF94B548B1	horde_barrack_1	$gn_horde_barrack_1$		
DIFF ADD 9663 	_B19E21C8DAB884C8	horde_etendard_1	$gn_horde_etendard_1$		
DIFF ADD 9664 	_289AD0ADADF46659	horde_tower_1	$gn_horde_tower_1$		
DIFF ADD 9665 	_E57864A96B546258	kami_device_1	$gn_kami_device_1$		
DIFF ADD 9666 	_432EE013694B05F7	kami_fighter_base	$gn_kami_fighter_base$		
DIFF ADD 9667 	_A8239B5B1E886CAB	kami_hut_1	$gn_kami_hut_1$		
DIFF ADD 9668 	_AF5DFCFDF10D4D07	kami_landkeeper_200	$gn_kami_landkeeper_200$		
DIFF ADD 9669 	_7ECF25C2A7E988C2	kami_patrol_base	$gn_kami_patrol_base$		
DIFF ADD 9670 	_4C969CA0ECE8EC06	kami_tower_1	$gn_kami_tower_1$		
DIFF ADD 9671 	_C4587835B41F290D	kami_trooper_code1	$gn_kami_trooper_code1$		
DIFF ADD 9672 	_C4587C35F41F290D	kami_trooper_code2	$gn_kami_trooper_code2$		
DIFF ADD 9673 	_C4588035341F290D	kami_trooper_code3	$gn_kami_trooper_code3$		
DIFF ADD 9674 	_C4588435751F290D	kami_trooper_code4	$gn_kami_trooper_code4$		
DIFF ADD 9675 	_FFCF4DB128E9B0B1	kami_wizard_base	$gn_kami_wizard_base$		
DIFF ADD 9676 	_0410F8D1E60A0CF4	karavan_barrack_1	$gn_karavan_barrack_1$		
DIFF ADD 9677 	_AC4FD1CCD56934CC	karavan_device_1	$gn_karavan_device_1$		
DIFF ADD 9678 	_451050C967EB180A	karavan_gateway_1	$gn_karavan_gateway_1$		
DIFF ADD 9679 	_10D47AB3C5BFFC50	karavan_lieutenant_200	$gn_karavan_lieutenant_200$		
DIFF ADD 9680 	_BA4CD94539CF8117	karavan_medic_base	$gn_karavan_medic_base$		
DIFF ADD 9681 	_75430671BDEB2519	karavan_patrol_base	$gn_karavan_patrol_base$		
DIFF ADD 9682 	_A8CA78061965A8B8	karavan_tower_1	$gn_karavan_tower_1$		
DIFF ADD 9683 	_18A8A6823300D114	karavan_trooper_base	$gn_karavan_trooper_base$		
DIFF ADD 9684 	_1C96165F8031084C	karavan_trooper_code1	$gn_karavan_trooper_code1$		
DIFF ADD 9685 	_231A04E254847FB3	karavan_wall_1	$gn_karavan_wall_1$		
DIFF ADD 9686 	_29E88F689133CF6F	kincherC1	$gn_kincherC1$		
DIFF ADD 9687 	_29E88F6A1133D76F	kincherC3	$gn_kincherC3$		
DIFF ADD 9688 	_29E88F6B5233DB6F	kincherC4	$gn_kincherC4$		
DIFF ADD 9689 	_29E88F8F5B336C6F	kincherCX	$gn_kincherCX$		
DIFF ADD 9690 	_299934CA26E4DC99	kipucka_leader	$gn_kipucka_leader$		
DIFF ADD 9691 	_AADACB749222C789	kirostaC1	$gn_kirostaC1$		
DIFF ADD 9692 	_AADACB761222CF89	kirostaC3	$gn_kirostaC3$		
DIFF ADD 9693 	_AADACB775322D389	kirostaC4	$gn_kirostaC4$		
DIFF ADD 9694 	_AADACB9B5C226489	kirostaCX	$gn_kirostaCX$		
DIFF ADD 9695 	_402F5C19685B9D01	kitin_larva_event	$gn_kitin_larva_event$		
DIFF ADD 9696 	_A806969E3FDEC10A	kitin_pondeuse_event	$gn_kitin_pondeuse_event$		
DIFF ADD 9697 	_65985C9A25744A53	magic	$gn_magic$		
DIFF ADD 9698 	_6264BA6FFDC2C575	maurauder_guard_magic	$gn_maurauder_guard_magic$		
DIFF ADD 9699 	_A3F4CA6FFDC2CD73	maurauder_guard_melee	$gn_maurauder_guard_melee$		
DIFF ADD 9700 	_A3D4CE74FDC2CD75	maurauder_guard_range	$gn_maurauder_guard_range$		
DIFF ADD 9701 	_24DA14D56AC5F0B0	maurauder_hero	$gn_maurauder_hero$		
DIFF ADD 9702 	_E7A0F0B29529CCA4	mirador	$gn_mirador$		
DIFF ADD 9703 	_9315F4AFA5E7A09B	mora_falari	$gn_mora_falari$		
DIFF ADD 9704 	_ED29BBC76BA5FCA1	prisonner	$gn_prisonner$		
DIFF ADD 9705 	_5934C4B9AC1868A9	queen_guard	$gn_queen_guard$		
DIFF ADD 9706 	_A6588CA466C55255	range	$gn_range$		
DIFF ADD 9707 	_97295DFE9B68C865	strangers_welcomer_t1	Be'Eli'Zelone		
DIFF ADD 9708 	_EA798C6D5855CC9F	target	$gn_target$		
DIFF ADD 9709 	_9A8426B43D80D9EC	tcm_chlorogoo_patrol	$gn_tcm_chlorogoo_patrol$		
DIFF ADD 9710 	_60960BE2CEC5C285	tcm_chlorogoo_prisonner	$gn_tcm_chlorogoo_prisonner$		
DIFF ADD 9711 	_42BE2DDF6BD890DF	tcm_master_dummy	$gn_tcm_master_dummy$		
DIFF ADD 9712 	_0EC68EA441FEC118	tcm_trooper_training	$gn_tcm_trooper_training$		
DIFF ADD 9713 	_6CF0FE991C06B4BE	tower_1	$gn_tower_1$		
DIFF ADD 9714 	_1B5624B6AF08A8A7	tower_event	$gn_tower_event$		
DIFF ADD 9715 	_E6D6C87C67C848B0	tower_kami	$gn_tower_kami$		
DIFF ADD 9716 	_2BEADCA6EA638FA6	tower_karavan	$gn_tower_karavan$		
DIFF ADD 9717 	_1887A79DE8BA8487	traitre_corsaire	Mac'Marty'Adedan		
DIFF ADD 9718 	_AB9B2EB2CD44828B	warmap_marauder_chief_250	$gn_warmap_marauder_chief_250$		
DIFF ADD 9719 	_A8699E88D1830188	warmap_marauder_hero_200	$gn_warmap_marauder_hero_200$		
DIFF ADD 9720 	_BB47BECC176796C8	warmap_marauder_leader_200	$gn_warmap_marauder_leader_200$		
DIFF ADD 9721 	_72BE8FB19BD8F2B1	warrior_fyros_spire_kami	$gn_warrior_fyros_spire_kami$		
DIFF ADD 9722 	_67DE9869B88CD7DD	warrior_fyros_spire_karavan	$gn_warrior_fyros_spire_karavan$		
DIFF ADD 9723 	_F1DE2FB81AF892B8	warrior_matis_spire_kami	$gn_warrior_matis_spire_kami$		
DIFF ADD 9724 	_E69E40587A8CD7DD	warrior_matis_spire_karavan	$gn_warrior_matis_spire_karavan$		
DIFF ADD 9725 	_352E3A06A44747CB	warrior_tryker_spire_kami	$gn_warrior_tryker_spire_kami$		
DIFF ADD 9726 	_D4F69878754A03A2	warrior_tryker_spire_karavan	$gn_warrior_tryker_spire_karavan$		
DIFF ADD 9727 	_EFBE67BB18D8CABB	warrior_zorai_spire_kami	$gn_warrior_zorai_spire_kami$		
DIFF ADD 9728 	_62FE7073BD8CD7D3	warrior_zorai_spire_karavan	$gn_warrior_zorai_spire_karavan$		
DIFF ADD 9729 	_EB25B874AC0ACCA8	watchtower	$gn_watchtower$		
DIFF ADD 9730 	_2804905D6649849B	magicpanel	$gn_magicpanel$		
DIFF ADD 9731 	_D345CCA86528D8A2	foragepanel	$gn_foragepanel$		
DIFF ADD 9732 	_E895905668D9C8AB	fightpanel	$gn_fightpanel$		
DIFF ADD 9733 	_E6C6A04DAAA9C8A9	craftpanel	$gn_craftpanel$		
DIFF ADD 9734 	_AF11B91D2FAAD8C0	strangers_welcomer_f1	Julius Baptistus		
DIFF ADD 9735 	_42BF79262C3680F4	strangers_welcomer_f2	Basilius Merlinus		
DIFF ADD 9736 	_C886E49B2FE70A66	cwff03_termit	$cwff03_termit$		
DIFF ADD 9737 	_A7F6B2A1DA85AF21	cwff03_goari	$cwff03_goari$		
DIFF ADD 9738 	_6696CCB04A1A44A8	stele_epee_bois	$stele_epee_bois$		
DIFF ADD 9739 	_CDA6D66EBE3D2C0C	corsaire_dechu_coffer	$corsaire_dechu_coffer$		
DIFF ADD 9740 	_1862B07F9D87E275	cwzf03_goo	$cwzf03_goo$		
DIFF ADD 9741 	_EF3F997A0A0D310A	fyros_guard	$gn_fyros_imperial_guard_event$		
DIFF ADD 9742 	_717F65EF2FCA551C	matis_guard	$gn_matis_royal_guard_event$		
DIFF ADD 9743 	_8214FEA57B2C75AE	tryker_guard	$gn_tryker_federal_guard_event$		
DIFF ADD 9744 	_EC1075808ECE1DF7	zorai_guard	$gn_zorai_dynastic_guard_event$		
DIFF ADD 9745 	_88C6F235BC1F291C	kef0904_briefing_Phase1	Abytheus Abygrian	fyfc3mid	
DIFF ADD 9746 	_88C6F235BC2F291C	kef0904_briefing_Phase2	Abytheus Abygrian	fyfc3mid	
DIFF ADD 9747 	_86C1A6778458D705	kef0904_camp_chief_100	Quercus Abygrian	fyfc3mid	
DIFF ADD 9748 	_27FD0977F87673BA	kef0904_camp_chief_150	Abytheus Tindix	fyhb3	
DIFF ADD 9749 	_AA4D3904728926B4	kef0904_camp_chief_200	Quercus Xalon	fyfb2	
DIFF ADD 9750 	_2B9EF13CBBA9174F	kef0904_camp_chief_210	Caenus Ibiraan	fyhc2	
DIFF ADD 9751 	_5535DE76736A6B88	kef0904_camp_chief_250	Selix Boethus	fyha3old	
DIFF ADD 9752 	_1ACEE67EC5972783	kef0904_camp_chief_260	Pyrus Mekops	fyha1mid	
DIFF ADD 9753 	_F410A9C42464C685	kef0904_civ_shop	Pyrus Zessen	fyhc3old	
DIFF ADD 9754 	_662F327DC0563BC1	kef0904_forage_giver_1	Meron Zessen	fyhc1old	
DIFF ADD 9755 	_662F327DC0563FC1	kef0904_forage_giver_2	Meron Zessen	fyhc1old	
DIFF ADD 9756 	_647C08BFEAE6238E	kef0904_observer_100	Apon Pelorus	fyhc3	
DIFF ADD 9757 	_12A41D6A331BD0B6	kef0904_observer_150	Quercus Apocaps	fyhc1mid	
DIFF ADD 9758 	_5F089814C2AB8C81	kef0904_observer_200	Caenus Xalon	fyfc2old	
DIFF ADD 9759 	_637BFF1FEC560BC4	kef0904_observer_210	Pyrus Cegrips	fyfb1	
DIFF ADD 9760 	_A547EB142E469CDB	kef0904_observer_250	Titus Deps	fyha1old	
DIFF ADD 9761 	_9A68840444BDBCAB	kef0904_observer_260	Xyssen Eubus	fyfc3mid	
DIFF ADD 9762 	_799EBD5F77F990FE	kef0904_transport_giver_1	Selix Lyseus	fyhb2	
DIFF ADD 9763 	_799EBD6077F990FE	kef0904_transport_giver_2	Selix Lyseus	fyhb2	
DIFF ADD 9764 	_B4F4C67C26361BE2	kem0904_briefing_Phase1	Anibro Listi	mahc3old	
DIFF ADD 9765 	_B4F4C67C26461BE2	kem0904_briefing_Phase2	Anibro Listi	mahc3old	
DIFF ADD 9766 	_A2B90D10E513628B	kem0904_camp_chief_100	Lini Vachio	mafb2	
DIFF ADD 9767 	_D46DB26B3E665376	kem0904_camp_chief_150	Miaro Aniani	mahc3mid	
DIFF ADD 9768 	_55AD09FFA5946E6D	kem0904_camp_chief_200	Pecho Celli	mafb3	
DIFF ADD 9769 	_44D39240FEA81297	kem0904_camp_chief_210	Rosiera Chiado	mahc1mid	
DIFF ADD 9770 	_949DD903FE8A5F50	kem0904_camp_chief_250	Sichi Peli	mafc3old	
DIFF ADD 9771 	_B073B630C22A5B8F	kem0904_camp_chief_260	Trigo Trivaldo	maha3mid	
DIFF ADD 9772 	_D639748D67456E2F	kem0904_civ_shop	Vani Peli	mafc3	
DIFF ADD 9773 	_2E6B6571FEC972CB	kem0904_forage_giver_1	Vara Videra	mafc2mid	
DIFF ADD 9774 	_AF6B6571BFE972CB	kem0904_forage_giver_2	Vara Videra	mahc1old	
DIFF ADD 9775 	_A6ED3C38C23C2079	kem0904_observer_100	Antoccio Rosisti	mafb3	
DIFF ADD 9776 	_D88A0309E8AB68C5	kem0904_observer_150	Becho Anibi	maha3old	
DIFF ADD 9777 	_11483C0C260B90C0	kem0904_observer_200	Chiaro Peli	mafc2mid	
DIFF ADD 9778 	_A617F30866C5B0C1	kem0904_observer_210	Freni Lido	mafc3old	
DIFF ADD 9779 	_155A0703E80B88CD	kem0904_observer_250	Gichi Lanio	mahc1mid	
DIFF ADD 9780 	_11A84403A6AB94C9	kem0904_observer_260	Liccio Peli	mahc2mid	
DIFF ADD 9781 	_0E324646AA4CF15F	kem0904_transport_giver_1	Viccia Zarini	mahc1old	
DIFF ADD 9782 	_0E324647AA4CF15F	kem0904_transport_giver_2	Viccia Zarini	mahc1old	
DIFF ADD 9783 	_632DF4FCDED9BCA1	kez0904_briefing_Phase1	Ba-Ci Du	zohc1old	
DIFF ADD 9784 	_632DF4FCDEE9BCA1	kez0904_briefing_Phase2	Ba-Ci Du	zohc1old	
DIFF ADD 9785 	_58BEC91E80697A7B	kez0904_camp_chief_100	Ki Ke-Piang	zofc2mid	
DIFF ADD 9786 	_26B08278F09553A1	kez0904_camp_chief_150	Luoi Pei-Ziao	zohc3mid	
DIFF ADD 9787 	_DACE000B27351EE8	kez0904_camp_chief_200	Qai-ci Du	zofb3	
DIFF ADD 9788 	_EC7DCD49EC875392	kez0904_camp_chief_210	Sai-Fuang Du	zohc1mid	
DIFF ADD 9789 	_AF02ED5E5DAA5F9D	kez0904_camp_chief_250	Sai-Fuang Sun	zofc3old	
DIFF ADD 9790 	_1B1EA5CF29DADF5B	kez0904_camp_chief_260	Si-Tin Ki	zoha3mid	
DIFF ADD 9791 	_C6AB0DEFE33E8362	kez0904_civ_shop	Tao Ne-Tao	zohc3old	
DIFF ADD 9792 	_8B37E13FB5B59F3A	kez0904_forage_giver_1	Xo-Yuang Fuangi	zofc3mid	
DIFF ADD 9793 	_8B37E13FB5B5A33A	kez0904_forage_giver_2	Xo-Yuang Fuangi	zofc3mid	
DIFF ADD 9794 	_231C26055D6107C0	kez0904_observer_100	Ba-Ci Vao	zohc1mid	
DIFF ADD 9795 	_A9C8EF08E3128CBC	kez0904_observer_150	Do-Vi Guai	zofc2old	
DIFF ADD 9796 	_451648E299D6D766	kez0904_observer_200	Fai-Cu Sun	zofc3	
DIFF ADD 9797 	_887DC0C8EABB64B5	kez0904_observer_210	Geng Ne-Tao	zohc3old	
DIFF ADD 9798 	_A62ED0C7A409D087	kez0904_observer_250	Geng Sei-Fuang	zohb3	
DIFF ADD 9799 	_D1BD481BE251F36C	kez0904_observer_260	Ha-Zhia Fung	zofa3	
DIFF ADD 9800 	_3EF556FC2ACCA8F6	kez0904_transport_giver_1	Ja-Zun Geng	zohc1old	
DIFF ADD 9801 	_3EF556FD2ACCA8F6	kez0904_transport_giver_2	Ja-Zun Geng	zohc1old	
DIFF ADD 9802 	_1FB9F28096E41EDD	ket0904_briefing_Phase1	Ba'Darins Baksan	tryker_guard_t_f	
DIFF ADD 9803 	_BBF3DD1F391824F7	ket0904_briefing_Phase2	Ba'Darins Baksan	trfc3	
DIFF ADD 9804 	_2ABEE1FE7275BBA1	ket0904_camp_chief_100	Be'Wiley Artan	trhb2	
DIFF ADD 9805 	_C1D2E6012D1ADCFF	ket0904_camp_chief_150	Ba'Dughan Aeddan	trfc2mid	
DIFF ADD 9806 	_A7C30E032D1A4B91	ket0904_camp_chief_200	Ba'Dughan Cothan	trfc1	
DIFF ADD 9807 	_8386110BABFA630E	ket0904_camp_chief_210	Ba'Dughan Naroy	trhc2old	
DIFF ADD 9808 	_6A8F614B2D7B87A2	ket0904_camp_chief_250	Mac'Arppy Machen	trhc3	
DIFF ADD 9809 	_263F7D482D7B8FA4	ket0904_camp_chief_260	Mac'Laury Lichan	trfb3	
DIFF ADD 9810 	_92DEE006AC2C3CDF	ket0904_civ_shop	Mac'Laury Lixie	trhc2old	
DIFF ADD 9811 	_A40A95F23062159B	ket0904_forage_giver_1	Mac'Marrell Keffan	tryker_guard_t_f	
DIFF ADD 9812 	_A40A95F23062199B	ket0904_forage_giver_2	Mac'Marrell Keffan	tryker_guard_t_f	
DIFF ADD 9813 	_C0F30131B52567D4	ket0904_observer_100	Ba'Darins Keffan	trfc1old	
DIFF ADD 9814 	_A97D2416AC753FD8	ket0904_observer_150	Ba'Toolly Canan	trhc3	
DIFF ADD 9815 	_289E50102EF967E5	ket0904_observer_200	Mac'Arppy Lichan	trfb3	
DIFF ADD 9816 	_8193504D67F8A836	ket0904_observer_210	Mac'Dughan Jorkry	trfa3mid	
DIFF ADD 9817 	_15AFF578062683A4	ket0904_observer_250	O'Duffy Brammy	trha3old	
DIFF ADD 9818 	_9C0A9C797DEABAC0	ket0904_observer_260	O'Gany Deppan	trha1mid	
DIFF ADD 9819 	_DE57E37722C93EEA	ket0904_transport_giver_1	O'Duffy Garmer	tryker_guard_t_f	
DIFF ADD 9820 	_DE57E37822C93EEA	ket0904_transport_giver_2	O'Duffy Garmer	tryker_guard_t_f	
DIFF ADD 9821 	_EA3B009627B46E61	autel	$gn_autel$		
DIFF ADD 9822 	_92622BFE890FB96C	r_06_08_kitinslair_mp	Source	object_giant_skull_39_b	
DIFF ADD 9823 	_F72C4DEEDA52C3A3	r_06_08_taskgiver	Dixie Keale	trfc1mid	
DIFF ADD 9824 	_248883AA9BD723BE	ana_ryon	Ana Ryon	company_of_the_drill_loge_master_f_f_b1	
DIFF ADD 9825 	_C9417DAF4A92186C	fyros_rpjob_herbihunter	Dex Arbhor	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9826 	_AAE3E59E4C0AF1D4	fyros_rpjob_herbihunter_convert	$gn_fyros_rpjob_herbihunter_convert$	maha1	
DIFF ADD 9827 	_76705928EE1CB1C2	matis_rpjob_florist	Valentina Sinti	maha1	
DIFF ADD 9828 	_B9BDD45A49A3843E	matis_rpjob_florist_convert	$gn_matis_rpjob_florist_convert$	maha1	
DIFF ADD 9829 	_862FAB73B0FBF052	zorai_rpjob_rescuer	Kia Bo-Boo	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9830 	_38FDC473CBF37839	zorai_rpjob_rescuer_convert	$gn_zorai_rpjob_rescuer_convert$	maha1	
DIFF ADD 9831 	_999921D4CF7C1332	tryker_rpjob_aquamin	Be'Sheppy Ezzy	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9832 	_54943CD71900088E	tryker_rpjob_aquamin_convert	$gn_tryker_rpjob_aquamin_convert$	maha1	
DIFF ADD 9833 	_6B6BF9E3D1FCDB4E	tryker_aquamin_source	$gn_tryker_aquamin_source$	tryker_aquamin_source	
DIFF ADD 9834 	_AE5BB5C10AEBF757	tryker_aquamin_barrel	$gn_tryker_aquamin_barrel$	tryker_aquamin_barrel	
DIFF ADD 9835 	_C4BE7081BAB85C68	tryker_aquamin_silo	$gn_tryker_aquamin_silo$	tryker_aquamin_silo	
DIFF ADD 9836 	_C3CE647DBAF85068	tryker_aquamin_well	$gn_tryker_aquamin_well$	tryker_aquamin_well	
DIFF ADD 9837 	_4F8D508A705A880A	tryker_aquamin_npc_A	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_A	
DIFF ADD 9838 	_8F8D508A706A880A	tryker_aquamin_npc_B	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_B	
DIFF ADD 9839 	_CF8D508A707A880A	tryker_aquamin_npc_C	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_C	
DIFF ADD 9840 	_108D508A708A880A	tryker_aquamin_npc_D	$gn_tryker_aquamin_npc$	tryker_aquamin_npc_D	
DIFF ADD 9841 	_8FD4A9CFD1E12362	zorai_rpjob_magnecarto	Reka Qe-Wung	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9842 	_6779F9828FAEB4C8	zorai_rpjob_magnecarto_convert	$gn_zorai_rpjob_magnecarto_convert$	maha1	
DIFF ADD 9843 	_2A58F18347309197	zorai_magnecarto_npc_A	$gn_zorai_magnecarto_npc_A$	zorai_magnecarto_npc_A	
DIFF ADD 9844 	_2A58F18387409597	zorai_magnecarto_npc_B	$gn_zorai_magnecarto_npc_B$	zorai_magnecarto_npc_B	
DIFF ADD 9845 	_2A58F183C7509997	zorai_magnecarto_npc_C	$gn_zorai_magnecarto_npc_C$	zorai_magnecarto_npc_C	
DIFF ADD 9846 	_2A58F18308609D97	zorai_magnecarto_npc_D	$gn_zorai_magnecarto_npc_D$	zorai_magnecarto_npc_D	
DIFF ADD 9847 	_843D48B992C32472	fyros_rpjob_tooler	Zemolion Aeros	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9848 	_CA0EB8FE820D3B7C	fyros_rpjob_tooler_convert	$gn_fyros_rpjob_tooler_convert$	maha1	
DIFF ADD 9849 	_520C3D0521587DB2	rpjob_herbihunter_chest_1	$gn_rpjob_herbihunter_chest$	rpjob_herbihunter_chest_1	
DIFF ADD 9850 	_520C3D06215881B2	rpjob_herbihunter_chest_2	$gn_rpjob_herbihunter_chest$	rpjob_herbihunter_chest_2	
DIFF ADD 9851 	_520C3D07215885B2	rpjob_herbihunter_chest_3	$gn_rpjob_herbihunter_chest$	rpjob_herbihunter_chest_3	
DIFF ADD 9852 	_520C3D08215889B2	rpjob_herbihunter_chest_4	$gn_rpjob_herbihunter_chest$	rpjob_herbihunter_chest_4	
DIFF ADD 9853 	_520C3D0921588DB2	rpjob_herbihunter_chest_5	$gn_rpjob_herbihunter_chest$	rpjob_herbihunter_chest_5	
DIFF ADD 9854 	_C8EA29A8F5E20A61	rpjob_205_plant	$gn_rpjob_205_plant$	rpjob_205_plant	
DIFF ADD 9855 	_737761A661B5A15B	tryker_rpjob_larvicultor	Alin Ba'Creusey	matis_royal_guard_nuker_event_h_f1	
DIFF ADD 9856 	_32C7E5E475F73983	tryker_rpjob_larvicultor_convert	$gn_tryker_rpjob_larvicultor_convert$	maha1	
