DIFF_CMD	*HASH_VALUE	title_id	name	women_name
DIFF CHANGED 965 	_F66CB86DC5A3A5BC	gn_mhs_bandit_guards_nuker	Sbire du Scélérat	Sbire du Scélérat
DIFF SWAP 1369 966				
DIFF CHANGED 966 	_F66C846F8662B5BC	gn_mhs_bandit_guards_range	Sbire du Scélérat	Sbire du Scélérat
DIFF SWAP 1538 967				
DIFF CHANGED 967 	_0F2AF00EE7294126	gn_tei_bandit_boss_tryker	Lixie la Furie	
DIFF SWAP 1539 968				
DIFF CHANGED 968 	_BEC1CCA4B8DABF47	gn_tei_bandit_guards_healer	Complice de la Furie	Complice de la Furie
DIFF SWAP 1540 969				
DIFF CHANGED 969 	_959A544C52DA5BF6	gn_tei_bandit_guards_melee	Complice de la Furie	Complice de la Furie
DIFF SWAP 1541 970				
DIFF CHANGED 970 	_BEC1CCB2FEDAD347	gn_tei_bandit_guards_mezzer	Complice de la Furie	Complice de la Furie
DIFF SWAP 1542 971				
DIFF CHANGED 971 	_959A884C11DB5FF6	gn_tei_bandit_guards_nuker	Complice de la Furie	Complice de la Furie
DIFF SWAP 1543 972				
DIFF CHANGED 972 	_959A544ED29A6FF6	gn_tei_bandit_guards_range	Complice de la Furie	Complice de la Furie
DIFF SWAP 1628 973				
DIFF CHANGED 973 	_DDBC9DF93A96C500	gn_zkod_bandit_boss_zorai	Pei-Ziao le Délétère	
DIFF SWAP 1629 974				
DIFF CHANGED 974 	_7899B52415024CCC	gn_zkod_bandit_guards_healer	Disciple du Délétère	Disciple du Délétère
DIFF SWAP 1630 975				
DIFF CHANGED 975 	_71DA25B8AA93D855	gn_zkod_bandit_guards_melee	Disciple du Délétère	Disciple du Délétère
DIFF SWAP 1631 976				
DIFF CHANGED 976 	_7899ED3D15524CCC	gn_zkod_bandit_guards_mezzer	Disciple du Délétère	Disciple du Délétère
DIFF SWAP 1632 977				
DIFF CHANGED 977 	_71AB25B7AEA3D855	gn_zkod_bandit_guards_nuker	Disciple du Délétère	Disciple du Délétère
DIFF SWAP 1818 978				
DIFF CHANGED 978 	_AB1CA514D0E63C52	fct_h_tattooer	(Tatoueur pour Homin)	
DIFF SWAP 1817 979				
DIFF CHANGED 979 	_C4997CFE124A5C13	fct_h_hairdresser	(Coiffeur pour Homin)	
DIFF SWAP 1773 980				
DIFF CHANGED 980 	_C4997CFE12DC4D11	fct_f_hairdresser	(Coiffeur pour Homine)	
DIFF SWAP 1693 981				
DIFF CHANGED 981 	_F5E0A514D0E63C50	fct_f_tattooer	(Tatoueur pour Homine)	
DIFF SWAP 1011 982				
DIFF CHANGED 982 	_5877A0830FF9ECAC	gn_kami_adept	Adepte des Kamis	
DIFF SWAP 1066 983				
DIFF CHANGED 983 	_6B37B89DE8B7304C	gn_kami_guardian	kami Gardien	
DIFF SWAP 1893 984				
DIFF CHANGED 984 	_1D94BCB599F834A4	tribe_chief	Chef de tribu	
DIFF SWAP 1763 985				
DIFF CHANGED 985 	_CBCCEE400FED266A	gn_fairhaven_kami_master	Maître Kami de Fairhaven	
DIFF SWAP 1264 986				
DIFF CHANGED 986 	_69479C86212958C0	gn_guard_company_caster	Garde	
DIFF SWAP 1548 987				
DIFF CHANGED 987 	_2808646CE9095CBE	gn_guard_company_footman	Garde	
DIFF SWAP 1552 988				
DIFF CHANGED 988 	_E968986C6BD93CB1	gn_guard_company_sergent	Garde	
DIFF SWAP 1415 989				
DIFF CHANGED 989 	_88ED89F520E0CD05	gn_pyr_karavan_officer	Officier Karavan	
DIFF SWAP 1430 990				
DIFF CHANGED 990 	_9666D3651A47B78D	gn_r_07_13_boss	Chef Mercenaire	
DIFF SWAP 1431 991				
DIFF CHANGED 991 	_0229DC773D8C57FF	gn_r_07_13_guard	Mercenaire de la Karavan	
DIFF SWAP 1578 992				
DIFF CHANGED 992 	_2F3FC3A8F944664D	gn_tryker_kami_master	Maître Kami du Cercle Enchanté	
DIFF SWAP 1564 993				
DIFF CHANGED 993 	_F6AE7577F7167298	gn_fyros_war_master_event	Maître de Guerre Fyros	
DIFF SWAP 1207 994				
DIFF CHANGED 994 	_410682F316DF1BE7	gn_fyros_supply_master_event	Maître des Ressources Fyros	
DIFF SWAP 1306 995				
DIFF CHANGED 995 	_DD1C99E0DD332078	gn_fyros_craftsman_master_event	Maître Artisan Fyros	
DIFF SWAP 1263 996				
DIFF CHANGED 996 	_5F072F8E5FA88F22	gn_fyros_armoury_master_event	Maître de l'Armurerie Fyros	
DIFF SWAP 1223 997				
DIFF CHANGED 997 	_736472ED875FEDF2	gn_fyros_treasury_officer_event	Officier du Trésor Fyros	
DIFF SWAP 1355 998				
DIFF CHANGED 998 	_B21E7577F7B66282	gn_matis_war_master_event	Maître de Guerre Matis	
DIFF SWAP 1352 999				
DIFF CHANGED 999 	_FD7682F3167F0BD1	gn_matis_supply_master_event	Maître des Ressources Matis	
DIFF SWAP 1328 1000				
DIFF CHANGED 1000 	_9F1C81E2D7432860	gn_matis_craftsman_master_event	Maître Artisan Matis	
DIFF SWAP 1326 1001				
DIFF CHANGED 1001 	_E3072F8E5FE89FF2	gn_matis_armoury_master_event	Maître de l'Armurerie Matis	
DIFF SWAP 1353 1002				
DIFF CHANGED 1002 	_2FD472ED87FFDDDC	gn_matis_treasury_officer_event	Officier du Trésor Matis	
DIFF SWAP 1597 1003				
DIFF CHANGED 1003 	_86EEFEBE582682EA	gn_tryker_war_master_event	Maître de Guerre Tryker	
DIFF SWAP 1594 1004				
DIFF CHANGED 1004 	_EA27EF3A82CDBF0F	gn_tryker_supply_master_event	Maître des Ressources Tryker	
DIFF SWAP 1572 1005				
DIFF CHANGED 1005 	_3B40BFDCD41EE6FB	gn_tryker_craftsman_master_event	Maître Artisan Tryker	
DIFF SWAP 1570 1006				
DIFF CHANGED 1006 	_67D923E2244B73A1	gn_tryker_armoury_master_event	Maître de l'Armurerie Tryker	
DIFF SWAP 1595 1007				
DIFF CHANGED 1007 	_64E5D7007C13EBDC	gn_tryker_treasury_officer_event	Officier du Trésor Tryker	
DIFF SWAP 1670 1008				
DIFF CHANGED 1008 	_78EF757775FD3A8E	gn_zorai_war_master_event	Maître de Guerre Zoraï	
DIFF SWAP 1666 1009				
DIFF CHANGED 1009 	_C34782F394C6E3DD	gn_zorai_supply_master_event	Maître des Ressources Zoraï	
DIFF SWAP 1637 1010				
DIFF CHANGED 1010 	_E2E361E0D894206E	gn_zorai_craftsman_master_event	Maître Artisan Zoraï	
DIFF SWAP 1635 1011				
DIFF CHANGED 1011 	_69072F8EFCE88F0E	gn_zorai_armoury_master_event	Maître de l'Armurerie Zoraï	
DIFF SWAP 1667 1012				
DIFF CHANGED 1012 	_F5A572ED0546B5E8	gn_zorai_treasury_officer_event	Officier du Trésor Zoraï	
DIFF SWAP 1236 1013				
DIFF CHANGED 1013 	_635F908DDB68D455	gn_femme_gibbai	Femme Gibbaï	
DIFF SWAP 1551 1014				
DIFF CHANGED 1014 	_02CE59FCB59ADB17	gn_guerisseuse_gibbai	Guérisseur Gibbaï	
DIFF REMOVED 1015 	_0000000000000000	gn_kami_altar_	Autel Kami du Bosquet de la Confusion	
DIFF SWAP 1448 1015				
DIFF CHANGED 1015 	_24F7A47C5619AA9B	gn_gibbai_welcomer	Vieux Gibbaï	
DIFF SWAP 1632 1016				
DIFF CHANGED 1016 	_7E4BD3106875630E	gn_zora_kami_master	Maître Kami de Zora	
DIFF SWAP 1332 1017				
DIFF CHANGED 1017 	_4C192174745CF64A	gn_matis_kami_master	Maître Kami du Cercle Kamic	
DIFF SWAP 1406 1018				
DIFF CHANGED 1018 	_3535EE417CC7BE84	gn_prime_roots_kami_master	Maître Kami du Point du Milieu	
DIFF SWAP 1562 1019				
DIFF CHANGED 1019 	_4B14339E56F54E67	gn_tribe_sacred_sap_tribe_lieutenant	Chef de guerre	
DIFF SWAP 1772 1020				
DIFF CHANGED 1020 	_D4DB285EAEEB3E8C	gn_fyros_karavan_officer	Officier Karavan des Dunes de l'Exil	
DIFF SWAP 1337 1021				
DIFF CHANGED 1021 	_FE9DDC863E33FBB1	gn_matis_karavan_officer	Officier Karavan du Marais Supérieur	
DIFF SWAP 1386 1022				
DIFF CHANGED 1022 	_CE447A27A7B65A41	gn_nexus_karavan_officer	Officier Karavan du Nexus	
DIFF SWAP 1582 1023				
DIFF CHANGED 1023 	_F458ADECC36667A8	gn_tryker_karavan_officer	Officier Karavan de la Source	
DIFF SWAP 1633 1024				
DIFF CHANGED 1024 	_16418A569146C696	gn_zora_karavan_officer	Officier Karavan de Zora	
DIFF SWAP 1648 1025				
DIFF CHANGED 1025 	_71614C503F279415	gn_zorai_karavan_officer	Officier Karavan du Bosquet de l'Ombre	
DIFF SWAP 1297 1026				
DIFF CHANGED 1026 	_C8068465E6069C94	gn_Goo_Spot	Point de Goo	
DIFF SWAP 1553 1027				
DIFF CHANGED 1027 	_62970C91E9F83099	gn_Tower	Tour	
DIFF SWAP 1293 1028				
DIFF CHANGED 1028 	_6907C8A102D82064	gn_kuilde_guard	Garde Maître	
DIFF SWAP 1559 1029				
DIFF CHANGED 1029 	_EDBF4C858F925029	gn_tribe_company_of_the_eternal_tree_tribe_chief	Mac'Rippsey Lynle	
DIFF SWAP 1560 1030				
DIFF CHANGED 1030 	_6C75F51328F7A471	gn_tribe_cutes_guards	Garde d'Elite	
DIFF SWAP 1481 1031				
DIFF CHANGED 1031 	_4D088BDA0AA9D2BA	gn_fyros_kami_master	Maître Kami des Sources de Thesos	
DIFF SWAP 1632 1032				
DIFF CHANGED 1032 	_FF7DAFB9F3AA72D6	gn_kami_altar_bountybeaches	Autel Kami des Plages d'Abondance	
DIFF SWAP 1332 1033				
DIFF CHANGED 1033 	_E650933956EA1376	gn_kami_altar_citiesofintuition_hoi_cho	Autel Kami d'Hoi Cho	
DIFF SWAP 1406 1034				
DIFF CHANGED 1034 	_D0C0FB18E94A6357	gn_kami_altar_citiesofintuition_jen_lai	Autel Kami de Jen Lai	
DIFF SWAP 1562 1035				
DIFF CHANGED 1035 	_5130E71BE9EA8B4E	gn_kami_altar_citiesofintuition_min_cho	Autel Kami de Min Cho	
DIFF SWAP 1772 1036				
DIFF CHANGED 1036 	_B6A8A1FB159187CB	gn_kami_altar_citiesofintuition_zora	Autel Kami de Zora	
DIFF SWAP 1386 1037				
DIFF CHANGED 1037 	_41137715B1A5C60E	gn_kami_altar_dunesofexil_dyron	Autel Kami des Dunes de l'Exil	
DIFF SWAP 1582 1038				
DIFF CHANGED 1038 	_22B6274CEA6E7EFF	gn_kami_altar_enchantedisle	Autel Kami de l'Ile Enchantée	
DIFF SWAP 1633 1039				
DIFF CHANGED 1039 	_B088A9A057A767C2	gn_kami_altar_fleetinggarden	Autel Kami du Jardin Fugace	
DIFF SWAP 1648 1040				
DIFF CHANGED 1040 	_82F8252C5160F8D4	gn_kami_altar_forbidden_depths	Autel Kami des Profondeurs Interdites	
DIFF SWAP 1297 1041				
DIFF CHANGED 1041 	_7E962EDE65A783AE	gn_kami_altar_frahartowers	Autel Kami des Tours de Frahars	
DIFF ADD 1042 	_5A471070187CE807	gn_kami_altar_groveofconfusion	Autel Kami du Bosquet de la Confusion	
DIFF SWAP 1294 1043				
DIFF CHANGED 1043 	_3BB5340CBB1CFF69	gn_kami_altar_groveofumbra	Autel Kami du Bosquet de l'Ombre	
DIFF SWAP 1560 1044				
DIFF CHANGED 1044 	_B2EA9E4CD6586EFB	gn_kami_altar_havenofpurity	Autel Kami du Havre de Pureté	
DIFF SWAP 1561 1045				
DIFF CHANGED 1045 	_D29EAE0F0252FA3A	gn_kami_altar_hereticshovel	Autel Kami de la Masure de l'Hérétique	
DIFF SWAP 1482 1046				
DIFF CHANGED 1046 	_B0B21AAB0E548BAC	gn_kami_altar_hiddensource	Autel Kami de la Source Cachée	
DIFF SWAP 1633 1047				
DIFF CHANGED 1047 	_FA831F6411FAF7E5	gn_kami_altar_imperialdunes_pyr	Autel Kami des Dunes Impériales	
DIFF SWAP 1333 1048				
DIFF CHANGED 1048 	_3D6E0E79023A2829	gn_kami_altar_knollofdissent	Autel Kami du Tertre de la Dissidence	
DIFF SWAP 1407 1049				
DIFF CHANGED 1049 	_49483657BFF59610	gn_kami_altar_knotofdementia	Autel Kami du Noeud de la Démence	
DIFF SWAP 1563 1050				
DIFF CHANGED 1050 	_E9C4424BF3F73775	gn_kami_altar_lagoonsofloria	Autel Kami des Lagons de Loria	
DIFF SWAP 1773 1051				
DIFF CHANGED 1051 	_ACDB10AA74AA9E05	gn_kami_altar_libertylake_fairhaven	Autel Kami de Fairhaven	
DIFF SWAP 1387 1052				
DIFF CHANGED 1052 	_28BD17CFC36852CD	gn_kami_altar_maidengrove	Autel Kami du Bosquet Vierge	
DIFF SWAP 1583 1053				
DIFF CHANGED 1053 	_606D38B809EE9083	gn_kami_altar_majesticgarden_yrkanis	Autel Kami des Jardins Majestueux	
DIFF SWAP 1649 1054				
DIFF CHANGED 1054 	_0AB7DA6B31A74D10	gn_kami_altar_nexus_terre	Autel Kami du Nexus	
DIFF SWAP 1298 1055				
DIFF CHANGED 1055 	_DBD4E868B5AACEE3	gn_kami_altar_oflovaksoasis	Autel Kami de l'Oasis d'Oflovak	
DIFF SWAP 1294 1056				
DIFF CHANGED 1056 	_C078AFA7F4D83B9D	gn_kami_altar_outlawcanyon	Autel Kami du Canyon Interdit	
DIFF SWAP 1560 1057				
DIFF CHANGED 1057 	_F8666E77BA3582B2	gn_kami_altar_restingwater	Autel Kami de l'Eau du Repos	
DIFF SWAP 1561 1058				
DIFF CHANGED 1058 	_384802E720A8AFA9	gn_kami_altar_sawdustmines	Autel Kami des Mines de Sciures	
DIFF SWAP 1333 1059				
DIFF CHANGED 1059 	_0D7C200860782067	gn_kami_altar_the_abyss_of_ichor	Autel Kami du Gouffre d'Ichor	
DIFF SWAP 1407 1060				
DIFF CHANGED 1060 	_E9134D2F895D0AE8	gn_kami_altar_the_elusive_forest	Autel Kami de la Forêt Insaisissable	
DIFF SWAP 1563 1061				
DIFF CHANGED 1061 	_278F7CD42AB38456	gn_kami_altar_the_land_of_continuity	Autel Kami de la Terre de la Continuité	
DIFF SWAP 1773 1062				
DIFF CHANGED 1062 	_43A5323EE61AB6EA	gn_kami_altar_the_sunken_city	Autel Kami de la Cité Engloutie	
DIFF SWAP 1387 1063				
DIFF CHANGED 1063 	_E2567AB12291DBCF	gn_kami_altar_the_trench_of_trials_zorai	Autel Kami de la Fosse aux Epreuves	
DIFF SWAP 1583 1064				
DIFF CHANGED 1064 	_DAAF30B347BF84A3	gn_kami_altar_the_under_spring_fyros	Autel Kami des Sources Interdites	
DIFF SWAP 1649 1065				
DIFF CHANGED 1065 	_8ABDBA3E6BB54B74	gn_kami_altar_the_windy_gate	Autel Kami de la Porte des Vents	
DIFF SWAP 1294 1066				
DIFF CHANGED 1066 	_5090DFFBBBE22340	gn_kami_altar_thesavagedunes_thesos	Autel Kami des Dunes Sauvages	
DIFF SWAP 1560 1067				
DIFF CHANGED 1067 	_23E1424557AFB3E9	gn_kami_altar_thescorchedcorridor	Autel Kami du Couloir Brûlé	
DIFF SWAP 1561 1068				
DIFF CHANGED 1068 	_F336C9F616207D01	gn_kami_altar_thevoid	Autel Kami du Vide	
DIFF SWAP 1407 1069				
DIFF CHANGED 1069 	_EA3C977244E342DC	gn_kami_altar_windsofmuse	Autel Kami des Vents du Songe	
DIFF SWAP 1333 1070				
DIFF CHANGED 1070 	_4AD9879E9E9C9A4F	gn_kami_altar_upperbog	Autel Kami du Marais Supérieur	
DIFF SWAP 1338 1071				
DIFF CHANGED 1071 	_D4DB36A85FA4CD85	gn_kami_altar_dewdrops	Autel Kami des Chutes de la Rosée	
DIFF SWAP 1298 1072				
DIFF CHANGED 1072 	_7775FE307CC90D5D	gn_kami_altar_thefount	Autel Kami de la Source	
DIFF SWAP 1554 1073				
DIFF CHANGED 1073 	_8704F06F3041ABA9	gn_kami_altar_gate_of_obscurity	Autel Kami de la Porte de l'Obscurité	
DIFF SWAP 1148 1074				
DIFF CHANGED 1074 	_6DFEE550424DB022	gn_karavan_altar_bountybeaches	Autel Karavan des Plages d'Abondance	
DIFF SWAP 1149 1075				
DIFF CHANGED 1075 	_18EEC42C622C5B5A	gn_karavan_altar_citiesofintuition_zora	Autel Karavan de Zora	
DIFF SWAP 1150 1076				
DIFF CHANGED 1076 	_6C2CDB25A18353E4	gn_karavan_altar_dewdrops	Autel Karavan des Chutes de la Rosée	
DIFF SWAP 1151 1077				
DIFF CHANGED 1077 	_FE55DC9528BD98DF	gn_karavan_altar_dunesofexil_dyron	Autel Karavan des Dunes de l'Exil	
DIFF SWAP 1152 1078				
DIFF CHANGED 1078 	_6CBE5C05FE357859	gn_karavan_altar_enchantedisle	Autel Karavan de l'Ile Enchantée	
DIFF SWAP 1153 1079				
DIFF CHANGED 1079 	_CE6F7423591777A4	gn_karavan_altar_fleetinggarden	Autel Karavan du Jardin Fugace	
DIFF SWAP 1154 1080				
DIFF CHANGED 1080 	_AEF0C114DD6C99A2	gn_karavan_altar_forbidden_depths	Autel Karavan des Profondeurs Interdites	
DIFF SWAP 1155 1081				
DIFF CHANGED 1081 	_07A8F0112D4F14EF	gn_karavan_altar_frahartowers	Autel Karavan des Tours de Frahars	
DIFF SWAP 1156 1082				
DIFF CHANGED 1082 	_DFDF80B68C23F0A7	gn_karavan_altar_gate_of_obscurity	Autel Karavan de la Porte de l'Obscurité	
DIFF ADD 1083 	_2DB457F3D4BFA986	gn_karavan_altar_groveofconfusion	Autel Karavan du Bosquet de la Confusion	
DIFF SWAP 1158 1084				
DIFF CHANGED 1084 	_C004A4F51920865B	gn_karavan_altar_groveofumbra	Autel Karavan du Bosquet de l'Ombre	
DIFF SWAP 1160 1085				
DIFF CHANGED 1085 	_35538677B4007C96	gn_karavan_altar_hereticshovel	Autel Karavan de la Masure de l'Hérétique	
DIFF SWAP 1161 1086				
DIFF CHANGED 1086 	_85D724BF2F9B9FB7	gn_karavan_altar_hiddensource	Autel Karavan de la Source Cachée	
DIFF SWAP 1162 1087				
DIFF CHANGED 1087 	_DD73BC8F7070C635	gn_karavan_altar_imperialdunes_pyr	Autel Karavan des Dunes Impériales	
DIFF SWAP 1163 1088				
DIFF CHANGED 1088 	_6DA6288DBBC4F5DE	gn_karavan_altar_knollofdissent	Autel Karavan du Tertre de la Dissidence	
DIFF SWAP 1164 1089				
DIFF CHANGED 1089 	_C354793EF831E19D	gn_karavan_altar_knotofdementia	Autel Karavan du Noeud de la Démence	
DIFF SWAP 1165 1090				
DIFF CHANGED 1090 	_884A2CF03D613CCC	gn_karavan_altar_lagoonsofloria	Autel Karavan des Lagons de Loria	
DIFF SWAP 1166 1091				
DIFF CHANGED 1091 	_4466343503AEBBE3	gn_karavan_altar_libertylake_avendale	Autel Karavan d'Avendale	
DIFF SWAP 1167 1092				
DIFF CHANGED 1092 	_4D4F9D8B42F2E4AA	gn_karavan_altar_libertylake_crystabell	Autel Karavan de Crystabell	
DIFF SWAP 1168 1093				
DIFF CHANGED 1093 	_EA1F0850D21CA806	gn_karavan_altar_libertylake_fairhaven	Autel Karavan de Fairhaven	
DIFF SWAP 1169 1094				
DIFF CHANGED 1094 	_4DAF55897F725C9B	gn_karavan_altar_libertylake_windermeer	Autel Karavan de Windermeer	
DIFF SWAP 1171 1095				
DIFF CHANGED 1095 	_ECEE6836BCA8B2A6	gn_karavan_altar_majesticgarden_avalae	Autel Karavan d'Avalae	
DIFF SWAP 1172 1096				
DIFF CHANGED 1096 	_ABD7382A7C0A4AC1	gn_karavan_altar_majesticgarden_davae	Autel Karavan de Davae	
DIFF SWAP 1173 1097				
DIFF CHANGED 1097 	_ABB738327CAA4AC1	gn_karavan_altar_majesticgarden_natae	Autel Karavan de Natae	
DIFF SWAP 1174 1098				
DIFF CHANGED 1098 	_114EE44BAC182CAD	gn_karavan_altar_majesticgarden_yrkanis	Autel Karavan d'Yrkanis	
DIFF SWAP 1176 1099				
DIFF CHANGED 1099 	_5E61C1DB2525FA15	gn_karavan_altar_nexus_terre	Autel Karavan du Nexus	
DIFF SWAP 1179 1100				
DIFF CHANGED 1100 	_0A180021402A9211	gn_karavan_altar_outlawcanyon	Autel Karavan du Canyon Interdit	
DIFF SWAP 1180 1101				
DIFF CHANGED 1101 	_36D8700E294762DD	gn_karavan_altar_restingwater	Autel Karavan de l'Eau du Repos	
DIFF SWAP 1181 1102				
DIFF CHANGED 1102 	_8CD694166B2830FC	gn_karavan_altar_sawdustmines	Autel Karavan des Mines de Sciure	
DIFF SWAP 1184 1103				
DIFF CHANGED 1103 	_9BB39B222B1FB183	gn_karavan_altar_the_abyss_of_ichor_matis	Autel Karavan du Gouffre d'Ichor	
DIFF SWAP 1185 1104				
DIFF CHANGED 1104 	_4F6F767BED52E960	gn_karavan_altar_the_elusive_forest	Autel Karavan de la Forêt Insaisissable	
DIFF SWAP 1186 1105				
DIFF CHANGED 1105 	_AE57DEB9A9FA8A73	gn_karavan_altar_the_land_of_continuity	Autel Karavan de la Terre de la Continuité	
DIFF SWAP 1188 1106				
DIFF CHANGED 1106 	_664C9ABB481B0AD5	gn_karavan_altar_the_trench_of_trials_zorai	Autel Karavan de la Fosse aux Epreuves	
DIFF SWAP 1189 1107				
DIFF CHANGED 1107 	_F54A3A7DEBE70925	gn_karavan_altar_the_under_spring_fyros	Autel Karavan des Sources Interdites	
DIFF SWAP 1190 1108				
DIFF CHANGED 1108 	_0A29B561BC21285C	gn_karavan_altar_the_windy_gate	Autel Karavan de la Porte des Vents	
DIFF SWAP 1191 1109				
DIFF CHANGED 1109 	_9DF91ED31C7D0E19	gn_karavan_altar_thefount	Autel Karavan de la Source	
DIFF SWAP 1192 1110				
DIFF CHANGED 1110 	_06B441A57D71E8A4	gn_karavan_altar_thesavagedunes_thesos	Autel Karavan des Dunes Sauvages	
DIFF SWAP 1193 1111				
DIFF CHANGED 1111 	_914CD9A57D145496	gn_karavan_altar_thescorchedcorridor	Autel Karavan du Couloir Brûlé	
DIFF SWAP 1194 1112				
DIFF CHANGED 1112 	_55B4F6FA07BC5782	gn_karavan_altar_thevoid	Autel Karavan du Vide	
DIFF SWAP 1195 1113				
DIFF CHANGED 1113 	_7C89ABF934821B53	gn_karavan_altar_upperbog	Autel Karavan du Marais Supérieur	
DIFF SWAP 1196 1114				
DIFF CHANGED 1114 	_385EAE4BB03716BB	gn_karavan_altar_windsofmuse	Autel Karavan des Vents du Songe	
DIFF SWAP 1170 1115				
DIFF CHANGED 1115 	_B70D5656F84CEB24	gn_karavan_altar_maidengrove	Autel Karavan du Bosquet Vierge	
DIFF SWAP 1159 1116				
DIFF CHANGED 1116 	_EB21B032A1B5CAE9	gn_karavan_altar_havenofpurity	Autel Karavan du Havre de Pureté	
DIFF SWAP 1178 1117				
DIFF CHANGED 1117 	_308E80D2D697002C	gn_karavan_altar_oflovaksoasis	Autel Karavan de l'Oasis d'Oflovak	
DIFF SWAP 1187 1118				
DIFF CHANGED 1118 	_F4008DEE7A626E18	gn_karavan_altar_the_sunken_city	Autel Karavan de la Cité Engloutie	
DIFF SWAP 1177 1119				
DIFF CHANGED 1119 	_C7883CFA5F71C65E	gn_karavan_altar_oflovakoasis	Autel Karavan de l'Oasis d'Oflovak	
DIFF SWAP 1397 1120				
DIFF CHANGED 1120 	_E5104F05CFE4E3B8	gn_fyros_general_event	Général Fyros	
DIFF SWAP 1332 1121				
DIFF CHANGED 1121 	_A7103707C9F4EBA0	gn_matis_general_event	Général Matis	
DIFF SWAP 1577 1122				
DIFF CHANGED 1122 	_081551A09726E418	gn_tryker_general_event	Général Tryker	
DIFF SWAP 1642 1123				
DIFF CHANGED 1123 	_EAD71705CA45E3AE	gn_zorai_general_event	Général Zoraï	
DIFF SWAP 1415 1124				
DIFF CHANGED 1124 	_5CBD563E6B087591	gn_fyros_officer_event	Officier Impérial Fyros	
DIFF SWAP 1344 1125				
DIFF CHANGED 1125 	_C20E6263C2F82DBD	gn_matis_officer_event	Officier Royal Matis	
DIFF SWAP 1588 1126				
DIFF CHANGED 1126 	_7FB4BC4B9520267D	gn_tryker_officer_event	Officier Fédéral Tryker	
DIFF SWAP 1660 1127				
DIFF CHANGED 1127 	_A1B3E969FD771A91	gn_zorai_officer_event	Officier Dynastique Zoraï	
DIFF SWAP 1348 1128				
DIFF CHANGED 1128 	_82543A6F6E1C28FF	gn_matis_royal_guard_event	Garde Royal Matis	
DIFF SWAP 1349 1129				
DIFF CHANGED 1129 	_E12FCE2C455CBA52	gn_matis_royal_soldier_event	Soldat Royal Matis	
DIFF SWAP 1472 1130				
DIFF CHANGED 1130 	_075FCED71EAD1E66	gn_fyros_imperial_guard_event	Garde Impérial Fyros	
DIFF SWAP 1475 1131				
DIFF CHANGED 1131 	_BBBB79FC4DFF0D84	gn_fyros_imperial_soldier_event	Soldat Impérial Fyros	
DIFF SWAP 1640 1132				
DIFF CHANGED 1132 	_9F6F5FD8DE74B583	gn_zorai_dynastic_guard_event	Garde Dynastique Zoraï	
DIFF SWAP 1641 1133				
DIFF CHANGED 1133 	_C28CE39898D5E4DF	gn_zorai_dynastic_soldier_event	Soldat Dynastique Zoraï	
DIFF SWAP 1575 1134				
DIFF CHANGED 1134 	_142BD2E1198DD606	gn_tryker_federal_guard_event	Garde Fédéral Tryker	
DIFF SWAP 1576 1135				
DIFF CHANGED 1135 	_3AAB3503F463C487	gn_tryker_federal_soldier_event	Soldat Fédéral Tryker	
DIFF SWAP 1201 1136				
DIFF CHANGED 1136 	_E1703269857FF5BC	gn_karavan_commander_event	Commandant Karavan	
DIFF SWAP 1218 1137				
DIFF CHANGED 1137 	_3D376A48878E5512	gn_karavan_officer_event	Lieutenant Karavan	
DIFF SWAP 1145 1138				
DIFF CHANGED 1138 	_82581FB6824FD807	gn_karavan_ally_event	Allié de la Karavan	
DIFF SWAP 1202 1139				
DIFF CHANGED 1139 	_3C8A9087018F6114	gn_karavan_commando_event	Commando Karavan	
DIFF SWAP 1223 1140				
DIFF CHANGED 1140 	_01FD9D1226E74720	gn_karavan_ship_event	Vaisseau Karavan	
DIFF SWAP 1172 1141				
DIFF CHANGED 1141 	_A0F5721569CE1428	gn_kami_warlord_event	Seigneur de Guerre Kami	
DIFF SWAP 1339 1142				
DIFF CHANGED 1142 	_B7D4C26623EB65D6	gn_kami_keeper_event	Gardien des Terres Kami	
DIFF SWAP 1237 1143				
DIFF CHANGED 1143 	_5B06D00D92717477	gn_kami_ally_event	Allié des Kamis	
DIFF SWAP 1584 1144				
DIFF CHANGED 1144 	_E857A5115FC8E7BB	gn_kami_fighter_event	Guerrier Kami	
DIFF SWAP 1282 1145				
DIFF CHANGED 1145 	_813222557C88FCD9	gn_kitin_commander_event	Chef d'Essaim Kitin	
DIFF SWAP 1288 1146				
DIFF CHANGED 1146 	_2755C391A42918B5	gn_kitin_leader_event	Chef Kitin	
DIFF REMOVED 1147 	_0000000000000000	gn_karavan_altar_	Autel Karavan du Bosquet de la Confusion	
DIFF SWAP 1290 1147				
DIFF CHANGED 1147 	_FD09D5FAC98F5921	gn_kitin_protector_event	Protecteur Kitin	
DIFF SWAP 1285 1148				
DIFF CHANGED 1148 	_A9E66BA1E6988C96	gn_kitin_guard_event	Garde Kitin	
DIFF SWAP 1291 1149				
DIFF CHANGED 1149 	_C32EF9F9E03534B6	gn_kitin_raider_event	Agresseur Kitin	
DIFF SWAP 1288 1150				
DIFF CHANGED 1150 	_46FFB5E897C88029	gn_kitin_patrol_event	Patrouille Kitin	
DIFF SWAP 1207 1151				
DIFF CHANGED 1151 	_379CD8D1CFB93045	gn_infected_frahar_high_chief_event	Chef de Horde Frahar Infecté	
DIFF SWAP 1597 1152				
