*HASH_VALUE	creature ID	name	ia	da	p	pia	pda		
0000000000000000	chsdf2	Fierce Shalah	a				Fierce Shalahs		the
0000000000000000	chsdf3	Ferocious Shalah	a				Ferocious Shalahs		the
0000000000000000	chsdf4	Voracious Shalah	a				Voracious Shalahs		the
0000000000000000	chsdf5	Utasha	an	the					
0000000000000000	chsdf7	Shaketh							
0000000000000000	chsfb7	Shakin							
0000000000000000	chsfc7	Shakin							
0000000000000000	chsfd7	Shakin							
0000000000000000	chsfe7	Shakin							
0000000000000000	chsff7	Shakin							
0000000000000000	chsjb7	Shakya							
0000000000000000	chsjc7	Shakya							
0000000000000000	chsjd7	Shakya							
0000000000000000	chsje7	Shakya							
0000000000000000	chsjf7	Shakya							
0000000000000000	chslb7	Shakan							
0000000000000000	chslc7	Shakan							
0000000000000000	chsld7	Shakan							
0000000000000000	chsle1	Nettled Shalah	a				Nettled Shalahs		the
0000000000000000	chsle2	Vicious Shalah	a				Vicious Shalahs		the
0000000000000000	chsle3	Feral Shalah	a				Feral Shalahs		the
0000000000000000	chsle4	Violent Shalah	a				Violent Shalahs		the
0000000000000000	chsle5	Shinkah							the
0000000000000000	chsle7	Shakan							
0000000000000000	chslf7	Shakan							
0000000000000000	chspb7	Shakoo							
0000000000000000	chspc7	Shakoo							
0000000000000000	chspd7	Shakoo							
0000000000000000	chspe7	Shakoo							
0000000000000000	chspf7	Shakoo							
0000000000000000	chtdb7	Plodeketh							
0000000000000000	chtdc7	Plodeketh							
0000000000000000	chtdd7	Plodeketh							
0000000000000000	chtde1	Nettled Ploderos	a				Nettled Plodeross		the
0000000000000000	chtde2	Vicious Ploderos	a				Vicious Plodeross		the
0000000000000000	chtde3	Feral Ploderos	a				Feral Plodeross		the
0000000000000000	chtde4	Violent Ploderos	a				Violent Plodeross		the
0000000000000000	chtde7	Plodeketh							
0000000000000000	chtdf7	Plodeketh							
0000000000000000	chtfb7	Plodekin							
0000000000000000	chtfc7	Plodekin							
0000000000000000	chtfd7	Plodekin							
0000000000000000	chtfe7	Plodekin							
0000000000000000	chtfe8	Destroyer Ploderos	a	the					
0000000000000000	chtff7	Plodekin							
0000000000000000	chtjb7	Plodekya							
0000000000000000	chtjc7	Plodekya							
0000000000000000	chtjd7	Plodekya							
0000000000000000	chtje7	Plodekya							
0000000000000000	chtjf1	Furious Ploderos	a				Furious Plodeross		the
0000000000000000	chtjf2	Fierce Ploderos	a				Fierce Plodeross		the
0000000000000000	chtjf3	Ferocious Ploderos	a				Ferocious Plodeross		the
0000000000000000	chtjf4	Voracious Ploderos	a				Voracious Plodeross		the
0000000000000000	chtjf5	Dolak	a	the					
0000000000000000	chtjf7	Plodekya							
0000000000000000	chtjf8	Demolisher Ploderos	a	the					
0000000000000000	chtlb7	Plodekan							
0000000000000000	chtlc7	Plodekan							
0000000000000000	chtld7	Plodekan							
0000000000000000	chtle7	Plodekan							
0000000000000000	chtlf7	Plodekan							
0000000000000000	chtpb7	Plodekoo							
0000000000000000	chtpc7	Plodekoo							
0000000000000000	chtpd7	Plodekoo							
0000000000000000	chtpe7	Plodekoo							
0000000000000000	chtpf7	Plodekoo							
0000000000000000	chudb7	Womketh							
0000000000000000	chudc7	Womketh							
0000000000000000	chudd7	Womketh							
0000000000000000	chude7	Womketh							
0000000000000000	chudf7	Womketh							
0000000000000000	chufb7	Womkin							
0000000000000000	chufc7	Womkin							
0000000000000000	chufd7	Womkin							
0000000000000000	chufe7	Womkin							
0000000000000000	chuff7	Womkin							
0000000000000000	chujb7	Womkya							
0000000000000000	chujc7	Womkya							
0000000000000000	chujd7	Womkya							
0000000000000000	chuje1	Nettled Wombaï	a				Nettled Wombaïs		the
0000000000000000	chuje2	Vicious Wombaï	a				Vicious Wombaïs		the
0000000000000000	chuje3	Feral Wombaï	a				Feral Wombaïs		the
0000000000000000	chuje4	Violent Wombaï	a				Violent Wombaïs		the
0000000000000000	chuje5	Mombi	a	the					
0000000000000000	chuje7	Womkya							
0000000000000000	chujf7	Womkya							
0000000000000000	chulb7	Womkan							
0000000000000000	chulc7	Womkan							
0000000000000000	chuld7	Womkan							
0000000000000000	chule7	Womkan							
0000000000000000	chulf1	Furious Wombaï	a				Furious Wombaïs		the
0000000000000000	chulf2	Fierce Wombaï	a				Fierce Wombaïs		the
0000000000000000	chulf3	Ferocious Wombaï	a				Ferocious Wombaïs		the
0000000000000000	chulf4	Voracious Wombaï	a				Voracious Wombaïs		the
0000000000000000	chulf7	Womkan							
0000000000000000	chulf8	Death Wombaï							the
0000000000000000	chupb7	Womkoo							
0000000000000000	chupc7	Womkoo							
0000000000000000	chupd7	Womkoo							
0000000000000000	chupe7	Womkoo							
0000000000000000	chupf7	Womkoo							
0000000000000000	chvdb7	Madaketh							
0000000000000000	chvdc7	Madaketh							
0000000000000000	chvdd7	Madaketh							
0000000000000000	chvde7	Madaketh							
0000000000000000	chvdf7	Madaketh							
0000000000000000	chvfb7	Madakin							
0000000000000000	chvfc7	Madakin							
0000000000000000	chvfd7	Madakin							
0000000000000000	chvfe4	Violent Madakam							
0000000000000000	chvfe7	Madakin							
0000000000000000	chvff1	Furious Madakam	a				Furious Madakams		the
0000000000000000	chvff2	Fierce Madakam	a				Fierce Madakams		the
0000000000000000	chvff3	Ferocious Madakam	a				Ferocious Madakams		the
0000000000000000	chvff4	Voracious Madakam	a				Voracious Madakams		the
0000000000000000	chvff5	Muncham	a	the					
0000000000000000	chvff7	Madakin							
0000000000000000	chvjb7	Madakya							
0000000000000000	chvjc7	Madakya							
0000000000000000	chvjd7	Madakya							
0000000000000000	chvje1	Nettled Madakam	a				Nettled Madakams		the
0000000000000000	chvje2	Vicious Madakam	a				Vicious Madakams		the
0000000000000000	chvje3	Feral Madakam	a				Feral Madakams		the
0000000000000000	chvje4	Violent Madakam	a				Violent Madakams		the
0000000000000000	chvje7	Madakya							
0000000000000000	chvje8	Demolisher Madakam	a	the					
0000000000000000	chvjf7	Madakya							
0000000000000000	chvlb7	Madakan							
0000000000000000	chvlc7	Madakan							
0000000000000000	chvld7	Madakan							
0000000000000000	chvle7	Madakan							
0000000000000000	chvlf7	Madakan							
0000000000000000	chvpb7	Madakoo							
0000000000000000	chvpc7	Madakoo							
0000000000000000	chvpd7	Madakoo							
0000000000000000	chvpe7	Madakoo							
0000000000000000	chvpf4	Violent Madakam							
0000000000000000	chvpf7	Madakoo							
0000000000000000	chwdb7	Aranaketh							
0000000000000000	chwdc7	Aranaketh							
0000000000000000	chwdd7	Aranaketh							
0000000000000000	chwde1	Nettled Arana	a				Nettled Aranas		the
0000000000000000	chwde2	Vicious Arana	a				Vicious Aranas		the
0000000000000000	chwde3	Feral Arana	a				Feral Aranas		the
0000000000000000	chwde4	Violent Arana	a				Violent Aranas		the
0000000000000000	chwde5	Tarron	a	the					
0000000000000000	chwde7	Aranaketh							
0000000000000000	chwdf7	Aranaketh							
0000000000000000	chwfb7	Aranakin							
0000000000000000	chwfc7	Aranakin							
0000000000000000	chwfd7	Aranakin							
0000000000000000	chwfe7	Aranakin							
0000000000000000	chwff1	Furious Arana	a				Furious Aranas		the
0000000000000000	chwff2	Fierce Arana	a				Fierce Aranas		the
0000000000000000	chwff3	Ferocious Arana	a				Ferocious Aranas		the
0000000000000000	chwff4	Voracious Arana	a				Voracious Aranas		the
0000000000000000	chwff7	Aranakin							
0000000000000000	chwjb7	Aranakya							
0000000000000000	chwjc7	Aranakya							
0000000000000000	chwjd7	Aranakya							
0000000000000000	chwje7	Aranakya							
0000000000000000	chwjf7	Aranakya							
0000000000000000	chwlb7	Aranakan							
0000000000000000	chwlc7	Aranakan							
0000000000000000	chwld7	Aranakan							
0000000000000000	chwle7	Aranakan							
0000000000000000	chwlf7	Aranakan							
0000000000000000	chwpb7	Aranakoo							
0000000000000000	chwpc7	Aranakoo							
0000000000000000	chwpd7	Aranakoo							
0000000000000000	chwpe7	Aranakoo							
0000000000000000	chwpf7	Aranakoo							
0000000000000000	chxdb7	Gubaketh							
0000000000000000	chxdc7	Gubaketh							
0000000000000000	chxdd7	Gubaketh							
0000000000000000	chxde7	Gubaketh							
0000000000000000	chxdf7	Gubaketh							
0000000000000000	chxfb7	Gubakin							
0000000000000000	chxfc7	Gubakin							
0000000000000000	chxfd7	Gubakin							
0000000000000000	chxfe7	Gubakin							
0000000000000000	chxff7	Gubakin							
0000000000000000	chxjb7	Gubakya							
0000000000000000	chxjc7	Gubakya							
0000000000000000	chxjd7	Gubakya							
0000000000000000	chxje7	Gubakya							
0000000000000000	chxjf1	Furious Gubani	a				Furious Gubanis		the
0000000000000000	chxjf2	Fierce Gubani	a				Fierce Gubanis		the
0000000000000000	chxjf2_zig	Frippo Zig	a	the			Frippo Zig		the
0000000000000000	chxjf3	Ferocious Gubani	a				Ferocious Gubanis		the
0000000000000000	chxjf4	Voracious Gubani	a				Voracious Gubanis		the
0000000000000000	chxjf7	Gubakya							
0000000000000000	chxjf8	Demolisher Gubani	a	the					
0000000000000000	chxjf_zig	Gubani Zig	a	the			Gubani Zig		the
0000000000000000	chxlb7	Gubakan							
0000000000000000	chxlc7	Gubakan							
0000000000000000	chxld7	Gubakan							
0000000000000000	chxle7	Gubakan							
0000000000000000	chxlf7	Gubakan							
0000000000000000	chxpb7	Gubakoo							
0000000000000000	chxpc7	Gubakoo							
0000000000000000	chxpd7	Gubakoo							
0000000000000000	chxpe1	Nettled Gubani	a				Nettled Gubanis		the
0000000000000000	chxpe2	Vicious Gubani	a				Vicious Gubanis		the
0000000000000000	chxpe3	Feral Gubani	a				Feral Gubanis		the
0000000000000000	chxpe4	Violent Gubani	a				Violent Gubanis		the
0000000000000000	chxpe5	Harini							the
0000000000000000	chxpe7	Gubakoo							
0000000000000000	chxpe8	Terminator Gubani							the
0000000000000000	chxpf6	Gubani							the
0000000000000000	chxpf7	Gubakoo							
0000000000000000	chxpf8	Terminator Gubani	a	the					
0000000000000000	CKACF4	Kidinak Mortel	un	le	du	au	Kidinaks Mortels	des	les
0000000000000000	ckada1	Weeny  Kidinak	a	the			Weeny  Kidinaks		the
0000000000000000	ckada2	Puny  Kidinak	a	the			Puny  Kidinaks		the
0000000000000000	ckada3	Feeble  Kidinak	a	the			Feeble  Kidinaks		the
0000000000000000	ckada4	Young Kidinak	a	the			Young Kidinaks		the
0000000000000000	ckadb1	Vigorous  Kidinak	a	the			Vigorous  Kidinaks		the
0000000000000000	ckadb2	Vulgar  Kidinak	a	the			Vulgar  Kidinaks		the
0000000000000000	ckadb3	Moderate  Kidinak	a	the			Moderate  Kidinaks		the
0000000000000000	ckadb4	Hard Kidinak	a	the			Hard Kidinaks		the
0000000000000000	ckadb7	Kidiketh							
0000000000000000	ckadc1	Vigilant Kidinak	a	the			Vigilant Kidinaks		the
0000000000000000	ckadc2	Strong  Kidinak	a	the			Strong  Kidinaks		the
0000000000000000	ckadc3	Mean Kidinak	a	the			Mean Kidinaks		the
0000000000000000	ckadc4	Vicious  Kidinak	a	the			Vicious  Kidinaks		the
0000000000000000	ckadc7	Kidiketh							
0000000000000000	ckadd1	Dreaded Kidinak	a	the			Dreaded Kidinaks		the
0000000000000000	ckadd2	Master Kidinak	a	the			Master Kidinaks		the
0000000000000000	ckadd3	Veteran Kidinak	a	the			Veteran Kidinaks		the
0000000000000000	ckadd4	Hungry  Kidinak	a	the			Hungry  Kidinaks		the
0000000000000000	ckadd7	Kidiketh							
0000000000000000	ckade1	Nettled  Kidinak	a	the			Nettled  Kidinaks		the
0000000000000000	ckade2	Incensed  Kidinak	an	the			Incensed  Kidinaks		the
0000000000000000	ckade3	Mighty Kidinak	a	the			Mighty Kidinaks		the
0000000000000000	ckade4	Awesome  Kidinak	an	the			Awesome  Kidinaks		the
0000000000000000	ckade7	Kidiketh							
0000000000000000	ckadf1	Gruesome Kidinak	a	the			Gruesome Kidinaks		the
0000000000000000	ckadf2	Lacerating  Kidinak	a	the			Lacerating  Kidinaks		the
0000000000000000	ckadf3	Killer  Kidinak	a	the			Killer  Kidinaks		the
0000000000000000	ckadf4	Great Kidinak	a	the					
0000000000000000	ckadf7	Kidiketh							
0000000000000000	ckafb7	Kidikin							
0000000000000000	ckafc7	Kidikin							
0000000000000000	ckafd7	Kidikin							
0000000000000000	ckafe1	Nettled  Kidinak	a				Nettled  Kidinaks		the
0000000000000000	ckafe2	Incensed  Kidinak	an				Incensed  Kidinaks		the
0000000000000000	ckafe3	Mighty Kidinak	a				Mighty Kidinaks		the
0000000000000000	ckafe4	Awesome  Kidinak	an				Awesome  Kidinaks		the
0000000000000000	ckafe7	Kidikin							
0000000000000000	ckaff1	Gruesome Kidinak	a				Gruesome Kidinaks		the
0000000000000000	ckaff2	Lacerating  Kidinak	a				Lacerating  Kidinaks		the
0000000000000000	ckaff3	Killer  Kidinak	a				Killer  Kidinaks		the
0000000000000000	ckaff4	Great  Kidinak	a				Great  Kidinaks		the
0000000000000000	ckaff7	Kidikin							
0000000000000000	ckaga1	Impure Kidinak	an	the			Impure Kidinaks		the
0000000000000000	ckaga2	Blighted Kidinak	a	the			Blighted Kidinaks		the
0000000000000000	ckaga3	Contaminated Kidinak	a	the			Contaminated Kidinaks		the
0000000000000000	ckaga4	Infected Kidinak	an	the			Infected Kidinaks		the
0000000000000000	ckagb1	Nauseous Kidinak	a	the			Nauseous Kidinaks		the
0000000000000000	ckagb2	Stinking Kidinak	a	the			Stinking Kidinaks		the
0000000000000000	ckagb3	Morbid Kidinak	a	the			Morbid Kidinaks		the
0000000000000000	ckagb4	Poisoned Kidinak	a	the			Poisoned Kidinaks		the
0000000000000000	ckagc1	Plagued Kidinak	a	the			Plagued Kidinaks		the
0000000000000000	ckagc2	Sickly  Kidinak	a	the			Sickly  Kidinaks		the
0000000000000000	ckagc3	Putrescent Kidinak	a	the			Putrescent Kidinaks		the
0000000000000000	ckagc4	Virulent Kidinak	a	the			Virulent Kidinaks		the
0000000000000000	ckagd1	Ravaged Kidinak	a	the			Ravaged Kidinaks		the
0000000000000000	ckagd2	Festering Kidinak	a	the			Festering Kidinaks		the
0000000000000000	ckagd3	Pestiferous Kidinak	a	the			Pestiferous Kidinaks		the
0000000000000000	ckagd4	Raving Kidinak	a	the			Raving Kidinaks		the
0000000000000000	ckage1	Pustulous Kidinak	a	the			Pustulous Kidinaks		the
0000000000000000	ckage2	Seeping Kidinak	a	the			Seeping Kidinaks		the
0000000000000000	ckage3	Foaming Kidinak	a	the			Foaming Kidinaks		the
0000000000000000	ckage4	Revolting Kidinak	a	the			Revolting Kidinaks		the
0000000000000000	ckagf1	Demented Kidinak	a	the			Demented Kidinaks		the
0000000000000000	ckagf2	Frenzied Kidinak	a	the			Frenzied Kidinaks		the
0000000000000000	ckagf3	Fiendish Kidinak	a	the			Fiendish Kidinaks		the
0000000000000000	ckagf4	Lethal Kidinak							the
0000000000000000	ckaib1	Trooper Kidinak							the
0000000000000000	ckaib2	Power Trooper Kidinak							the
0000000000000000	ckaib3	Great Trooper Kidinak							the
0000000000000000	ckaib4	Elite Trooper Kidinak							the
0000000000000000	ckaic1	Raider Kidinak							the
0000000000000000	ckaic2	Power Raider Kidinak							the
0000000000000000	ckaic3	Great Raider Kidinak							the
0000000000000000	ckaic4	Elite Raider Kidinak							the
0000000000000000	ckaid1	Warrior Kidinak							the
0000000000000000	ckaid2	Power Warrior Kidinak							the
0000000000000000	ckaid3	Great Warrior Kidinak							the
0000000000000000	ckaid4	Elite Warrior Kidinak							the
0000000000000000	ckaie1	Reaper Kidinak							the
0000000000000000	ckaie2	Power Reaper Kidinak							the
0000000000000000	ckaie3	Great Reaper Kidinak							the
0000000000000000	ckaie4	Elite Reaper Kidinak							the
0000000000000000	ckaif1	Overlord Kidinak							the
0000000000000000	ckaif2	Power Overlord Kidinak							the
0000000000000000	ckaif3	Great Overlord Kidinak							the
0000000000000000	ckaif4	Elite Overlord Kidinak							the
0000000000000000	ckajb7	Kidikya							
0000000000000000	ckajc7	Kidikya							
0000000000000000	ckajd7	Kidikya							
0000000000000000	ckaje1	Nettled  Kidinak	a				Nettled  Kidinaks		the
0000000000000000	ckaje2	Incensed  Kidinak	an				Incensed  Kidinaks		the
0000000000000000	ckaje3	Mighty Kidinak	a				Mighty Kidinaks		the
0000000000000000	ckaje4	Awesome  Kidinak	an				Awesome  Kidinaks		the
0000000000000000	ckaje7	Kidikya							
0000000000000000	ckajf1	Gruesome Kidinak	a				Gruesome Kidinaks		the
0000000000000000	ckajf2	Lacerating  Kidinak	a				Lacerating  Kidinaks		the
0000000000000000	ckajf3	Killer  Kidinak	a				Killer  Kidinaks		the
0000000000000000	ckajf4	Great  Kidinak	a				Great  Kidinaks		the
0000000000000000	ckajf7	Kidikya							
0000000000000000	ckalb7	Kidikan							
0000000000000000	ckalc7	Kidikan							
0000000000000000	ckald7	Kidikan							
0000000000000000	ckale1	Nettled  Kidinak	a				Nettled  Kidinaks		the
0000000000000000	ckale2	Incensed  Kidinak	an				Incensed  Kidinaks		the
0000000000000000	ckale3	Mighty Kidinak	a				Mighty Kidinaks		the
0000000000000000	ckale4	Awesome  Kidinak	an				Awesome  Kidinaks		the
0000000000000000	ckale7	Kidikan							
0000000000000000	ckalf1	Gruesome Kidinak	a				Gruesome Kidinaks		the
0000000000000000	ckalf2	Lacerating  Kidinak	a				Lacerating  Kidinaks		the
0000000000000000	ckalf3	Killer  Kidinak	a				Killer  Kidinaks		the
0000000000000000	ckalf4	Great  Kidinak	a				Great  Kidinaks		the
0000000000000000	ckalf7	Kidikan							
0000000000000000	ckapa1	Weeny  Kidinak	a	the			Weeny  Kidinaks		the
0000000000000000	ckapa2	Puny  Kidinak	a	the			Puny  Kidinaks		the
0000000000000000	ckapa3	Feeble  Kidinak	a	the			Feeble  Kidinaks		the
0000000000000000	ckapa4	Young Kidinak	a	the			Young Kidinaks		the
0000000000000000	ckapb1	Vigorous  Kidinak	a	the			Vigorous  Kidinaks		the
0000000000000000	ckapb2	Vulgar  Kidinak	a	the			Vulgar  Kidinaks		the
0000000000000000	ckapb3	Moderate  Kidinak	a	the			Moderate  Kidinaks		the
0000000000000000	ckapb4	Hard Kidinak	a	the			Hard Kidinaks		the
0000000000000000	ckapb7	Kidikoo							
0000000000000000	ckapc1	Vigilant Kidinak	a	the			Vigilant Kidinaks		the
0000000000000000	ckapc2	Strong  Kidinak	a	the			Strong  Kidinaks		the
0000000000000000	ckapc3	Mean Kidinak	a	the			Mean Kidinaks		the
0000000000000000	ckapc4	Vicious  Kidinak	a	the			Vicious  Kidinaks		the
0000000000000000	ckapc7	Kidikoo							
0000000000000000	ckapd1	Dreaded Kidinak	a	the			Dreaded Kidinaks		the
0000000000000000	ckapd2	Master Kidinak	a	the			Master Kidinaks		the
0000000000000000	ckapd3	Veteran Kidinak	a	the			Veteran Kidinaks		the
0000000000000000	ckapd4	Hungry  Kidinak	a	the			Hungry  Kidinaks		the
0000000000000000	ckapd7	Kidikoo							
0000000000000000	ckape1	Nettled  Kidinak	a	the			Nettled  Kidinaks		the
0000000000000000	ckape2	Incensed  Kidinak	an	the			Incensed  Kidinaks		the
0000000000000000	ckape3	Mighty Kidinak	a	the			Mighty Kidinaks		the
0000000000000000	ckape4	Awesome  Kidinak	an	the			Awesome  Kidinaks		the
0000000000000000	ckape7	Kidikoo							
0000000000000000	ckapf1	Gruesome Kidinak	a	the			Gruesome Kidinaks		the
0000000000000000	ckapf2	Lacerating  Kidinak	a	the			Lacerating  Kidinaks		the
0000000000000000	ckapf3	Killer  Kidinak	a	the			Killer  Kidinaks		the
0000000000000000	ckapf4	Great  Kidinak					Great  Kidinaks		the
0000000000000000	ckapf7	Kidikoo							
0000000000000000	CKASB4_sw	Faible Kitin des Profondeurs	un	le	du	au	Faibles Kitins des Profondeurs	des	les
0000000000000000	CKASC4_sw	Kitin des Profondeurs	un	le	du	au	Kitins des Profondeurs	des	les
0000000000000000	CKASD4_sw	Furieux Kitin des Profondeurs	un	le	du	au	Furieux Kitins des Profondeurs	des	les
0000000000000000	CKASE4_sw	Terrible Kitin des Profondeurs	un	le	du	au	Terribles Kitins des Profondeurs	des	les
0000000000000000	CKASF4_sw	Atroce Kitin des Profondeurs	un	le	du	au	Atroces Kitins des Profondeurs	des	les
0000000000000000	CKBCF4	Kinrey Mortel	un	le	du	au	Kinreys Mortels	des	les
0000000000000000	ckbda1	Weeny  Kinrey	a	the			Weeny  Kinreys		the
0000000000000000	ckbda2	Puny  Kinrey	a	the			Puny  Kinreys		the
0000000000000000	ckbda3	Feeble  Kinrey	a	the			Feeble  Kinreys		the
0000000000000000	ckbda4	Young Kinrey	a	the			Young Kinreys		the
0000000000000000	ckbdb1	Vigorous  Kinrey	a	the			Vigorous  Kinreys		the
0000000000000000	ckbdb2	Vulgar  Kinrey	a	the			Vulgar  Kinreys		the
0000000000000000	ckbdb3	Moderate  Kinrey	a	the			Moderate  Kinreys		the
0000000000000000	ckbdb4	Hard Kinrey	a	the			Hard Kinreys		the
0000000000000000	ckbdb7	Kinketh							
0000000000000000	ckbdc1	Vigilant Kinrey	a	the			Vigilant Kinreys		the
0000000000000000	ckbdc2	Strong  Kinrey	a	the			Strong  Kinreys		the
0000000000000000	ckbdc3	Mean Kinrey	a	the			Mean Kinreys		the
0000000000000000	ckbdc4	Vicious  Kinrey	a	the			Vicious  Kinreys		the
0000000000000000	ckbdc7	Kinketh							
0000000000000000	ckbdd1	Dreaded Kinrey	a	the			Dreaded Kinreys		the
0000000000000000	ckbdd2	Master Kinrey	a	the			Master Kinreys		the
0000000000000000	ckbdd3	Veteran Kinrey	a	the			Veteran Kinreys		the
0000000000000000	ckbdd4	Hungry  Kinrey	a	the			Hungry  Kinreys		the
0000000000000000	ckbdd7	Kinketh							
0000000000000000	ckbde1	Nettled  Kinrey	a	the			Nettled  Kinreys		the
0000000000000000	ckbde2	Incensed  Kinrey	an	the			Incensed  Kinreys		the
0000000000000000	ckbde3	Mighty Kinrey	a	the			Mighty Kinreys		the
0000000000000000	ckbde4	Awesome  Kinrey	an	the			Awesome  Kinreys		the
0000000000000000	ckbde7	Kinketh							
0000000000000000	ckbde8	Slayer Kinrey	a	the					
0000000000000000	ckbdf1	Gruesome Kinrey	a	the			Gruesome Kinreys		the
0000000000000000	ckbdf2	Lacerating  Kinrey	a	the			Lacerating  Kinreys		the
0000000000000000	ckbdf3	Killer  Kinrey	a	the			Killer  Kinreys		the
0000000000000000	ckbdf4	Great Kinrey	a	the					
0000000000000000	ckbdf7	Kinketh							
0000000000000000	ckbfa1	Weeny  Kinrey	a	the			Weeny  Kinreys		the
0000000000000000	ckbfa2	Puny  Kinrey	a	the			Puny  Kinreys		the
0000000000000000	ckbfa3	Feeble  Kinrey	a	the			Feeble  Kinreys		the
0000000000000000	ckbfa4	Young Kinrey	a	the			Young Kinreys		the
0000000000000000	ckbfb1	Vigorous  Kinrey	a	the			Vigorous  Kinreys		the
0000000000000000	ckbfb2	Vulgar  Kinrey	a	the			Vulgar  Kinreys		the
0000000000000000	ckbfb3	Moderate  Kinrey	a	the			Moderate  Kinreys		the
0000000000000000	ckbfb4	Hard Kinrey	a	the			Hard Kinreys		the
0000000000000000	ckbfb7	Kinkin							
0000000000000000	ckbfc1	Vigilant Kinrey	a	the			Vigilant Kinreys		the
0000000000000000	ckbfc2	Strong  Kinrey	a	the			Strong  Kinreys		the
0000000000000000	ckbfc3	Mean Kinrey	a	the			Mean Kinreys		the
0000000000000000	ckbfc4	Vicious  Gingo	a	the			Vicious  Gingos		the
0000000000000000	ckbfc7	Kinkin							
0000000000000000	ckbfd1	Dreaded Kinrey	a	the			Dreaded Kinreys		the
0000000000000000	ckbfd2	Master Kinrey	a	the			Master Kinreys		the
0000000000000000	ckbfd3	Veteran Kinrey	a	the			Veteran Kinreys		the
0000000000000000	ckbfd4	Hungry  Kinrey	a	the			Hungry  Kinreys		the
0000000000000000	ckbfd7	Kinkin							
0000000000000000	ckbfe1	Nettled  Kinrey	a	the			Nettled  Kinreys		the
0000000000000000	ckbfe2	Incensed  Kinrey	an	the			Incensed  Kinreys		the
0000000000000000	ckbfe3	Mighty Kinrey	a	the			Mighty Kinreys		the
0000000000000000	ckbfe4	Awesome  Kinrey	an	the			Awesome  Kinreys		the
0000000000000000	ckbfe7	Kinkin							
0000000000000000	ckbff1	Gruesome Kinrey	a	the			Gruesome Kinreys		the
0000000000000000	ckbff2	Lacerating  Kinrey	a	the			Lacerating  Kinreys		the
0000000000000000	ckbff3	Killer  Kinrey	a	the			Killer  Kinreys		the
0000000000000000	ckbff4	Great Kinrey	a	the					
0000000000000000	ckbff7	Kinkin							
0000000000000000	ckbga1	Impure Kinrey	an	the			Impure Kinreys		the
0000000000000000	ckbga2	Blighted Kinrey	a	the			Blighted Kinreys		the
0000000000000000	ckbga3	Contaminated Kinrey	a	the			Contaminated Kinreys		the
0000000000000000	ckbga4	Infected Kinrey	an	the			Infected Kinreys		the
0000000000000000	ckbgb1	Nauseous Kinrey	a	the			Nauseous Kinreys		the
0000000000000000	ckbgb2	Stinking Kinrey	a	the			Stinking Kinreys		the
0000000000000000	ckbgb3	Morbid Kinrey	a	the			Morbid Kinreys		the
0000000000000000	ckbgb4	Poisoned Kinrey	a	the			Poisoned Kinreys		the
0000000000000000	ckbgc1	Plagued Kinrey	a	the			Plagued Kinreys		the
0000000000000000	ckbgc2	Sickly  Kinrey	a	the			Sickly  Kinreys		the
0000000000000000	ckbgc3	Putrescent Kinrey	a	the			Putrescent Kinreys		the
0000000000000000	ckbgc4	Virulent Kinrey	a	the			Virulent Kinreys		the
0000000000000000	ckbgd1	Ravaged Kinrey	a	the			Ravaged Kinreys		the
0000000000000000	ckbgd2	Festering Kinrey	a	the			Festering Kinreys		the
0000000000000000	ckbgd3	Pestiferous Kinrey	a	the			Pestiferous Kinreys		the
0000000000000000	ckbgd4	Raving Kinrey	a	the			Raving Kinreys		the
0000000000000000	ckbge1	Pustulous Kinrey	a	the			Pustulous Kinreys		the
0000000000000000	ckbge2	Seeping Kinrey	a	the			Seeping Kinreys		the
0000000000000000	ckbge3	Foaming Kinrey	a	the			Foaming Kinreys		the
0000000000000000	ckbge4	Revolting Kinrey	a	the			Revolting Kinreys		the
0000000000000000	ckbgf1	Demented Kinrey	a	the			Demented Kinreys		the
0000000000000000	ckbgf2	Frenzied Kinrey	a	the			Frenzied Kinreys		the
0000000000000000	ckbgf3	Fiendish Kinrey	a	the			Fiendish Kinreys		the
0000000000000000	ckbgf4	Lethal Kinrey							the
0000000000000000	ckbib1	Trooper Kinrey							the
0000000000000000	ckbib2	Power Trooper Kinrey							the
0000000000000000	ckbib3	Great Trooper Kinrey							the
0000000000000000	ckbib4	Elite Trooper Kinrey							the
0000000000000000	ckbib5	Rey							the
0000000000000000	ckbic1	Raider Kinrey							the
0000000000000000	ckbic2	Power Raider Kinrey							the
0000000000000000	ckbic3	Great Raider Kinrey							the
0000000000000000	ckbic4	Elite Raider Kinrey							the
0000000000000000	ckbic5	Reyma							the
0000000000000000	ckbid1	Warrior Kinrey							the
0000000000000000	ckbid2	Power Warrior Kinrey							the
0000000000000000	ckbid3	Great Warrior Kinrey							the
0000000000000000	ckbid4	Elite Warrior Kinrey							the
0000000000000000	ckbid5	Reyla							the
0000000000000000	ckbie1	Reaper Kinrey							the
0000000000000000	ckbie2	Power Reaper Kinrey							the
0000000000000000	ckbie3	Great Reaper Kinrey							the
0000000000000000	ckbie4	Elite Reaper Kinrey							the
0000000000000000	ckbie5	Reyka							the
0000000000000000	ckbif1	Overlord Kinrey							the
0000000000000000	ckbif2	Power Overlord Kinrey							the
0000000000000000	ckbif3	Great Overlord Kinrey							the
0000000000000000	ckbif4	Elite Overlord Kinrey							the
0000000000000000	ckbif5	Rayza							the
0000000000000000	ckbjb7	Kinkya							
