*HASH_VALUE	bot name	translated name	sheet_name		
0000000000000000	kami_welcomer_f8	$gn_kami_welcomer_f8$	kami_preacher_4_f		
0000000000000000	kami_welcomer_m1	$gn_kami_welcomer_m1$	kami_preacher_c		
0000000000000000	kami_welcomer_m2	$gn_kami_welcomer_m2$	kami_preacher_f		
0000000000000000	kami_welcomer_m3	$gn_kami_welcomer_m3$	kami_guardian_e		
0000000000000000	kami_welcomer_m4	$gn_kami_welcomer_m4$	kami_preacher_4_e		
0000000000000000	kami_welcomer_m5	$gn_kami_welcomer_m5$	kami_preacher_d		
0000000000000000	kami_welcomer_m6	$gn_kami_welcomer_m6$	kami_preacher_b		
0000000000000000	kami_welcomer_m7	$gn_kami_welcomer_m7$	kami_guardian_e		
0000000000000000	kami_welcomer_p1	$gn_kami_welcomer_p1$	kami_guardian_3_f		
0000000000000000	kami_welcomer_p10	$gn_kami_welcomer_p10$	kami_preacher_3_d		
0000000000000000	kami_welcomer_p2	$gn_kami_welcomer_p2$	kami_guardian_3_d		
0000000000000000	kami_welcomer_p3	$gn_kami_welcomer_p3$	kami_preacher_e		
0000000000000000	kami_welcomer_p4	$gn_kami_welcomer_p4$	kami_preacher_3_e		
0000000000000000	kami_welcomer_p5	$gn_kami_welcomer_p5$	kami_guardian_3_e		
0000000000000000	kami_welcomer_p6	$gn_kami_welcomer_p6$	kami_preacher_3_f		
0000000000000000	kami_welcomer_p7	$gn_kami_welcomer_p7$	kami_preacher_3_f		
0000000000000000	kami_welcomer_p8	$gn_kami_welcomer_p8$	kami_preacher_3_e		
0000000000000000	kami_welcomer_p9	$gn_kami_welcomer_p9$	kami_preacher_3_f		
0000000000000000	kami_welcomer_t1	$gn_kami_welcomer_t1$	kami_guardian_2_e		
0000000000000000	kami_welcomer_t2	$gn_kami_welcomer_t2$	kami_preacher_c		
0000000000000000	kami_welcomer_t3	$gn_kami_welcomer_t3$	kami_preacher_e		
0000000000000000	kami_welcomer_t4	$gn_kami_welcomer_t4$	kami_preacher_f		
0000000000000000	kami_welcomer_t5	$gn_kami_welcomer_t5$	kami_preacher_b		
0000000000000000	kami_welcomer_t6	$gn_kami_welcomer_t6$	kami_guardian_2_d		
0000000000000000	kami_welcomer_t7	$gn_kami_welcomer_t7$	kami_preacher_d		
0000000000000000	kami_welcomer_t8	$gn_kami_welcomer_t8$	kami_preacher_c		
0000000000000000	kami_welcomer_z1	$gn_kami_welcomer_z1$	kami_preacher_2_b		
0000000000000000	kami_welcomer_z2	$gn_kami_welcomer_z2$	kami_guardian_2_e		
0000000000000000	kami_welcomer_z3	$gn_kami_welcomer_z3$	kami_preacher_2_d		
0000000000000000	kami_welcomer_z4	$gn_kami_welcomer_z4$	kami_preacher_2_e		
0000000000000000	kami_welcomer_z5	$gn_kami_welcomer_z5$	kami_preacher_2_b		
0000000000000000	kami_welcomer_z6	$gn_kami_welcomer_z6$	kami_guardian_2_f		
0000000000000000	keepers_kami_ambassador_p1	$gn_keepers_kami_ambassador_p1$	kami_preacher_3_f		
0000000000000000	lagoonbrothers_kami_ambassador_t1	$gn_lagoonbrothers_kami_ambassador_t1$	kami_guardian_2_f		
0000000000000000	leviers_kami_ambassador_f1	$gn_leviers_kami_ambassador_f1$	kami_guardian_4_b		
0000000000000000	pool kami	Kami			
0000000000000000	pyromancers_kami_ambassador_p1	$gn_pyromancers_kami_ambassador_p1$	kami_guardian_3_e		
0000000000000000	recoverers_kami_ambassador_p1	$gn_recoverers_kami_ambassador_p1$	kami_guardian_2_e		
0000000000000000	restorers_kami_ambassador_f1	$gn_restorers_kami_ambassador_f1$	kami_guardian_4_f		
0000000000000000	sacred pool kami	Kami			
0000000000000000	sacredsap_kami_ambassador_m1	$gn_sacredsap_kami_ambassador_m1$	kami_guardian_2_c		
0000000000000000	sapgleaners_kami_ambassador_p1	$gn_sapgleaners_kami_ambassador_p1$	kami_guardian_3_e		
0000000000000000	shadowrunners_kami_ambassador_z1	$gn_shadowrunners_kami_ambassador_z1$	kami_guardian_2_c		
0000000000000000	siblings_kami_ambassador_m1	$gn_siblings_kami_ambassador_m1$	kami_preacher_2_c		
0000000000000000	tree kami	Company Of The Eternal Tree Kami			
0000000000000000	tutors_kami_ambassador_z1	$gn_tutors_kami_ambassador_z1$	kami_guardian_2_d		
0000000000000000	waterbreakers_kami_ambassador_f1	$gn_waterbreakers_kami_ambassador_f1$	kami_preacher_4_c		
0000000000000000	wovenbridles_kami_ambassador_m1	$gn_wovenbridles_kami_ambassador_m1$	kami_guardian_4_e		
0000000000000000	zorai_kami_master	$gn_zorai_kami_master$	kami_preacher_2_g		
0000000000000000	zorai_kami_sentinel_01	$gn_kami_sentinel$	kami_guardian_2_g		
0000000000000000	zorai_kami_sentinel_02	$gn_kami_sentinel$	kami_guardian_2_g		
0000000000000000	zorai_kami_sentinel_03	$gn_kami_sentinel$	kami_guardian_2_g		
0000000000000000	zorai_kami_sentinel_04	$gn_kami_sentinel$	kami_guardian_2_g		
0000000000000000	zorai_kami_sentinel_05	$gn_kami_sentinel$	kami_guardian_2_g		
0000000000000000	zorai_kami_sentinel_06	$gn_kami_sentinel$	kami_guardian_2_g		
0000000000000000	Aubermouth Karavan Guide	Aubermouth Karavan Guide			
0000000000000000	Aubermouth Karavan Teleporter	Aubermouth Karavan Teleporter			
0000000000000000	Barkdell Karavan Guide	Barkdell Karavan Guide			
0000000000000000	Barkdell Karavan Teleporter	Barkdell Karavan Teleporter			
0000000000000000	Borea Karavan Guide	Borea Karavan Guide			
0000000000000000	Borea Karavan Teleporter	Borea Karavan Teleporter			
0000000000000000	Dingleton Karavan Guide	Dingleton Karavan Guide			
0000000000000000	Dingleton Karavan Teleporter	Dingleton Karavan Teleporter			
0000000000000000	Hobwelly Karavan Guide	Hobwelly Karavan Guide			
0000000000000000	Hobwelly Karavan Teleporter	Hobwelly Karavan Teleporter			
0000000000000000	kamis_teleport	????			
0000000000000000	Miani Karavan Guide	Miani Karavan Guide			
0000000000000000	Miani Karavan Teleporter	Miani Karavan Teleporter			
0000000000000000	Nistia Karavan Guide	Nistia Karavan Guide			
0000000000000000	Nistia Karavan Teleporter	Nistia Karavan Teleporter			
0000000000000000	Rosilio Karavan Guide	Rosilio Karavan Guide			
0000000000000000	Rosilio Karavan Teleporter	Rosilio Karavan Teleporter			
0000000000000000	Stalli Karavan Guide	Stalli Karavan Guide			
0000000000000000	Stalli Karavan Teleporter	Stalli Karavan Teleporter			
0000000000000000	Wasteland_Karavan_officer	Wastelands Karavan Officer			
0000000000000000	Waverton Karavan Guide	Waverton Karavan Guide			
0000000000000000	Waverton Karavan Teleporter	Waverton Karavan Teleporter			
0000000000000000	Karavan Guardian	$gn_Karavan_Guardian$			
0000000000000000	karavan guardian	Karavan Guardian			
0000000000000000	Karavan_guard	Karavan Guardian			
0000000000000000	Karavan_guardian	Karavan Guardian			
0000000000000000	lake_karavan_officer	Karavan Officer			
0000000000000000	Carrier_ship	Karavan			
0000000000000000	Defense_ship	Karavan			
0000000000000000	karavan ship	Karavan			
0000000000000000	antikamis_karavan_ambassador_z1	$gn_antikamis_karavan_ambassador_z1$	karavan_emissary_h		
0000000000000000	aridmatis_karavan_ambassador_m1	$gn_aridmatis_karavan_ambassador_m1$	karavan_emissary_f		
0000000000000000	barkers_karavan_ambassador_f1	$gn_barkers_karavan_ambassador_f1$	karavan_emissary_f		
0000000000000000	blackcircle_karavan_ambassador_z1	$gn_blackcircle_karavan_ambassador_z1$	karavan_emissary_f		
0000000000000000	darkeningsap_karavan_ambassador_m1	$gn_darkeningsap_karavan_ambassador_m1$	karavan_emissary_f		
0000000000000000	gooheads_karavan_ambassador_z1	$gn_gooheads_karavan_ambassador_z1$	karavan_emissary_h		
0000000000000000	greenseed_karavan_ambassador_m1	$gn_greenseed_karavan_ambassador_m1$	karavan_emissary_h		
0000000000000000	iconworshipers_karavan_ambassador_z1	Icon Workshipers Karavan Ambassador			
0000000000000000	karavan_altar_bountybeaches	$gn_karavan_altar_bountybeaches			
0000000000000000	karavan_altar_citiesofintuition_zora	$gn_karavan_altar_citiesofintuition_zora			
0000000000000000	karavan_altar_dewdrops	$gn_karavan_altar_dewdrops			
0000000000000000	karavan_altar_dunesofexil_dyron	$gn_karavan_altar_dunesofexil_dyron$			
0000000000000000	karavan_altar_enchantedisle	$gn_karavan_altar_enchantedisle$			
0000000000000000	karavan_altar_fleetinggarden	$gn_karavan_altar_fleetinggarden$			
0000000000000000	karavan_altar_forbidden_depths	$gn_karavan_altar_forbidden_depths$			
0000000000000000	karavan_altar_frahartowers	$gn_karavan_altar_frahartowers$			
0000000000000000	karavan_altar_gate_of_obscurity	$gn_karavan_altar_gate_of_obscurity$			
0000000000000000	karavan_altar-	$gn_karavan_altar_groveofconfusion$			
0000000000000000	karavan_altar_groveofumbra	$gn_karavan_altar_groveofumbra$			
0000000000000000	karavan_altar_hereticshovel	$gn_karavan_altar_hereticshovel$			
0000000000000000	karavan_altar_hiddensource	$gn_karavan_altar_hiddensource$			
0000000000000000	karavan_altar_imperialdunes_pyr	$gn_karavan_altar_imperialdunes_pyr$			
0000000000000000	karavan_altar_knollofdissent	$gn_karavan_altar_knollofdissent$			
0000000000000000	karavan_altar_knotofdementia	$gn_karavan_altar_knotofdementia$			
0000000000000000	karavan_altar_lagoonsofloria	$gn_karavan_altar_lagoonsofloria$			
0000000000000000	karavan_altar_libertylake_avendale	$gn_karavan_altar_libertylake_avendale$			
0000000000000000	karavan_altar_libertylake_crystabell	$gn_karavan_altar_libertylake_crystabell$			
0000000000000000	karavan_altar_libertylake_fairhaven	$gn_karavan_altar_libertylake_fairhaven$			
0000000000000000	karavan_altar_libertylake_windermeer	$gn_karavan_altar_libertylake_windermeer$			
0000000000000000	karavan_altar_majesticgarden_avalae	$gn_karavan_altar_majesticgarden_avalae$			
0000000000000000	karavan_altar_majesticgarden_davae	$gn_karavan_altar_majesticgarden_davae$			
0000000000000000	karavan_altar_majesticgarden_natae	$gn_karavan_altar_majesticgarden_natae$			
0000000000000000	karavan_altar_majesticgarden_yrkanis	$gn_karavan_altar_majesticgarden_yrkanis$			
0000000000000000	karavan_altar_nexus_terre	$gn_karavan_altar_nexus_terre$			
0000000000000000	karavan_altar_outlawcanyon	$gn_karavan_altar_outlawcanyon$			
0000000000000000	karavan_altar_restingwater	$gn_karavan_altar_restingwater$			
0000000000000000	karavan_altar_sawdustmines	$gn_karavan_altar_sawdustmines$			
0000000000000000	karavan_altar_the_abyss_of_ichor	$gn_karavan_altar_the_abyss_of_ichor_matis$			
0000000000000000	karavan_altar_the_elusive_forest	$gn_karavan_altar_the_elusive_forest$			
0000000000000000	karavan_altar_the_land_of_continuity	$gn_karavan_altar_the_land_of_continuity$			
0000000000000000	karavan_altar_the_trench_of_trials	$gn_karavan_altar_the_trench_of_trials_zorai$			
0000000000000000	karavan_altar_the_under_spring_fyros	$gn_karavan_altar_the_under_spring_fyros$			
0000000000000000	karavan_altar_the_under_spring	$gn_karavan_altar_the_under_spring_fyros$			
0000000000000000	karavan_altar_the_windy_gate	$gn_karavan_altar_the_windy_gate$			
0000000000000000	karavan_altar_thefount	$gn_karavan_altar_thefount$			
0000000000000000	karavan_altar_thesavagedunes_thesos	$gn_karavan_altar_thesavagedunes_thesos$			
0000000000000000	karavan_altar_thescorchedcorridor	$gn_karavan_altar_thescorchedcorridor$			
0000000000000000	karavan_altar_thevoid	$gn_karavan_altar_thevoid$			
0000000000000000	karavan_altar_upperbog	$gn_karavan_altar_upperbog$			
0000000000000000	karavan_altar_windsofmuse	$gn_karavan_altar_windsofmuse$			
0000000000000000	karavan_altar_oflovakoasis	$gn_karavan_altar_oflovakoasis$			
0000000000000000	karavan_welcomer_f1	$gn_karavan_welcomer_f1$	karavan_emissary_f		
0000000000000000	karavan_welcomer_f2	$gn_karavan_welcomer_f2$	karavan_emissary_f		
0000000000000000	karavan_welcomer_f3	$gn_karavan_welcomer_f3$	karavan_emissary_f		
0000000000000000	karavan_welcomer_f4	$gn_karavan_welcomer_f4$	karavan_emissary_h		
0000000000000000	karavan_welcomer_f5	$gn_karavan_welcomer_f5$	karavan_emissary_f		
0000000000000000	karavan_welcomer_f6	$gn_karavan_welcomer_f6$	karavan_emissary_h		
0000000000000000	karavan_welcomer_f7	$gn_karavan_welcomer_f7$	karavan_emissary_h		
0000000000000000	karavan_welcomer_f8	$gn_karavan_welcomer_f8$	karavan_emissary_h		
0000000000000000	karavan_welcomer_m1	$gn_karavan_welcomer_m1$	karavan_emissary_h		
0000000000000000	karavan_welcomer_m2	$gn_karavan_welcomer_m2$	karavan_emissary_f		
0000000000000000	karavan_welcomer_m3	$gn_karavan_welcomer_m3$	karavan_emissary_h		
0000000000000000	karavan_welcomer_m4	$gn_karavan_welcomer_m4$	karavan_emissary_f		
0000000000000000	karavan_welcomer_m5	$gn_karavan_welcomer_m5$	karavan_emissary_h		
0000000000000000	karavan_welcomer_m6	$gn_karavan_welcomer_m6$	karavan_emissary_h		
0000000000000000	karavan_welcomer_m7	$gn_karavan_welcomer_m7$	karavan_emissary_h		
0000000000000000	karavan_welcomer_p1	$gn_karavan_welcomer_p1$	karavan_emissary_f		
0000000000000000	karavan_welcomer_t1	$gn_karavan_welcomer_t1$	karavan_emissary_f		
0000000000000000	karavan_welcomer_t2	$gn_karavan_welcomer_t2$	karavan_emissary_f		
0000000000000000	karavan_welcomer_t3	$gn_karavan_welcomer_t3$	karavan_emissary_h		
0000000000000000	karavan_welcomer_t4	$gn_karavan_welcomer_t4$	karavan_emissary_h		
0000000000000000	karavan_welcomer_t5	$gn_karavan_welcomer_t5$	karavan_emissary_h		
0000000000000000	karavan_welcomer_t6	$gn_karavan_welcomer_t6$	karavan_emissary_h		
0000000000000000	karavan_welcomer_t7	$gn_karavan_welcomer_t7$	karavan_emissary_h		
0000000000000000	karavan_welcomer_t8	$gn_karavan_welcomer_t8$	karavan_emissary_h		
0000000000000000	karavan_welcomer_z1	$gn_karavan_welcomer_z1$	karavan_emissary_h		
0000000000000000	karavan_welcomer_z2	$gn_karavan_welcomer_z2$	karavan_emissary_f		
0000000000000000	karavan_welcomer_z3	$gn_karavan_welcomer_z3$	karavan_emissary_h		
0000000000000000	karavan_welcomer_z4	$gn_karavan_welcomer_z4$	karavan_emissary_f		
0000000000000000	karavan_welcomer_z5	$gn_karavan_welcomer_z5$	karavan_emissary_h		
0000000000000000	karavan_welcomer_z6	$gn_karavan_welcomer_z6$	karavan_emissary_h		
0000000000000000	kuilde_karavan_ambassador_p1	$gn_kuilde_karavan_ambassador_p1$	karavan_emissary_h		
0000000000000000	lawless_karavan_ambassador_f1	$gn_lawless_karavan_ambassador_f1$	karavan_emissary_h		
0000000000000000	masters_karavan_ambassador_z1	$gn_masters_karavan_ambassador_z1$	karavan_emissary_f		
0000000000000000	matisianborder_karavan_ambassador_m1	$gn_matisianborder_karavan_ambassador_m1$	karavan_emissary_h		
0000000000000000	oasisdiggers_karavan_ambassador_m1	$gn_oasisdiggers_karavan_ambassador_m1$	karavan_emissary_h		
0000000000000000	renegades_karavan_ambassador_f1	$gn_renegades_karavan_ambassador_f1$	karavan_emissary_h		
0000000000000000	sapslaves_karavan_ambassador_m1	$gn_sapslaves_karavan_ambassador_m1$	karavan_emissary_h		
0000000000000000	scorchers_karavan_ambassador_f1	$gn_scorchers_karavan_ambassador_f1$	karavan_emissary_f		
0000000000000000	siltsculptors_karavan_ambassador_t1	$gn_siltsculptors_karavan_ambassador_t1$	karavan_emissary_f		
0000000000000000	slashandburn_karavan_ambassador_m1	$gn_slashandburn_karavan_ambassador_m1$	karavan_emissary_f		
0000000000000000	slavers_karavan_ambassador_t1	$gn_slavers_karavan_ambassador_t1$	karavan_emissary_h		
0000000000000000	smugglers_karavan_ambassador_t1	$gn_smugglers_karavan_ambassador_t1$	karavan_emissary_h		
0000000000000000	civil_zo_jenlai_z1_1	Kei-Yao We	zofc1		
0000000000000000	civil_zo_jenlai_z1_2	Hiai-Kang Fung	zohc2		
0000000000000000	civil_zo_jenlai_z1_3	Pei-Jeng Dao	zofc1		
0000000000000000	civil_zo_jenlai_z1_4	Kei-Yao Liangi	zohc1		
0000000000000000	civil_zo_jenlai_z1_5	Ba-Nung Fuo	zofc2		
0000000000000000	civil_zo_jenlai_z1_6	Ba-Nung Gei	zofc1		
0000000000000000	civil_zo_jenlai_z1_7	Kei-Yao Hen	zofc1		
0000000000000000	civil_zo_jenlai_z1_8	Pei-Jeng Chi	zofc2		
0000000000000000	civil_zo_jenlai_z1_9	Kei-Yao Vao	zohc1		
0000000000000000	civil_zo_jenlai_z1_10	Hiai-Kang Cuo	zofc1		
0000000000000000	civil_zo_jenlai_z1_11	Kei-Yao Hon	zohc2		
0000000000000000	civil_zo_jenlai_z1_12	Pei-Jeng Fa	zofc1		
0000000000000000	civil_zo_jenlai_z2_1	Kei-Yao Jeoi	zohc2		
0000000000000000	civil_zo_jenlai_z2_2	Shuai-Chon Hen	zofc2		
0000000000000000	civil_zo_jenlai_z2_3	Kei-Yao Xei	zofc1		
0000000000000000	civil_zo_jenlai_z2_4	Kei-Yao Kungi	zofc1		
0000000000000000	civil_zo_jenlai_z2_5	Shuai-Chon Fung	zohc2old		
0000000000000000	civil_zo_jenlai_z2_6	Hiai-Kang Din	zofc1		
0000000000000000	civil_zo_jenlai_z2_7	Ba-Nung Buao	zohc2		
0000000000000000	civil_zo_jenlai_z2_8	Pei-Jeng Chaoi	zofc2		
0000000000000000	civil_zo_jenlai_z2_9	Ba-Nung Dao	zofc1		
0000000000000000	civil_zo_jenlai_z2_10	Ba-Nung Din	zofc1		
0000000000000000	civil_zo_jenlai_z2_11	Shuai-Chon Guai	zohc2old		
0000000000000000	civil_zo_jenlai_z2_12	Shuai-Chon Din	zofc1		
0000000000000000	civil_zo_jenlai_z3_1	Hiai-Kang Hen	zofc1		
0000000000000000	civil_zo_jenlai_z3_2	Hiai-Kang Duai	zofc1		
0000000000000000	civil_zo_jenlai_z3_3	Shuai-Chon Duai	zofc1		
0000000000000000	civil_zo_jenlai_z3_4	Shuai-Chon Geng	zohc2old		
0000000000000000	civil_zo_jenlai_z3_5	Pei-Jeng Din	zohc2		
0000000000000000	civil_zo_jenlai_z3_6	Ba-Nung Fa	zofc1		
0000000000000000	civil_zo_jenlai_z3_7	Shuai-Chon Len	zofc1		
0000000000000000	civil_zo_jenlai_z3_8	Pei-Jeng Buao	zohc2		
0000000000000000	civil_zo_jenlai_z3_9	Hiai-Kang Guai	zohc2old		
0000000000000000	civil_zo_jenlai_z3_10	Hiai-Kang Geng	zofc1		
0000000000000000	civil_zo_jenlai_z3_11	Shuai-Chon Cuo	zofc1		
0000000000000000	civil_zo_jenlai_z3_12	Kei-Yao Ki	zofc1		
0000000000000000	aelafxlae	Rosiera Ciobi	mafc1		
0000000000000000	afsfvlus	Siccia Antorinia	maha1		
0000000000000000	eananzxzae	Lissi Cilli	mafc1		
0000000000000000	aexsmvza	Girgia Gilo	mafc2_b		
0000000000000000	aeftae	Liccia Frelli	mafc1mid		
0000000000000000	aeftva	Lirne Miadera	mafc2mid		
0000000000000000	aelannlae	Aniccio Aninio	matis_guard_m_h		
0000000000000000	aelmsa	Vicha Videra	matis_guard_m_f		
0000000000000000	aemafmlae	Vagia Trirello	matis_guard_m_f		
0000000000000000	aenalmta	Trira Vano	matis_guard_m_f		
0000000000000000	aetyelvyus	Anigio Antonio	matis_guard_m_h		
0000000000000000	aetzvys	Anisse Belo	matis_guard_m_h		
0000000000000000	afexausxsus	Antocho Antondi	maha1		
0000000000000000	afzfsys	Antogio Bebi	matis_guard_m_h		
0000000000000000	ahfmfoa	Pu-Fu Vang	zofc1		
0000000000000000	ahychoa	Dai-Fan Ki	zofc1old		
0000000000000000	aidsfia	Kai-Feo Hen	zorai_guard_z_h		
0000000000000000	aishai	Qu-Bin Fung	zorai_guard_z_h		
0000000000000000	aisui	Ulytheus Deps	fyhc1		
0000000000000000	aitats	Boetheus Xalon	fyhc2		
0000000000000000	aitkokolr	Dyros Cegrips	fyhc1mid		
0000000000000000	aitovti	Ibitis Ibiraan	fyhc1		
0000000000000000	aivik	Ibisse Ibiraan	fyfc2mid		
0000000000000000	akakaka	Kytis Deps	fyfc2mid		
0000000000000000	alaensmys	Antorni Chiachini	mahc1		
0000000000000000	aluymzfyus	Becho Ciobi	mahc1old		
0000000000000000	alvxemxtmyus	Besse Ciono	matis_guard_m_h		
0000000000000000	anaysmyus	Chiaero Cuinia	matis_guard_m_h		
0000000000000000	anayxmyus	Chiane Ciri	mahc2		
0000000000000000	anfa	Pecha Antochini	matis_guard_m_f		
0000000000000000	anuallyus	Chiabre Fredo	matis_guard_m_h		
0000000000000000	anuanxus	Chiaro Gini	matis_guard_m_h		
0000000000000000	aokakaka	Chiargio Givaldo	fyha1		
0000000000000000	aoto	Cetis Ibiraan	fyros_guard_f_h		
0000000000000000	aototi	Xados Lyseus	fyros_guard_f_h		
0000000000000000	aroi	Xyllo Xaphaan	fyros_guard_f_h		
0000000000000000	arouftu	Miron Xalon	fyros_guard_f_h		
0000000000000000	asdlshia	Kai-Feo Gei	zorai_guard_z_f		
0000000000000000	ashlchyo	Bai-Fuang Len	zorai_guard_z_h		
0000000000000000	ashoishoi	Ke-Piang Len	zorai_guard_z_f		
0000000000000000	asuitufv	Pirus Gacaps	fyros_guard_f_h		
0000000000000000	asysxmxys	Cuinni Peldo	matis_guard_m_h		
0000000000000000	atchyo	Ba-Nung Cuo	zofc1old		
0000000000000000	atgshya	Fai-Cu Kungi	zorai_guard_z_h		
0000000000000000	atyfvvys	Chiaro Gizzo	matis_guard_m_h		
0000000000000000	aurui	Ibilaus Ibiraan	fyros_guard_f_h		
0000000000000000	ausoisoi	Dyron Cegrips	fyfc1		
0000000000000000	ausxsys	Ciero Picco	matis_guard_m_h		
0000000000000000	auvisua	Piros Mekops	fyros_guard_f_h		
0000000000000000	avalae_barman	Roccio Anichio	mahc2old		
0000000000000000	avalae_guard_chief	Miaro Ronti	maha3mid		
0000000000000000	avalae_intendant	Vara Rozzo	mafc3old		
0000000000000000	avalae_sage	Ciochi Miapi	mahc3mid		
0000000000000000	avendale_barman	Ba'Dardan Naroy	trhc2mid		
0000000000000000	avendale_guard_chief	Ba'Caunin Gedden	trha3mid		
0000000000000000	avendale_intendant	Be'Teghan Lepsey	trfc2mid		
0000000000000000	avendale_sage	Be'Keeer Lipsie	trhc2old		
0000000000000000	avsvayxxxys	Chiaro Lidera	matis_guard_m_h		
0000000000000000	axzesyus	Ciochi Mialo	matis_guard_m_h		
0000000000000000	ayshia	Kai-Feo Hon	zorai_guard_z_f		
0000000000000000	ayvtfxafys	Ciero Pezzo	matis_guard_m_h		
0000000000000000	benb	Ba'Roley Deppan	trhc2		
0000000000000000	caretaker_008	Ciochi Miarello	maha2		
0000000000000000	chahfio	Shuai-Chon Ki	zofc2mid		
0000000000000000	chashai	Qu-Bin Chi	zorai_guard_z_h		
0000000000000000	chashio	Pu-Fu Tao	zohc1		
0000000000000000	chashoy	Ja-Zun Hiang	zohc2old		
0000000000000000	chgashoi	She-Jua Fuan	zofc2		
0000000000000000	chifyo	Ja-Zun Buao	zorai_guard_z_f		
0000000000000000	chifyofyo	Kai-Feo Vao	zorai_guard_z_f		
0000000000000000	chishyo	La-Viang Geoi	zorai_guard_z_f		
0000000000000000	chmyshao	Ba-Nung Din	zorai_guard_z_h		
0000000000000000	chochia	She-Jua Ge	zorai_guard_z_f		
0000000000000000	chochya	Kai-Feo Jeoi	zorai_guard_z_h		
0000000000000000	chofoi	Hiai-Kang Hon	zohc1		
0000000000000000	choshio	Hiai-Kang Liangi	zorai_guard_z_h		
0000000000000000	chsifai	Qu-Bin Cuo	zorai_guard_z_h		
0000000000000000	civil_ma_avalae_z1_1	Peero Anigno	mahc1		
0000000000000000	civil_ma_avalae_z1_2	Sirgia Piri	mafc1mid		
0000000000000000	civil_ma_avalae_z1_3	Ciero Pichio	mahc1old		
0000000000000000	civil_ma_avalae_z1_4	Miaro Roni	mahc1old		
0000000000000000	civil_ma_avalae_z1_5	Ciero Perello	mahc2		
0000000000000000	civil_ma_avalae_z1_6	Anigia Lillo	mafc1		
0000000000000000	civil_ma_avalae_z1_7	Peero Anilli	mahc1old		
0000000000000000	civil_ma_davae_z1_1	Frerne Sicco	mafc1		
0000000000000000	civil_ma_davae_z1_2	Lirni Sido	mahc1mid		
0000000000000000	civil_ma_davae_z1_3	Ciochi Mianti	mahc1old		
0000000000000000	civil_ma_davae_z1_4	Frenne Trisi	mafc1mid		
0000000000000000	civil_ma_davae_z1_5	Dyps Cegrips	fyhc2		
0000000000000000	civil_ma_davae_z1_6	Liche Cuirinia	mafc1mid		
0000000000000000	civil_ma_davae_z1_7	Chiaro Lirini	mahc1		
0000000000000000	civil_ma_davae_z1_8	Cuinni Pello	mahc1		
0000000000000000	civil_ma_davae_z1_9	Ciogia Tinarini	mafc1mid		
0000000000000000	crystabell_barman	Be'Laury Effer	trhc2mid		
0000000000000000	crystabell_guard_chief	Be'Keeer Keffan	trha3mid		
0000000000000000	crystabell_intendant	Ba'caughan Enan	trhc3old		
0000000000000000	crystabell_sage	Be'Keeer Lichan	trfc2old		
0000000000000000	cutes_foreman_t1	Sheeshfark	tribe_cute_mature_f		
0000000000000000	cutes_hunter_t1	Clooclupp	tribe_cute_mature_f		
0000000000000000	cutes_prospector_t1	Lookaash	tribe_cute_mature_f		
0000000000000000	cutes_supplier_t1	Rifreeg	tribe_cute_mature_f		
0000000000000000	cutes_welcomer_t1	Baaleep	tribe_cute_venerable_f		
0000000000000000	davae_barman	Lichi Lino	mahc2mid		
0000000000000000	davae_guard_chief	Cuinni Pedo	maha3mid		
0000000000000000	davae_intendant	Bergio Visti	mahc2old		
0000000000000000	davae_sage	Peero Anichio	mahc3old		
0000000000000000	dgishio	Pu-Fu Sun	zorai_guard_z_h		
0000000000000000	dihshio	Pei-Jeng Zhuangi	zorai_guard_z_h		
0000000000000000	dimfya	Dai-Fan Kungi	zorai_guard_z_f		
0000000000000000	dmdochio	Ba-Nung Duai	zorai_guard_z_f		
0000000000000000	dtiafoi	Qui-Le Biani	zorai_guard_z_h		
0000000000000000	dyfofia	Shuai-Chon Biani	zorai_guard_z_f		
0000000000000000	dyron_barman	Galaus Deps	fyha3		
0000000000000000	dyron_guard_chief	Xyla Ibiraan	fyha3old		
0000000000000000	dyron_intendant	Ulyrus Deps	fyhc3old		
0000000000000000	dyron_sage	Ceton Ibiraan	fyha2old		
0000000000000000	eamva	Ciochi Miandi	matis_guard_m_f		
0000000000000000	eavyfsfys	Chiaro Linio	matis_guard_m_h		
0000000000000000	eflvxealxus	Gine Pildo	matis_guard_m_h		
0000000000000000	efmnaymus	Gine Piani	matis_guard_m_h		
0000000000000000	efultfyus	Peero Anidera	matis_guard_m_h		
0000000000000000	efxusfus	Cuinni Pegno	matis_guard_m_h		
0000000000000000	ehecoh	Ba'Roley Brermen	tryker_guard_t_h		
0000000000000000	ehheeneno	Ba'Roley Codgan	tryker_guard_t_h		
0000000000000000	ehoenoe	Be'Lauppy Diksan	trhc2mid		
0000000000000000	ehohcot	Ba'Neppy Lepsey	tryker_guard_t_h		
0000000000000000	eholocwe	Ba'Laupsey Eksie	trfc1		
0000000000000000	ehteceoc	Be'Lauppy Echen	tryker_guard_t_h		
0000000000000000	ejhoole	Be'Reier Baksan	tryker_guard_t_h		
0000000000000000	ejlto	Ba'Nakry Brammy	trhc1old		
0000000000000000	ejwoce	Ba'Laupsey Lipsen	tryker_guard_t_h		
0000000000000000	ela	Miaccia Vasti	mafc1		
0000000000000000	eloceloce	Ba'Caunin Keffan	tryker_guard_t_f		
0000000000000000	eloehwe	Be'Ledacan Hathy	trhc1		
