*HASH_VALUE	creature ID	name	ia	da	p	pia	pda		
_-	chjlf1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjlf2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjlf3	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpa1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpa2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpa3	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpa4	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpb1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpb2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpb3	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpb4	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpc1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpc2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpc3	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpc4	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpd1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpd2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpd3	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpd4	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpe1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpe2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpe3	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpe4	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpf1	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpf2	Mektoub Packer	a	the			Mektoub Packers		the
_-	chjpf3	Mektoub Packer	a	the			Mektoub Packers		the
_-	CHKCF4	Timari Mortel	un	le	du	au	Timaris Mortels	des	les
_-	chkda1	Suckling Timari	a	the			Suckling Timaris		the
_-	chkda2	Weanling Timari	a	the			Weanling Timaris		the
_-	chkda3	Docile Timari	a	the			Docile Timaris		the
_-	chkda4	Meek Timari	a	the			Meek Timaris		the
_-	chkdb1	Timorous Timari	a	the			Timorous Timaris		the
_-	chkdb2	Roaming Timari	a	the			Roaming Timaris		the
_-	chkdb3	Scampering Timari	a	the			Scampering Timaris		the
_-	chkdb4	Sprightly Timari	a	the			Sprightly Timaris		the
_-	chkdb7	Timketh							
_-	chkdc1	Robust Timari	a	the			Robust Timaris		the
_-	chkdc2	Wary Timari	a	the			Wary Timaris		the
_-	chkdc3	Gluttonous Timari	a	the			Gluttonous Timaris		the
_-	chkdc4	Grunting Timari	a	the			Grunting Timaris		the
_-	chkdc7	Timketh							
_-	chkdd1	Gruff Timari	a	the			Gruff Timaris		the
_-	chkdd2	Obstinate Timari	an	the			Obstinate Timaris		the
_-	chkdd3	Rooting Timari	a	the			Rooting Timaris		the
_-	chkdd4	Scrounging Timari	a	the			Scrounging Timaris		the
_-	chkdd7	Timketh							
_-	chkde1	Nettled Timari	a	the			Nettled Timaris		the
_-	chkde2	Vicious Timari	a	the			Vicious Timaris		the
_-	chkde3	Feral Timari	a	the			Feral Timaris		the
_-	chkde4	Violent Timari	a	the			Violent Timaris		the
_-	chkde5	Fimpon	a	the					
_-	chkde7	Timketh							
_-	chkdf1	Furious Timari	a	the			Furious Timaris		the
_-	chkdf2	Fierce Timari	a	the			Fierce Timaris		the
_-	chkdf3	Ferocious Timari	a	the			Ferocious Timaris		the
_-	chkdf4	Voracious Timari	a	the					
_-	chkdf7	Timketh							
_-	chkfb7	Timkin							
_-	chkfc7	Timkin							
_-	chkfd7	Timkin							
_-	chkfe7	Timkin							
_-	chkff7	Timkin							
_-	chkga1	Impure Timari	an	the			Impure Timaris		the
_-	chkga2	Blighted Timari	a	the			Blighted Timaris		the
_-	chkga3	Contaminated Timari	a	the			Contaminated Timaris		the
_-	chkga4	Infected Timari	an	the			Infected Timaris		the
_-	chkgb1	Nauseous Timari	a	the			Nauseous Timaris		the
_-	chkgb2	Stinking Timari	a	the			Stinking Timaris		the
_-	chkgb3	Morbid Timari	a	the			Morbid Timaris		the
_-	chkgb4	Poisoned Timari	a	the			Poisoned Timaris		the
_-	chkgc1	Plagued Timari	a	the			Plagued Timaris		the
_-	chkgc2	Sickly  Timari	a	the			Sickly  Timaris		the
_-	chkgc3	Putrescent Timari	a	the			Putrescent Timaris		the
_-	chkgc4	Virulent Timari	a	the			Virulent Timaris		the
_-	chkgd1	Ravaged Timari	a	the			Ravaged Timaris		the
_-	chkgd2	Festering Timari	a	the			Festering Timaris		the
_-	chkgd3	Pestiferous Timari	a	the			Pestiferous Timaris		the
_-	chkgd4	Raving Timari	a	the			Raving Timaris		the
_-	chkge1	Pustulous Timari	a	the			Pustulous Timaris		the
_-	chkge2	Seeping Timari	a	the			Seeping Timaris		the
_-	chkge3	Foaming Timari	a	the			Foaming Timaris		the
_-	chkge4	Revolting Timari	a	the			Revolting Timaris		the
_-	chkgf1	Demented Timari	a	the			Demented Timaris		the
_-	chkgf2	Frenzied Timari	a	the			Frenzied Timaris		the
_-	chkgf3	Fiendish Timari	a	the			Fiendish Timaris		the
_-	chkgf4	Lethal Ryzoholo							the
_-	chkja1	Suckling Timari	a	the			Suckling Timaris		the
_-	chkja2	Weanling Timari	a	the			Weanling Timaris		the
_-	chkja3	Docile Timari	a	the			Docile Timaris		the
_-	chkja4	Meek Timari	a	the			Meek Timaris		the
_-	chkjb1	Timorous Timari	a	the			Timorous Timaris		the
_-	chkjb2	Roaming Timari	a	the			Roaming Timaris		the
_-	chkjb3	Scampering Timari	a	the			Scampering Timaris		the
_-	chkjb4	Sprightly Timari	a	the			Sprightly Timaris		the
_-	chkjb7	Timkya							
_-	chkjc1	Robust Timari	a	the			Robust Timaris		the
_-	chkjc2	Wary Timari	a	the			Wary Timaris		the
_-	chkjc3	Gluttonous Timari	a	the			Gluttonous Timaris		the
_-	chkjc4	Grunting Timari	a	the			Grunting Timaris		the
_-	chkjc7	Timkya							
_-	chkjd1	Gruff Timari	a	the			Gruff Timaris		the
_-	chkjd2	Obstinate Timari	an	the			Obstinate Timaris		the
_-	chkjd3	Rooting Timari	a	the			Rooting Timaris		the
_-	chkjd4	Scrounging Timari	a	the			Scrounging Timaris		the
_-	chkjd7	Timkya							
_-	chkje1	Nettled Timari	a	the			Nettled Timaris		the
_-	chkje2	Vicious Timari	a	the			Vicious Timaris		the
_-	chkje3	Feral Timari	a	the			Feral Timaris		the
_-	chkje4	Violent Timari	a	the			Violent Timaris		the
_-	chkje7	Timkya							
_-	chkjf7	Timkya							
_-	chklb7	Timkan							
_-	chklc7	Timkan							
_-	chkld7	Timkan							
_-	chkle7	Timkan							
_-	chklf7	Timkan							
_-	chkpb7	Timkoo							
_-	chkpc7	Timkoo							
_-	chkpd7	Timkoo							
_-	chkpe7	Timkoo							
_-	chkpf7	Timkoo							
_-	CHLCF4	Yelk Mortel	un	le	du	au	Yelks Mortels	des	les
_-	chlda1	Suckling Yelk	a	the			Suckling Yelks		the
_-	chlda2	Weanling Yelk	a	the			Weanling Yelks		the
_-	chlda3	Docile Yelk	a	the			Docile Yelks		the
_-	chlda4	Meek Yelk	a	the			Meek Yelks		the
_-	chldb1	Timorous Yelk	a	the			Timorous Yelks		the
_-	chldb2	Roaming Yelk	a	the			Roaming Yelks		the
_-	chldb3	Scampering Yelk	a	the			Scampering Yelks		the
_-	chldb4	Sprightly Yelk	a	the			Sprightly Yelks		the
_-	chldb7	Yelketh							
_-	chldb8	Slayer Yelk	a	the					
_-	chldc1	Robust Yelk	a	the			Robust Yelks		the
_-	chldc2	Wary Yelk	a	the			Wary Yelks		the
_-	chldc3	Gluttonous Yelk	a	the			Gluttonous Yelks		the
_-	chldc4	Grunting Yelk	a	the			Grunting Yelks		the
_-	chldc7	Yelketh							
_-	chldd1	Gruff Yelk	a	the			Gruff Yelks		the
_-	chldd2	Obstinate Yelk	an	the			Obstinate Yelks		the
_-	chldd3	Rooting Yelk	a	the			Rooting Yelks		the
_-	chldd4	Scrounging Yelk	a	the			Scrounging Yelks		the
_-	chldd7	Yelketh							
_-	chlde7	Yelketh							
_-	chldf1	Furious Yelk	a	the			Furious Yelks		the
_-	chldf2	Fierce Yelk	a	the			Fierce Yelks		the
_-	chldf3	Ferocious Yelk	a	the			Ferocious Yelks		the
_-	chldf4	Voracious Yelk	a	the					
_-	chldf5	Minyon	a	the					
_-	chldf7	Yelketh							
_-	chlfa1	Suckling Yelk	a	the			Suckling Yelks		the
_-	chlfa2	Weanling Yelk	a	the			Weanling Yelks		the
_-	chlfa3	Docile Yelk	a	the			Docile Yelks		the
_-	chlfa4	Meek Yelk	a	the			Meek Yelks		the
_-	chlfb7	Yelkin							
_-	chlfc7	Yelkin							
_-	chlfd7	Yelkin							
_-	chlfe1	Nettled Yelk	a	the			Nettled Yelks		the
_-	chlfe2	Vicious Yelk	a	the			Vicious Yelks		the
_-	chlfe3	Feral Yelk	a	the			Feral Yelks		the
_-	chlfe4	Violent Yelk	a	the			Violent Yelks		the
_-	chlfe5	Thompor	a	the					
_-	chlfe7	Yelkin							
_-	chlfe8	Destroyer Yelk	a	the					
_-	chlff1	Furious Yelk	a	the			Furious Yelks		the
_-	chlff2	Fierce Yelk	a	the			Fierce Yelks		the
_-	chlff3	Ferocious Yelk	a	the			Ferocious Yelks		the
_-	chlff4	Voracious Yelk	a	the			Voracious Yelks		the
_-	chlff5	Sadichi	a	the			Sadichis		the
_-	chlff7	Yelkin							
_-	chlfx2	Yelk Sevré	un	le	du	au	Yelks Sevrés	des	les
_-	chlga1	Impure Yelk	an	the			Impure Yelks		the
_-	chlga2	Blighted Yelk	a	the			Blighted Yelks		the
_-	chlga3	Contaminated Yelk	a	the			Contaminated Yelks		the
_-	chlga4	Infected Yelk	an	the			Infected Yelks		the
_-	chlgb1	Nauseous Yelk	a	the			Nauseous Yelks		the
_-	chlgb2	Stinking Yelk	a	the			Stinking Yelks		the
_-	chlgb3	Morbid Yelk	a	the			Morbid Yelks		the
_-	chlgb4	Poisoned Yelk	a	the			Poisoned Yelks		the
_-	chlgc1	Plagued Yelk	a	the			Plagued Yelks		the
_-	chlgc2	Sickly  Yelk	a	the			Sickly  Yelks		the
_-	chlgc3	Putrescent Yelk	a	the			Putrescent Yelks		the
_-	chlgc4	Virulent Yelk	a	the			Virulent Yelks		the
_-	chlgd1	Ravaged Yelk	a	the			Ravaged Yelks		the
_-	chlgd2	Festering Yelk	a	the			Festering Yelks		the
_-	chlgd3	Pestiferous Yelk	a	the			Pestiferous Yelks		the
_-	chlgd4	Raving Yelk	a	the			Raving Yelks		the
_-	chlge1	Pustulous Yelk	a	the			Pustulous Yelks		the
_-	chlge2	Seeping Yelk	a	the			Seeping Yelks		the
_-	chlge3	Foaming Yelk	a	the			Foaming Yelks		the
_-	chlge4	Revolting Yelk	a	the			Revolting Yelks		the
_-	chlgf1	Demented Yelk	a	the			Demented Yelks		the
_-	chlgf2	Frenzied Yelk	a	the			Frenzied Yelks		the
_-	chlgf3	Fiendish Yelk	a	the			Fiendish Yelks		the
_-	chlgf4	Lethal Yelk							the
_-	chljb7	Yelkya							
_-	chljc7	Yelkya							
_-	chljd7	Yelkya							
_-	chlje7	Yelkya							
_-	chljf7	Yelkya							
_-	chllb7	Yelkan							
_-	chllc7	Yelkan							
_-	chlld1	Gruff Yelk	a	the			Gruff Yelks		the
_-	chlld2	Obstinate Yelk	an	the			Obstinate Yelks		the
_-	chlld3	Rooting Yelk	a	the			Rooting Yelks		the
_-	chlld4	Scrounging Yelk	a	the			Scrounging Yelks		the
_-	chlld7	Yelkan							
_-	chlle1	Nettled Yelk	a	the					
_-	chlle2	Vicious Yelk	a	the					
_-	chlle3	Feral Yelk	a	the					
_-	chlle4	Violent Yelk	a	the					
_-	chlle7	Yelkan							
_-	chllf7	Yelkan							
_-	chlpa1	Suckling Yelk	a	the			Suckling Yelks		the
_-	chlpa2	Weanling Yelk	a	the			Weanling Yelks		the
_-	chlpa3	Docile Yelk	a	the			Docile Yelks		the
_-	chlpa4	Meek Yelk	a	the			Meek Yelks		the
_-	chlpb1	Timorous Yelk	a	the			Timorous Yelks		the
_-	chlpb2	Roaming Yelk	a	the			Roaming Yelks		the
_-	chlpb3	Scampering Yelk	a	the			Scampering Yelks		the
_-	chlpb4	Sprightly Yelk	a	the			Sprightly Yelks		the
_-	chlpb7	Yelkoo							
_-	chlpc1	Robust Yelk	a	the			Robust Yelks		the
_-	chlpc2	Wary Yelk	a	the			Wary Yelks		the
_-	chlpc3	Gluttonous Yelk	a	the			Gluttonous Yelks		the
_-	chlpc4	Grunting Yelk	a	the			Grunting Yelks		the
_-	chlpc7	Yelkoo							
_-	chlpd1	Gruff Yelk	a	the			Gruff Yelks		the
_-	chlpd2	Obstinate Yelk	an	the			Obstinate Yelks		the
_-	chlpd3	Rooting Yelk	a	the			Rooting Yelks		the
_-	chlpd4	Scrounging Yelk	a	the			Scrounging Yelks		the
_-	chlpd7	Yelkoo							
_-	chlpe1	Nettled Yelk	a	the			Nettled Yelks		the
_-	chlpe2	Vicious Yelk	a	the			Vicious Yelks		the
_-	chlpe3	Feral Yelk	a	the			Feral Yelks		the
_-	chlpe4	Violent Yelk	a	the			Violent Yelks		the
_-	chlpe5	Mukah							the
_-	chlpe7	Yelkoo							
_-	chlpf1	Furious Yelk	a	the			Furious Yelks		the
_-	chlpf2	Fierce Yelk	a	the			Fierce Yelks		the
_-	chlpf3	Ferocious Yelk	a	the			Ferocious Yelks		the
_-	chlpf4	Voracious Yelk					Voracious Yelks		the
_-	chlpf5	Weebil							the
_-	chlpf7	Yelkoo							
_-	chmdb7	Raspaketh							
_-	chmdc7	Raspaketh							
_-	chmdd1	Gruff Raspal	a				Gruff Raspals		the
_-	chmdd2	Obstinate Raspal	an				Obstinate Raspals		the
_-	chmdd3	Rooting Raspal	a				Rooting Raspals		the
_-	chmdd4	Scrounging Raspal	a				Scrounging Raspals		the
_-	chmdd5	Rucca	a	the					
_-	chmdd7	Raspaketh							
_-	chmde7	Raspaketh							
_-	chmdf7	Raspaketh							
_-	chmfb7	Raspakin							
_-	chmfc1	Robust Raspal	a				Robust Raspals		the
_-	chmfc2	Wary Raspal	a				Wary Raspals		the
_-	chmfc3	Gluttonous Raspal	a				Gluttonous Raspals		the
_-	chmfc4	Grunting Raspal	a				Grunting Raspals		the
_-	chmfc7	Raspakin							
_-	chmfd7	Raspakin							
_-	chmfe7	Raspakin							
_-	chmff7	Raspakin							
_-	chmjb7	Raspakya							
_-	chmjc7	Raspakya							
_-	chmjd7	Raspakya							
_-	chmje7	Raspakya							
_-	chmjf7	Raspakya							
_-	chmlb7	Raspakan							
_-	chmlc7	Raspakan							
_-	chmld7	Raspakan							
_-	chmle7	Raspakan							
_-	chmlf7	Raspakan							
_-	chmpb7	Raspakoo							
_-	chmpc7	Raspakoo							
_-	chmpd7	Raspakoo							
_-	chmpe7	Raspakoo							
_-	chmpf7	Raspakoo							
_-	chndb7	Bawaketh							
_-	chndc7	Bawaketh							
_-	chndd7	Bawaketh							
_-	chnde7	Bawaketh							
_-	chndf7	Bawaketh							
_-	chnfb7	Bawakin							
_-	chnfc7	Bawakin							
_-	chnfd1	Gruff Bawaab	a				Gruff Bawaabs		the
_-	chnfd2	Obstinate Bawaab	an				Obstinate Bawaabs		the
_-	chnfd3	Rooting Bawaab	a				Rooting Bawaabs		the
_-	chnfd4	Scrounging Bawaab	a				Scrounging Bawaabs		the
_-	chnfd5	Quadon	a	the					
_-	chnfd7	Bawakin							
_-	chnfd8	Destroyer Bawaab	a	the					
_-	chnfe7	Bawakin							
_-	chnff7	Bawakin							
_-	chnjb7	Bawakya							
_-	chnjc1	Robust Bawaab	a				Robust Bawaabs		the
_-	chnjc2	Wary Bawaab	a				Wary Bawaabs		the
_-	chnjc3	Gluttonous Bawaab	a				Gluttonous Bawaabs		the
_-	chnjc4	Grunting Bawaab	a				Grunting Bawaabs		the
_-	chnjc7	Bawakya							
_-	chnjd7	Bawakya							
_-	chnje7	Bawakya							
_-	chnjf7	Bawakya							
_-	chnlb7	Bawakan							
_-	chnlc7	Bawakan							
_-	chnld7	Bawakan							
_-	chnle7	Bawakan							
_-	chnlf7	Bawakan							
_-	chnpb7	Bawakoo							
_-	chnpc7	Bawakoo							
_-	chnpd7	Bawakoo							
_-	chnpe7	Bawakoo							
_-	chnpf7	Bawakoo							
_-	chofc1	Robust Frippo	a				Robust Frippos		the
_-	chofc2	Wary Frippo	a				Wary Frippos		the
_-	chofc3	Gluttonous Frippo	a				Gluttonous Frippos		the
_-	chofc4	Grunting Frippo	a				Grunting Frippos		the
_-	chogb1	Nauseous Frippo	a				Nauseous Frippos		the
_-	chogb2	Stinking Frippo	a				Stinking Frippos		the
_-	chogb3	Morbid Frippo	a				Morbid Frippos		the
_-	chogb4	Poisoned Frippo	a				Poisoned Frippos		the
_-	chogc1	Plagued Frippo	a				Plagued Frippos		the
_-	chogc2	Sickly  Frippo	a				Sickly  Frippos		the
_-	chogc3	Putrescent Frippo	a				Putrescent Frippos		the
_-	chogc4	Virulent Frippo	a				Virulent Frippos		the
_-	chogd1	Ravaged Frippo	a				Ravaged Frippos		the
_-	chogd2	Festering Frippo	a				Festering Frippos		the
_-	chogd3	Pestiferous Frippo	a				Pestiferous Frippos		the
_-	chogd4	Raving Frippo	a				Raving Frippos		the
_-	choge1	Pustulous Frippo	a				Pustulous Frippos		the
_-	choge2	Seeping Frippo	a				Seeping Frippos		the
_-	choge3	Foaming Frippo	a				Foaming Frippos		the
_-	choge4	Revolting Frippo	a				Revolting Frippos		the
_-	choge6	Frippo Corruptor							
_-	chogf1	Demented Frippo	a				Demented Frippos		the
_-	chogf2	Frenzied Frippo	a				Frenzied Frippos		the
_-	chogf3	Fiendish Frippo	a				Fiendish Frippos		the
_-	chogf4	Lethal Frippo	a				Lethal Frippos		the
_-	chogx3	Frippo Nauséeux	un	le	du	au	Frippos Nauséeux	des	les
_-	chpdb7	Rendoketh							
_-	chpdc1	Robust Rendor	a				Robust Rendors		the
_-	chpdc2	Wary Rendor	a				Wary Rendors		the
_-	chpdc3	Gluttonous Rendor	a				Gluttonous Rendors		the
_-	chpdc4	Grunting Rendor	a				Grunting Rendors		the
_-	chpdc5	Bingle	a	the					
_-	chpdc7	Rendoketh							
_-	chpdc8	Slayer Rendor	a	the					
_-	chpdd7	Rendoketh							
_-	chpde4	Violent Rendor							
_-	chpde7	Rendoketh							
_-	chpdf7	Rendoketh							
_-	chpfb7	Rendokin							
_-	chpfc7	Rendokin							
_-	chpfd1	Gruff Rendor	a				Gruff Rendors		the
_-	chpfd2	Obstinate Rendor	an				Obstinate Rendors		the
_-	chpfd3	Rooting Rendor	a				Rooting Rendors		the
_-	chpfd4	Scrounging Rendor	a				Scrounging Rendors		the
_-	chpfd7	Rendokin							
_-	chpfd8	Destroyer Rendor	a	the					
_-	chpfe7	Rendokin							
_-	chpff7	Rendokin							
_-	chpfx1	Rendor Docile	un	le	du	au	Rendors Dociles	des	les
_-	chpfx2	Rendor Sevré	un	le	du	au	Rendors Sevrés	des	les
_-	chpfx3	Rendor Faible	un	le	du	au	Rendors Faibles	des	les
_-	chpjb7	Rendokya							
_-	chpjc7	Rendokya							
_-	chpjd7	Rendokya							
_-	chpje7	Rendokya							
_-	chpjf7	Rendokya							
_-	chplb7	Rendokan							
_-	chplc7	Rendokan							
_-	chpld7	Rendokan							
_-	chple7	Rendokan							
_-	chplf7	Rendokan							
_-	chppb7	Rendokoo							
_-	chppc7	Rendokoo							
_-	chppd7	Rendokoo							
_-	chppe7	Rendokoo							
_-	chppf7	Rendokoo							
_-	chqdb7	Gnooketh							
_-	chqdc7	Gnooketh							
_-	chqdd7	Gnooketh							
_-	chqde7	Gnooketh							
_-	chqdf7	Gnooketh							
_-	chqfb7	Gnookin							
_-	chqfc7	Gnookin							
_-	chqfd7	Gnookin							
_-	chqfe1	Nettled Gnoof	a				Nettled Gnoofs		the
_-	chqfe2	Vicious Gnoof	a				Vicious Gnoofs		the
_-	chqfe3	Feral Gnoof	a				Feral Gnoofs		the
_-	chqfe4	Violent Gnoof	a				Violent Gnoofs		the
_-	chqfe5	Filoop	a	the					
_-	chqfe7	Gnookin							
_-	chqfe8	Destroyer Gnoof	a	the					
_-	chqff7	Gnookin							
_-	chqjb7	Gnookya							
_-	chqjc7	Gnookya							
_-	chqjd7	Gnookya							
_-	chqje7	Gnookya							
_-	chqjf7	Gnookya							
_-	chqlb7	Gnookan							
_-	chqlc1	Robust Gnoof	a				Robust Gnoofs		the
_-	chqlc2	Wary Gnoof	a				Wary Gnoofs		the
_-	chqlc3	Gluttonous Gnoof	a				Gluttonous Gnoofs		the
_-	chqlc4	Grunting Gnoof	a				Grunting Gnoofs		the
_-	chqlc7	Gnookan							
_-	chqld7	Gnookan							
_-	chqle7	Gnookan							
_-	chqlf7	Gnookan							
_-	chqpb7	Gnookoo							
_-	chqpc7	Gnookoo							
_-	chqpd7	Gnookoo							
_-	chqpe7	Gnookoo							
_-	chqpf7	Gnookoo							
_-	chrdb7	Bolketh							
_-	chrdc7	Bolketh							
_-	chrdd7	Bolketh							
_-	chrde7	Bolketh							
_-	chrdf7	Bolketh							
_-	chrfb7	Bolkin							
_-	chrfc7	Bolkin							
_-	chrfd7	Bolkin							
_-	chrfe1	Nettled Bolobi	a				Nettled Bolobis		the
_-	chrfe2	Vicious Bolobi	a				Vicious Bolobis		the
_-	chrfe3	Feral Bolobi	a				Feral Bolobis		the
_-	chrfe4	Violent Bolobi	a				Violent Bolobis		the
_-	chrfe5	Lobbin	a	the					
_-	chrfe7	Bolkin							
_-	chrff7	Bolkin							
_-	chrjb7	Bolkya							
_-	chrjc7	Bolkya							
_-	chrjd7	Bolkya							
_-	chrje7	Bolkya							
_-	chrjf7	Bolkya							
_-	chrlb7	Bolkan							
_-	chrlc7	Bolkan							
_-	chrld7	Bolkan							
_-	chrle7	Bolkan							
_-	chrlf1	Furious Bolobi	a				Furious Bolobis		the
_-	chrlf2	Fierce Bolobi	a				Fierce Bolobis		the
_-	chrlf3	Ferocious Bolobi	a				Ferocious Bolobis		the
_-	chrlf4	Voracious Bolobi	a				Voracious Bolobis		the
_-	chrlf5	Niobi							the
_-	chrlf7	Bolkan							
_-	chrpb7	Bolkoo							
_-	chrpc7	Bolkoo							
_-	chrpd7	Bolkoo							
_-	chrpe7	Bolkoo							
_-	chrpf7	Bolkoo							
_-	chsdb7	Shaketh							
_-	chsdc7	Shaketh							
_-	chsdd7	Shaketh							
_-	chsde7	Shaketh							
_-	chsdf1	Furious Shalah	a				Furious Shalahs		the
_-	chsdf2	Fierce Shalah	a				Fierce Shalahs		the
_-	chsdf3	Ferocious Shalah	a				Ferocious Shalahs		the
_-	chsdf4	Voracious Shalah	a				Voracious Shalahs		the
_-	chsdf5	Utasha	an	the					
_-	chsdf7	Shaketh							
_-	chsfb7	Shakin							
_-	chsfc7	Shakin							
_-	chsfd7	Shakin							
_-	chsfe7	Shakin							
_-	chsff7	Shakin							
_-	chsjb7	Shakya							
_-	chsjc7	Shakya							
_-	chsjd7	Shakya							
_-	chsje7	Shakya							
_-	chsjf7	Shakya							
_-	chslb7	Shakan							
_-	chslc7	Shakan							
_-	chsld7	Shakan							
_-	chsle1	Nettled Shalah	a				Nettled Shalahs		the
_-	chsle2	Vicious Shalah	a				Vicious Shalahs		the
_-	chsle3	Feral Shalah	a				Feral Shalahs		the
_-	chsle4	Violent Shalah	a				Violent Shalahs		the
_-	chsle5	Shinkah							the
_-	chsle7	Shakan							
_-	chslf7	Shakan							
_-	chspb7	Shakoo							
_-	chspc7	Shakoo							
_-	chspd7	Shakoo							
_-	chspe7	Shakoo							
_-	chspf7	Shakoo							
_-	chtdb7	Plodeketh							
_-	chtdc7	Plodeketh							
_-	chtdd7	Plodeketh							
_-	chtde1	Nettled Ploderos	a				Nettled Plodeross		the
_-	chtde2	Vicious Ploderos	a				Vicious Plodeross		the
_-	chtde3	Feral Ploderos	a				Feral Plodeross		the
_-	chtde4	Violent Ploderos	a				Violent Plodeross		the
_-	chtde7	Plodeketh							
_-	chtdf7	Plodeketh							
_-	chtfb7	Plodekin							
_-	chtfc7	Plodekin							
_-	chtfd7	Plodekin							
_-	chtfe7	Plodekin							
_-	chtfe8	Destroyer Ploderos	a	the					
_-	chtff7	Plodekin							
_-	chtjb7	Plodekya							
_-	chtjc7	Plodekya							
_-	chtjd7	Plodekya							
_-	chtje7	Plodekya							
_-	chtjf1	Furious Ploderos	a				Furious Plodeross		the
_-	chtjf2	Fierce Ploderos	a				Fierce Plodeross		the
_-	chtjf3	Ferocious Ploderos	a				Ferocious Plodeross		the
_-	chtjf4	Voracious Ploderos	a				Voracious Plodeross		the
_-	chtjf5	Dolak	a	the					
_-	chtjf7	Plodekya							
_-	chtjf8	Demolisher Ploderos	a	the					
_-	chtlb7	Plodekan							
_-	chtlc7	Plodekan							
_-	chtld7	Plodekan							
_-	chtle7	Plodekan							
_-	chtlf7	Plodekan							
_-	chtpb7	Plodekoo							
_-	chtpc7	Plodekoo							
_-	chtpd7	Plodekoo							
_-	chtpe7	Plodekoo							
_-	chtpf7	Plodekoo							
_-	chudb7	Womketh							
_-	chudc7	Womketh							
_-	chudd7	Womketh							
_-	chude7	Womketh							
_-	chudf7	Womketh							
_-	chufb7	Womkin							
_-	chufc7	Womkin							
_-	chufd7	Womkin							
_-	chufe7	Womkin							
_-	chuff7	Womkin							
_-	chujb7	Womkya							
_-	chujc7	Womkya							
_-	chujd7	Womkya							
_-	chuje1	Nettled Wombaï	a				Nettled Wombaïs		the
_-	chuje2	Vicious Wombaï	a				Vicious Wombaïs		the
_-	chuje3	Feral Wombaï	a				Feral Wombaïs		the
_-	chuje4	Violent Wombaï	a				Violent Wombaïs		the
_-	chuje5	Mombi	a	the					
_-	chuje7	Womkya							
_-	chujf7	Womkya							
_-	chulb7	Womkan							
_-	chulc7	Womkan							
_-	chuld7	Womkan							
_-	chule7	Womkan							
_-	chulf1	Furious Wombaï	a				Furious Wombaïs		the
_-	chulf2	Fierce Wombaï	a				Fierce Wombaïs		the
_-	chulf3	Ferocious Wombaï	a				Ferocious Wombaïs		the
_-	chulf4	Voracious Wombaï	a				Voracious Wombaïs		the
_-	chulf7	Womkan							
_-	chulf8	Death Wombaï							the
_-	chupb7	Womkoo							
_-	chupc7	Womkoo							
_-	chupd7	Womkoo							
_-	chupe7	Womkoo							
_-	chupf7	Womkoo							
_-	chvdb7	Madaketh							
_-	chvdc7	Madaketh							
_-	chvdd7	Madaketh							
_-	chvde7	Madaketh							
_-	chvdf7	Madaketh							
_-	chvfb7	Madakin							
_-	chvfc7	Madakin							
_-	chvfd7	Madakin							
_-	chvfe4	Violent Madakam							
_-	chvfe7	Madakin							
_-	chvff1	Furious Madakam	a				Furious Madakams		the
_-	chvff2	Fierce Madakam	a				Fierce Madakams		the
_-	chvff3	Ferocious Madakam	a				Ferocious Madakams		the
_-	chvff4	Voracious Madakam	a				Voracious Madakams		the
_-	chvff5	Muncham	a	the					
_-	chvff7	Madakin							
_-	chvjb7	Madakya							
_-	chvjc7	Madakya							
_-	chvjd7	Madakya							
_-	chvje1	Nettled Madakam	a				Nettled Madakams		the
_-	chvje2	Vicious Madakam	a				Vicious Madakams		the
_-	chvje3	Feral Madakam	a				Feral Madakams		the
_-	chvje4	Violent Madakam	a				Violent Madakams		the
_-	chvje7	Madakya							
_-	chvje8	Demolisher Madakam	a	the					
_-	chvjf7	Madakya							
_-	chvlb7	Madakan							
_-	chvlc7	Madakan							
_-	chvld7	Madakan							
_-	chvle7	Madakan							
_-	chvlf7	Madakan							
_-	chvpb7	Madakoo							
_-	chvpc7	Madakoo							
_-	chvpd7	Madakoo							
