DIFF_CMD	*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
DIFF CHANGED 2040 	_C835F8CEC78441B0	bmcr00120	Credit Range 17	a	the				Crédit de magie de 120 et reduisant la portée du sort d'une puissance de $MA_RANGE. Plus cette puissance est proche du coût total du sort et plus la portée est réduite.	Credit Range 17 - Power: $MA_RANGE
DIFF CHANGED 2041 	_5BEBD432F6EDCEF5	bmcc00001	Credit Casting Time 1	a	the				Crédit de magie de 1 et augmentant la durée de lancement du sort d'une puissance de 1. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 1 - Power: 1
DIFF CHANGED 2042 	_5BEBD833F6FDD6F6	bmcc00002	Credit Casting Time 2	a	the				Crédit de magie de 2 et augmentant la durée de lancement du sort d'une puissance de 2. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 2 - Power: 2
DIFF CHANGED 2043 	_5BEBDC34F60DDEF7	bmcc00003	Credit Casting Time 3	a	the				Crédit de magie de 3 et augmentant la durée de lancement du sort d'une puissance de 3. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 3 - Power: 3
DIFF CHANGED 2044 	_5BEBE035F61DE6F8	bmcc00004	Credit Casting Time 4	a	the				Crédit de magie de 4 et augmentant la durée de lancement du sort d'une puissance de 4. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 4 - Power: 4
DIFF CHANGED 2045 	_5BEBE436F62DEEF9	bmcc00005	Credit Casting Time 5	a	the				Crédit de magie de 5 et augmentant la durée de lancement du sort d'une puissance de 5. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 5 - Power: 5
DIFF CHANGED 2046 	_5BEBE838F64DFAFB	bmcc00007	Credit Casting Time 6	a	the				Crédit de magie de 7 et augmentant la durée de lancement du sort d'une puissance de 7. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 6 - Power: 7
DIFF CHANGED 2047 	_0A6BB6431EB15484	bmcc00010	Credit Casting Time 7	a	the				Crédit de magie de 10 et augmentant la durée de lancement du sort d'une puissance de 10. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 7 - Power: 10
DIFF CHANGED 2048 	_4B6BB64D5F015884	bmcc00015	Credit Casting Time 8	a	the				Crédit de magie de 15 et augmentant la durée de lancement du sort d'une puissance de 15. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 8 - Power: 15
DIFF CHANGED 2049 	_8B6BB6439EC16084	bmcc00020	Credit Casting Time 9	a	the				Crédit de magie de 20 et augmentant la durée de lancement du sort d'une puissance de 20. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 9 - Power: 20
DIFF CHANGED 2050 	_4550D726B549BAAB	bmcc00025	Credit Casting Time 10	a	the				Crédit de magie de 25 et augmentant la durée de lancement du sort d'une puissance de 25. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 10 - Power: 25
DIFF CHANGED 2051 	_4550AF23B469BEAB	bmcc00030	Credit Casting Time 11	a	the				Crédit de magie de 30 et augmentant la durée de lancement du sort d'une puissance de 30. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 11 - Power: 30
DIFF CHANGED 2052 	_4550AF25F589C2AB	bmcc00040	Credit Casting Time 12	a	the				Crédit de magie de 40 et augmentant la durée de lancement du sort d'une puissance de 40. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 12 - Power: 40
DIFF CHANGED 2053 	_4550AF2735A9C6AB	bmcc00050	Credit Casting Time 13	a	the				Crédit de magie de 50 et augmentant la durée de lancement du sort d'une puissance de 50. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 13 - Power: 50
DIFF CHANGED 2054 	_4550D72EB6C9CAAB	bmcc00065	Credit Casting Time 14	a	the				Crédit de magie de 65 et augmentant la durée de lancement du sort d'une puissance de 65. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 14 - Power: 65
DIFF CHANGED 2055 	_4550AF2DF6F9CEAB	bmcc00080	Credit Casting Time 15	a	the				Crédit de magie de 80 et augmentant la durée de lancement du sort d'une puissance de 80. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 15 - Power: 80
DIFF CHANGED 2056 	_A52ACA56357A2290	bmcc00100	Credit Casting Time 16	a	the				Crédit de magie de 100 et augmentant la durée de lancement du sort d'une puissance de 100. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 16 - Power: 100
DIFF CHANGED 2057 	_254ACA56758A2290	bmcc00120	Credit Casting Time 17	a	the				Crédit de magie de 120 et augmentant la durée de lancement du sort d'une puissance de 120. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 17 - Power: 120
DIFF CHANGED 2058 	_A66ACA56B89A2290	bmcc00140	Credit Casting Time 18	a	the				Crédit de magie de 140 et augmentant la durée de lancement du sort d'une puissance de 140. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 18 - Power: 140
DIFF CHANGED 2059 	_268ACA56F8AA2290	bmcc00160	Credit Casting Time 19	a	the				Crédit de magie de 160 et augmentant la durée de lancement du sort d'une puissance de 160. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 19 - Power: 160
DIFF CHANGED 2060 	_A7AACA56B82A2690	bmcc00180	Credit Casting Time 20	a	the				Crédit de magie de 180 et augmentant la durée de lancement du sort d'une puissance de 180. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 20 - Power: 180
DIFF CHANGED 2061 	_A53ACE56F45A2690	bmcc00200	Credit Casting Time 21	a	the				Crédit de magie de 200 et augmentant la durée de lancement du sort d'une puissance de 200. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 21 - Power: 200
DIFF CHANGED 2062 	_665ACE60346A2695	bmcc00225	Credit Casting Time 22	a	the				Crédit de magie de 225 et augmentant la durée de lancement du sort d'une puissance de 225. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 22 - Power: 225
DIFF CHANGED 2063 	_E68ACE56F67A2690	bmcc00250	Credit Casting Time 23	a	the				Crédit de magie de 250 et augmentant la durée de lancement du sort d'une puissance de 250. Plus cette puissance est proche du coût total du sort et plus le temps de lancement est long	Credit Casting Time 23 - Power: 250
DIFF CHANGED 2064 	_8536ABC23721F3AA	BMDALEA01	Fear	a	the			the	Effraye l'ennemi de sorte qu'il se retrouve incapable de combattre, il pourra toutefois encore se déplacer.	Fear Spell Effect
DIFF CHANGED 2065 	_DBFC79CAD830D332	BMDALEA02	Sleep	a	the			the	Endort l'ennemi de sorte qu'il ne puisse plus ni se déplacer ni combattre. Cependant si une attaque lui fait perdre une des énergies (hp, sap, sta, focus) il se reveillera	Sleep Spell Effect
DIFF CHANGED 2066 	_6E28D90BE4F9D412	BMDALEA03	Stun	a	the			the	Etourdi l'ennemi, il ne peut plus ni se deplacer ni combattre	Stun Spell Effect
DIFF CHANGED 2067 	_D7A25B7C08186480	BMDHTEA01	Heal	a	the			the	Permet de donner des points de vie à la cible	Heal Spell Effect
DIFF CHANGED 2068 	_F1804B7A936E73A2	BMDHTEA02	Sap Gift 	a	the			the	Permet de donner des points de sève à la cible	Sap Gift Spell Effect
DIFF CHANGED 2069 	_67A03848F3CAD859	BMDHTEA03	Stamina Gift	a	the			the	Permet de donner des points de stamina à la cible	Stamina Gift Spell Effect
DIFF CHANGED 2070 	_E91B414FFA6B99CE	BMOALEA01	Blind	a	the			the	Aveugle l'ennemi qui devient alors beaucoup moins efficace dans ses attaques	Blind Spell Effect
DIFF CHANGED 2071 	_F43625FE489F73C7	BMOALEA02	Root	a	the			the	Permet d'immobiliser l'ennemi	Root Spell Effect
DIFF CHANGED 2072 	_CCD5658B40B4D0D3	BMOALEA03	Madness	a	the			the	Rend fou l'ennemi qui risque alors de retourner une partie de ses attaques contre lui-même	Madness Spell Effect
DIFF CHANGED 2073 	_FC6073332D30335F	BMOALEA04	Slow Attack	a	the			the	Reduit la fréquence des attaques de l'ennemi	Slow Attack Spell Effect
DIFF CHANGED 2074 	_080E2445AA4A307E	BMOALEA05	Slow Move	a	the			the	Diminue la vitesse de deplacement de l'ennemi	Slow Move Spell Effect
DIFF CHANGED 2075 	_DBF9393F6E1CCC5F	BMOELEA01	Drain Acid Damage 	a	the			the	L'ennemi subit au cours du temps des attaques acid qui lui font perdre regulièrement des points de vie	Drain Acid Damage Spell Effect
DIFF CHANGED 2076 	_DB297551F13CCC5F	BMOELEA02	Drain Cold Damage 	a	the			the	L'ennemi subit au cours du temps des attaques cold qui lui font perdre regulièrement des points de vie	Drain Cold Damage Spell Effect
DIFF CHANGED 2077 	_DBBB92A3B4172198	BMOELEA03	Drain Rot Damage 	a	the			the	L'ennemi subit au cours du temps des attaques rot qui lui font perdre regulièrement des points de vie	Drain Rot Damage Spell Effect
DIFF CHANGED 2078 	_11806515CC98ABE4	BMOELEA04	Drain Electric Damage 	a	the			the	L'ennemi subit au cours du temps des attaques electric qui lui font perdre regulièrement des points de vie	Drain Electric Damage Spell Effect
DIFF CHANGED 2079 	_1B9A7957316CCC5F	BMOELEA05	Drain Fire Damage 	a	the			the	L'ennemi subit au cours du temps des attaques fire qui lui font perdre regulièrement des points de vie	Drain Fire Damage Spell Effect
DIFF CHANGED 2080 	_49E100687DB143EA	BMOELEA06	Drain Poison Damage 	a	the			the	L'ennemi subit au cours du temps des attaques poison qui lui font perdre regulièrement des points de vie	Drain Poison Damage Spell Effect
DIFF CHANGED 2081 	_171407BD99AF0104	BMOELEA07	Drain Shockwave Damage 	a	the			the	L'ennemi subit au cours du temps des attaques shockwave qui lui font perdre regulièrement des points de vie	Drain Shockwave Damage Spell Effect
DIFF CHANGED 2082 	_60CF76828780D6AB	BMOETEA01	Acid Damage 	an	the			the	Inflige des dommages de type acid à l'ennemi	Acid Damage Spell Effect
DIFF CHANGED 2083 	_F92486CFCB1F6605	BMOETEA02	Cold Damage 	a	the			the	Inflige des dommages de type cold à l'ennemi	Cold Damage Spell Effect
DIFF CHANGED 2084 	_403E775591680E22	BMOETEA03	Rot Damage 	a	the			the	Inflige des dommages de type rot à l'ennemi	Rot Damage Spell Effect
DIFF CHANGED 2085 	_E04D14E298F78377	BMOETEA04	Electric Damage 	an	the			the	Inflige des dommages de type electric à l'ennemi	Electric Damage Spell Effect
DIFF CHANGED 2086 	_3BC586D5CB1F6607	BMOETEA05	Fire Damage 	a	the			the	Inflige des dommages de type fire à l'ennemi	Fire Damage Spell Effect
DIFF CHANGED 2087 	_F17716D3CA32E621	BMOETEA06	Poison Damage 	a	the			the	Inflige des dommages de type poison à l'ennemi	Poison Damage Spell Effect
DIFF CHANGED 2088 	_794AD80A2FA60832	BMOETEA07	Shockwave Damage 	a	the			the	Inflige des dommages de type shockwave à l'ennemi	Shockwave Damage Spell Effect
DIFF CHANGED 2089 	_0E45D83839DF1250	BMSTEA01	Self Heal	a	the			the	Permet de récupérer des points de vie	Self Heal Spell Effect
DIFF CHANGED 2090 	_76BD44C245A3CE9B	BMSTEA02	Self Sap Gift 	a	the			the	Permet de récupérer des points de sève	Self Sap Gift Spell Effect
DIFF CHANGED 2091 	_8143076316B881D8	BMSTEA03	Self Stamina Gift 	a	the			the	Permet de récupérer des points de stamina	Self Stamina Gift Spell Effect
DIFF CHANGED 2092 	_C979DB2A6A206345	BMSTEA04	Create Sap Crystal 	a	the			the	Permet de créer des crystaux de sève	Create Sap Crystal Spell Effect
DIFF CHANGED 2093 	_AB0804D01AAF40FD	BMPA01	Atysian Missile	an	the			the	Utilisé pour la création de sorts de dégâts directs	Atysian Missile Spell Blueprint
DIFF CHANGED 2094 	_65B341B4B71E3979	BMPA02	Atysian Drain	an	the			the	Utilisé pour la création de sorts infligeant des dégâts sur le temps	Atysian Drain Spell Blueprint
DIFF CHANGED 2095 	_2B52423AD7316190	BMPA03	Atysian Affliction	an	the			the	Utilisé pour la création de sorts d'afflictions offensives	Atysian Affliction Spell Blueprint
DIFF CHANGED 2096 	_9B2A2C105FC56AC9	BMPA04	Celestial Missile	a	the			the	Utilisé pour la création de sorts de soin	Celestial Missile Spell Blueprint
DIFF CHANGED 2097 	_BDD0778F85A1E581	BMPA05	Celestial Affliction	a	the			the	Utilisé pour la création de sorts d'afflictions defensives	Celestial Affliction Spell Blueprint
DIFF CHANGED 2098 	_CBAF09FBEBC8C075	BMPA06	Primal Magic	a	the			the	Utilisé pour la création de sorts agissant sur le lanceur lui-même	Primal Magic Spell Blueprint
DIFF CHANGED 2099 	_EEEF14C1C52A8E1D	BMPA07	Atysian Double Missile	an	the			the	Utilisé pour la création de sorts avec double effet de dégâts directs	Atysian Double Missile Spell Blueprint
DIFF CHANGED 2100 	_222664B092AEEF47	BMPA08	Atysian Drain Missile	an	the			the	Utilisé pour la création de sorts combinant un dégat direct et des degats sur le temps	Atysian Drain Missile Spell Blueprint
DIFF CHANGED 2101 	_27A4169FA2F7C60A	BMPA09	Atysian Afflicting Missile	an	the			the	Utilisé pour la création de sorts combinant un dégat direct et une affliction offensive	Atysian Afflicting Missile Spell Blueprint
DIFF CHANGED 2102 	_67AF7E151F67EA43	BMPA10	Atysian Double Drain	an	the			the	Utilisé pour la création de sorts infligeant un double effet de dégâts sur le temps	Atysian Double Drain Spell Blueprint
DIFF CHANGED 2103 	_067373A1EFA9638C	BMPA11	Atysian Afflicting Drain	an	the			the	Utilisé pour la création de sorts combinant des dégats sur le temps et une affliction offensive	Atysian Afflicting Drain Spell Blueprint
DIFF CHANGED 2104 	_054B8CE3EF12071E	BMPA12	Celestial Double Missile	a	the			the	Utilisé pour la création de sorts à double effet de soin	Celestial Double Missile Spell Blueprint
DIFF CHANGED 2105 	_28BF7553E47B3C17	BMPA13	Primal Double Magic	a	the			the	Utilisé pour la création de sorts à double effet agissant sur le lanceur lui-même	Primal Double Magic Spell Blueprint
DIFF CHANGED 2106 	_B3BE86579FDCACAA	BMDALMF00010	Fear 1	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 1 - Power: $MA_LINK_POWER
DIFF CHANGED 2107 	_B3EE8A579FDCACAA	BMDALMF00030	Fear 2	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 2 - Power: $MA_LINK_POWER
DIFF CHANGED 2108 	_B30E8E579FDCACAA	BMDALMF00040	Fear 3	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2109 	_B32E92579FDCACAA	BMDALMF00050	Fear 4	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2110 	_F44E96579FDCACAA	BMDALMF00065	Fear 5	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2111 	_B37E9A579FDCACAA	BMDALMF00080	Fear 6	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2112 	_B30EA2579FDCACAA	BMDALMF00100	Fear 7	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2113 	_B33EA6579FDCACAA	BMDALMF00120	Fear 8	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2114 	_B36EAA579FDCACAA	BMDALMF00140	Fear 9	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2115 	_4266276FB26B7693	BMDALMF00160	Fear 10	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2116 	_4296276FB26B7694	BMDALMF00180	Fear 11	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2117 	_42262B6FB26B7695	BMDALMF00200	Fear 12	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2118 	_83562B6FB26B7696	BMDALMF00225	Fear 13	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2119 	_42962B6FB26B7697	BMDALMF00250	Fear 14	a	the			the	Effraye efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Fear 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2120 	_1556DF6FA1F614C5	BMDALMM00040	Sleep 1	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2121 	_5676DF6FA1F614C5	BMDALMM00050	Sleep 2	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2122 	_D796DF6FA1F614C5	BMDALMM00065	Sleep 3	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2123 	_D6C6DF6FA1F614C5	BMDALMM00080	Sleep 4	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2124 	_1656E36FA1F614C5	BMDALMM00100	Sleep 5	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2125 	_5786E36FA1F614C5	BMDALMM00120	Sleep 6	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2126 	_97B6E36FA1F614C5	BMDALMM00140	Sleep 7	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2127 	_D0592B5D0E45545A	BMDALMM00160	Sleep 8	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2128 	_D0892B5D0E45545B	BMDALMM00180	Sleep 9	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2129 	_363A7794E8FDE87F	BMDALMM00200	Sleep 10	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2130 	_B75A7794E8FDEC7F	BMDALMM00225	Sleep 11	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2131 	_B68A7794E8FDF07F	BMDALMM00250	Sleep 12	a	the			the	Endort efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Sleep 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2132 	_CFE94BA10120660E	BMDALMS00050	Stun 1	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2133 	_50F94FA10120660E	BMDALMS00065	Stun 2	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2134 	_4F1953A10120660E	BMDALMS00080	Stun 3	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2135 	_8F995BA10120660E	BMDALMS00100	Stun 4	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2136 	_D0B95FA10120660E	BMDALMS00120	Stun 5	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2137 	_10D963A10120660E	BMDALMS00140	Stun 6	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2138 	_496CAF8F6E6FA6A3	BMDALMS00160	Stun 7	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2139 	_498CB38F6E6FA6A4	BMDALMS00180	Stun 8	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2140 	_490CBB8F6E6FA6A5	BMDALMS00200	Stun 9	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2141 	_C5EAC1BC43283165	BMDALMS00225	Stun 10	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2142 	_842AC1BC43283565	BMDALMS00250	Stun 11	a	the			the	Etourdit efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Stun 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2143 	_EFB6684C67D42385	BMDHTMP00005	Heal 1	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 1 - HP: $MA_HEAL
DIFF CHANGED 2144 	_AEC66C4C67D42785	BMDHTMP00010	Heal 2	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 2 - HP: $MA_HEAL
DIFF CHANGED 2145 	_EFC6704C67D42B85	BMDHTMP00015	Heal 3	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 3 - HP: $MA_HEAL
DIFF CHANGED 2146 	_AED6744C67D42F85	BMDHTMP00020	Heal 4	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 4 - HP: $MA_HEAL
DIFF CHANGED 2147 	_EFD6784C67D43385	BMDHTMP00025	Heal 5	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 5 - HP: $MA_HEAL
DIFF CHANGED 2148 	_AEE67C4C67D43785	BMDHTMP00030	Heal 6	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 6 - HP: $MA_HEAL
DIFF CHANGED 2149 	_AEF6804C67D43B85	BMDHTMP00040	Heal 7	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 7 - HP: $MA_HEAL
DIFF CHANGED 2150 	_AE06844C67D43F85	BMDHTMP00050	Heal 8	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 8 - HP: $MA_HEAL
DIFF CHANGED 2151 	_EF16884C67D44385	BMDHTMP00065	Heal 9	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 9 - HP: $MA_HEAL
DIFF CHANGED 2152 	_A37D6494CF13B101	BMDHTMP00080	Heal 10	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 10 - HP: $MA_HEAL
DIFF CHANGED 2153 	_A30D68940F13B101	BMDHTMP00100	Heal 11	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 11 - HP: $MA_HEAL
DIFF CHANGED 2154 	_A33D68944F13B101	BMDHTMP00120	Heal 12	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 12 - HP: $MA_HEAL
DIFF CHANGED 2155 	_A36D68948F13B101	BMDHTMP00140	Heal 13	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 13 - HP: $MA_HEAL
DIFF CHANGED 2156 	_A39D6894D013B101	BMDHTMP00160	Heal 14	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 14 - HP: $MA_HEAL
DIFF CHANGED 2157 	_A3CD68941013B101	BMDHTMP00180	Heal 15	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 15 - HP: $MA_HEAL
DIFF CHANGED 2158 	_A35D6C945013B101	BMDHTMP00200	Heal 16	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 16 - HP: $MA_HEAL
DIFF CHANGED 2159 	_E48D6C949013B101	BMDHTMP00225	Heal 17	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 17 - HP: $MA_HEAL
DIFF CHANGED 2160 	_A3CD6C94D113B101	BMDHTMP00250	Heal 18	a	the			the	Donne $MA_HEAL points de vie à la cible	Heal 18 - HP: $MA_HEAL
DIFF CHANGED 2161 	_D877084D2D27E253	BMDHTMA00005	Sap Gift 1	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 1 - Sap: $1MA_HEAL
DIFF CHANGED 2162 	_D887084D6D27E653	BMDHTMA00015	Sap Gift 2	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 2 - Sap: $1MA_HEAL
DIFF CHANGED 2163 	_97A7084DAD27EA53	BMDHTMA00030	Sap Gift 3	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 3 - Sap: $1MA_HEAL
DIFF CHANGED 2164 	_97B7084DEE27EE53	BMDHTMA00040	Sap Gift 4	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 4 - Sap: $1MA_HEAL
DIFF CHANGED 2165 	_97C7084D2E27F253	BMDHTMA00050	Sap Gift 5	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 5 - Sap: $1MA_HEAL
DIFF CHANGED 2166 	_D8D7084D6E27F653	BMDHTMA00065	Sap Gift 6	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 6 - Sap: $1MA_HEAL
DIFF CHANGED 2167 	_97F7084DAE27FA53	BMDHTMA00080	Sap Gift 7	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 7 - Sap: $1MA_HEAL
DIFF CHANGED 2168 	_97770C4DEF27FE53	BMDHTMA00100	Sap Gift 8	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 8 - Sap: $1MA_HEAL
DIFF CHANGED 2169 	_97970C4D2F270253	BMDHTMA00120	Sap Gift 9	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 9 - Sap: $1MA_HEAL
DIFF CHANGED 2170 	_A7DBFB489F3D0717	BMDHTMA00140	Sap Gift 10	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 10 - Sap: $1MA_HEAL
DIFF CHANGED 2171 	_A7FBFF489F4D0717	BMDHTMA00160	Sap Gift 11	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 11 - Sap: $1MA_HEAL
DIFF CHANGED 2172 	_A71B03489F5D0717	BMDHTMA00180	Sap Gift 12	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 12 - Sap: $1MA_HEAL
