*HASH_VALUE	sbrick ID	name	description	description2
_C7A97E18B7E47DEE	BMOALMD00015	Безумие 1	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 1 - Мощность: $MA_LINK_POWER
_86C98218B7E47DEF	BMOALMD00030	Безумие 2	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 2 - Мощность: $MA_LINK_POWER
_86D98618B7E47DF0	BMOALMD00040	Безумие 3	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 3 - Мощность: $MA_LINK_POWER
_86E98A18B7E47DF1	BMOALMD00050	Безумие 4	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 4 - Мощность: $MA_LINK_POWER
_C7F98E18B7E47DF2	BMOALMD00065	Безумие 5	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 5 - Мощность: $MA_LINK_POWER
_86199218B7E47DF3	BMOALMD00080	Безумие 6	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 6 - Мощность: $MA_LINK_POWER
_86999A18B7E47DF4	BMOALMD00100	Безумие 7	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 7 - Мощность: $MA_LINK_POWER
_86B99E18B7E47DF5	BMOALMD00120	Безумие 8	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 8 - Мощность: $MA_LINK_POWER
_86D9A218B7E47DF6	BMOALMD00140	Безумие 9	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 9 - Мощность: $MA_LINK_POWER
_8D29B3FFA20AEA72	BMOALMD00160	Безумие 10	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 10 - Мощность: $MA_LINK_POWER
_CD49B3FFA20AEE72	BMOALMD00180	Безумие 11	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 11 - Мощность: $MA_LINK_POWER
_0DC9B7FFA20AF272	BMOALMD00200	Безумие 12	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 12 - Мощность: $MA_LINK_POWER
_8EE9B7FFA20AF672	BMOALMD00225	Безумие 13	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 13 - Мощность: $MA_LINK_POWER
_8E19B7FFA20AFA72	BMOALMD00250	Безумие 14	Рекомендуется для сведения с ума врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Безумие 14 - Мощность: $MA_LINK_POWER
_E8862F1BE95B0420	BMOALMR00015	Опутывание Корнями 1	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 1 - Мощность: $MA_LINK_POWER
_A7A6331BE95B0820	BMOALMR00030	Опутывание Корнями 2	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 2 - Мощность: $MA_LINK_POWER
_A7B6371BE95B0C20	BMOALMR00040	Опутывание Корнями 3	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 3 - Мощность: $MA_LINK_POWER
_A7C63B1BE95B1020	BMOALMR00050	Опутывание Корнями 4	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 4 - Мощность: $MA_LINK_POWER
_E8D63F1BE95B1420	BMOALMR00065	Опутывание Корнями 5	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 5 - Мощность: $MA_LINK_POWER
_A7F6431BE95B1820	BMOALMR00080	Опутывание Корнями 6	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 6 - Мощность: $MA_LINK_POWER
_A7764B1BE95B1C20	BMOALMR00100	Опутывание Корнями 7	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 7 - Мощность: $MA_LINK_POWER
_A7964F1BE95B2020	BMOALMR00120	Опутывание Корнями 8	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 8 - Мощность: $MA_LINK_POWER
_A7B6531BE95B2420	BMOALMR00140	Опутывание Корнями 9	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 9 - Мощность: $MA_LINK_POWER
_ECA4C3B4A610E4B3	BMOALMR00160	Опутывание Корнями 10	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 10 - Мощность: $MA_LINK_POWER
_ECD4C3B4E610E4B3	BMOALMR00180	Опутывание Корнями 11	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 11 - Мощность: $MA_LINK_POWER
_EC64C7B42610E4B3	BMOALMR00200	Опутывание Корнями 12	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 12 - Мощность: $MA_LINK_POWER
_2D94C7B46610E4B3	BMOALMR00225	Опутывание Корнями 13	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 13 - Мощность: $MA_LINK_POWER
_ECD4C7B4A710E4B3	BMOALMR00250	Опутывание Корнями 14	Рекомендуется для обездвиживания врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Опутывание Корнями 14 - Мощность: $MA_LINK_POWER
_C54A02F067EC57D3	BMOALMA00030	Замедление атаки 2	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 2 - Мощность: $MA_LINK_POWER
_C55A02F1A7EC57D3	BMOALMA00040	Замедление атаки 3	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 3 - Мощность: $MA_LINK_POWER
_C56A02F2E8EC57D3	BMOALMA00050	Замедление атаки 4	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 4 - Мощность: $MA_LINK_POWER
_067A02F328EC57D3	BMOALMA00065	Замедление атаки 5	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 5 - Мощность: $MA_LINK_POWER
_C59A02F468EC57D3	BMOALMA00080	Замедление атаки 6	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 6 - Мощность: $MA_LINK_POWER
_C51A06F5A8EC57D3	BMOALMA00100	Замедление атаки 7	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 7 - Мощность: $MA_LINK_POWER
_C53A06F6E9EC57D3	BMOALMA00120	Замедление атаки 8	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 8 - Мощность: $MA_LINK_POWER
_C55A06F729EC57D3	BMOALMA00140	Замедление атаки 9	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 9 - Мощность: $MA_LINK_POWER
_42E4D39B86948800	BMOALMA00160	Замедление атаки 10	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 10 - Мощность: $MA_LINK_POWER
_4204DB9B86948800	BMOALMA00180	Замедление атаки 11	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 11 - Мощность: $MA_LINK_POWER
_4284E79B86948800	BMOALMA00200	Замедление атаки 12	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 12 - Мощность: $MA_LINK_POWER
_83A4EF9B86948800	BMOALMA00225	Замедление атаки 13	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 13 - Мощность: $MA_LINK_POWER
_42D4F79B86948800	BMOALMA00250	Замедление атаки 14	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление атаки 14 - Мощность: $MA_LINK_POWER
_858E2EC36B2C0CAE	BMOALMM00010	Замедление передвижения 1	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 1 - Мощность: $MA_LINK_POWER
_85AE2EC36B4C0CAE	BMOALMM00030	Замедление передвижения 2	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 2 - Мощность: $MA_LINK_POWER
_85BE2EC36B6C0CAE	BMOALMM00040	Замедление передвижения 3	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 3 - Мощность: $MA_LINK_POWER
_85CE2EC36B8C0CAE	BMOALMM00050	Замедление передвижения 4	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 4 - Мощность: $MA_LINK_POWER
_C6DE2EC36BAC0CAE	BMOALMM00065	Замедление передвижения 5	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 5 - Мощность: $MA_LINK_POWER
_85FE2EC36BCC0CAE	BMOALMM00080	Замедление передвижения 6	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 6 - Мощность: $MA_LINK_POWER
_857E32C36BEC0CAE	BMOALMM00100	Замедление передвижения 7	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 7 - Мощность: $MA_LINK_POWER
_859E32C36B0C0CAE	BMOALMM00120	Замедление передвижения 8	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 8 - Мощность: $MA_LINK_POWER
_85BE32C36B2C0CAE	BMOALMM00140	Замедление передвижения 9	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 9 - Мощность: $MA_LINK_POWER
_C5D0404A82086A3D	BMOALMM00160	Замедление передвижения 10	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 10 - Мощность: $MA_LINK_POWER
_C5F0404BC2086A3D	BMOALMM00180	Замедление передвижения 11	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 11 - Мощность: $MA_LINK_POWER
_C570444C02086A3D	BMOALMM00200	Замедление передвижения 12	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 12 - Мощность: $MA_LINK_POWER
_0690444D42086A3D	BMOALMM00225	Замедление передвижения 13	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 13 - Мощность: $MA_LINK_POWER
_C5C0444E83086A3D	BMOALMM00250	Замедление передвижения 14	Рекомендуется для замедления врагов, чей средний уровень развития навыков не превышает $MA_LINK_POWER.	Замедление передвижения 14 - Мощность: $MA_LINK_POWER
_683CE19FC8A3D184	BMOELME00140	Периодический удар электричеством 1	Наносит цели $MA_DMG единиц повреждения электричеством каждую секунду.	Периодический удар электричеством 1 - Повреждения в секунду: $MA_DMG
_686CE1A0C8A3D184	BMOELME00160	Периодический удар электричеством 2	Наносит цели $MA_DMG единиц повреждения электричеством каждую секунду.	Периодический удар электричеством 2 - Повреждения в секунду: $MA_DMG
_689CE1A1C8A3D184	BMOELME00180	Периодический удар электричеством 3	Наносит цели $MA_DMG единиц повреждения электричеством каждую секунду.	Периодический удар электричеством 3 - Повреждения в секунду: $MA_DMG
_682CE5A2C8A3D184	BMOELME00200	Периодический удар электричеством 4	Наносит цели $MA_DMG единиц повреждения электричеством каждую секунду.	Периодический удар электричеством 4 - Повреждения в секунду: $MA_DMG
_A95CE5A3C8A3D184	BMOELME00225	Периодический удар электричеством 5	Наносит цели $MA_DMG единиц повреждения электричеством каждую секунду.	Периодический удар электричеством 5 - Повреждения в секунду: $MA_DMG
_689CE5A4C8A3D184	BMOELME00250	Периодический удар электричеством 6	Наносит цели $MA_DMG единиц повреждения электричеством каждую секунду.	Периодический удар электричеством 6 - Повреждения в секунду: $MA_DMG
_BE217A3BA77B11B8	BMOELMF00140	Периодический удар огнем 1	Наносит цели $MA_DMG единиц повреждения огнем каждую секунду.	Периодический удар огнем 1 - Повреждения в секунду: $MA_DMG
_BE417A3BA78B11B9	BMOELMF00160	Периодический удар огнем 2	Наносит цели $MA_DMG единиц повреждения огнем каждую секунду.	Периодический удар огнем 2 - Повреждения в секунду: $MA_DMG
_BE617A3BA79B11BA	BMOELMF00180	Периодический удар огнем 3	Наносит цели $MA_DMG единиц повреждения огнем каждую секунду.	Периодический удар огнем 3 - Повреждения в секунду: $MA_DMG
_BEE17E3BA7AB11BB	BMOELMF00200	Периодический удар огнем 4	Наносит цели $MA_DMG единиц повреждения огнем каждую секунду.	Периодический удар огнем 4 - Повреждения в секунду: $MA_DMG
_FF017E3BA7BB11BC	BMOELMF00225	Периодический удар огнем 5	Наносит цели $MA_DMG единиц повреждения огнем каждую секунду.	Периодический удар огнем 5 - Повреждения в секунду: $MA_DMG
_BE317E3BA7CB11BD	BMOELMF00250	Периодический удар огнем 6	Наносит цели $MA_DMG единиц повреждения огнем каждую секунду.	Периодический удар огнем 6 - Повреждения в секунду: $MA_DMG
_7C0914FECB92EC73	BMOELMP00140	Периодический удар ядом 1	Наносит цели $MA_DMG единиц повреждения ядом каждую секунду.	Периодический удар ядом 1 - Повреждения в секунду: $MA_DMG
_7C3914FFCB92EC73	BMOELMP00160	Периодический удар ядом 2	Наносит цели $MA_DMG единиц повреждения ядом каждую секунду.	Периодический удар ядом 2 - Повреждения в секунду: $MA_DMG
_7C691400CB92EC73	BMOELMP00180	Периодический удар ядом 3	Наносит цели $MA_DMG единиц повреждения ядом каждую секунду.	Периодический удар ядом 3 - Повреждения в секунду: $MA_DMG
_7CF91801CB92EC73	BMOELMP00200	Периодический удар ядом 4	Наносит цели $MA_DMG единиц повреждения ядом каждую секунду.	Периодический удар ядом 4 - Повреждения в секунду: $MA_DMG
_BD291802CB92EC73	BMOELMP00225	Периодический удар ядом 5	Наносит цели $MA_DMG единиц повреждения ядом каждую секунду.	Периодический удар ядом 5 - Повреждения в секунду: $MA_DMG
_7C691803CB92EC73	BMOELMP00250	Периодический удар ядом 6	Наносит цели $MA_DMG единиц повреждения ядом каждую секунду.	Периодический удар ядом 6 - Повреждения в секунду: $MA_DMG
_19DC5E7978877014	BMOELMS00140	Периодическая ударная волна 1	Наносит цели $MA_DMG единиц повреждения ударными волнами каждую секунду.	Периодическая ударная волна 1 - Повреждения в секунду: $MA_DMG
_99FC5E7978877014	BMOELMS00160	Периодическая ударная волна 2	Наносит цели $MA_DMG единиц повреждения ударными волнами каждую секунду.	Периодическая ударная волна 2 - Повреждения в секунду: $MA_DMG
_191C5E7978877014	BMOELMS00180	Периодическая ударная волна 3	Наносит цели $MA_DMG единиц повреждения ударными волнами каждую секунду.	Периодическая ударная волна 3 - Повреждения в секунду: $MA_DMG
_9B9C627978877014	BMOELMS00200	Периодическая ударная волна 4	Наносит цели $MA_DMG единиц повреждения ударными волнами каждую секунду.	Периодическая ударная волна 4 - Повреждения в секунду: $MA_DMG
_5CBC627978877014	BMOELMS00225	Периодическая ударная волна 5	Наносит цели $MA_DMG единиц повреждения ударными волнами каждую секунду.	Периодическая ударная волна 5 - Повреждения в секунду: $MA_DMG
_D969ED8A70E4ADEB	BMOELMS00250	Периодическая ударная волна 6	Наносит цели $MA_DMG единиц повреждения ударными волнами каждую секунду.	Периодическая ударная волна 6 - Повреждения в секунду: $MA_DMG
_BAD04A36A72B0DAE	BMOELMA00030	Периодический удар кислотой 1	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 1 - Повреждения в секунду: $MA_DMG
_BAE04A36A73B0DAF	BMOELMA00040	Периодический удар кислотой 2	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 2 - Повреждения в секунду: $MA_DMG
_BAF04A36A74B0DB0	BMOELMA00050	Периодический удар кислотой 3	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 3 - Повреждения в секунду: $MA_DMG
_FB004A36A75B0DB1	BMOELMA00065	Периодический удар кислотой 4	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 4 - Повреждения в секунду: $MA_DMG
_BA204A36A76B0DB2	BMOELMA00080	Периодический удар кислотой 5	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 5 - Повреждения в секунду: $MA_DMG
_BAA04E36A77B0DB3	BMOELMA00100	Периодический удар кислотой 6	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 6 - Повреждения в секунду: $MA_DMG
_BAC04E36A78B0DB4	BMOELMA00120	Периодический удар кислотой 7	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 7 - Повреждения в секунду: $MA_DMG
_BAE04E36A79B0DB5	BMOELMA00140	Периодический удар кислотой 8	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 8 - Повреждения в секунду: $MA_DMG
_BA004E36A7AB0DB6	BMOELMA00160	Периодический удар кислотой 9	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 9 - Повреждения в секунду: $MA_DMG
_039CAEE6CD4DD4D1	BMOELMA00180	Периодический удар кислотой 10	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 10 - Повреждения в секунду: $MA_DMG
_031CB2E60D5DD4D1	BMOELMA00200	Периодический удар кислотой 11	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 11 - Повреждения в секунду: $MA_DMG
_443CB2E64D6DD4D1	BMOELMA00225	Периодический удар кислотой 12	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 12 - Повреждения в секунду: $MA_DMG
_036CB2E68D7DD4D1	BMOELMA00250	Периодический удар кислотой 13	Наносит цели $MA_DMG единиц повреждения кислотой каждую секунду.	Периодический удар кислотой 13 - Повреждения в секунду: $MA_DMG
_7EE08238A74B0DB1	BMOELMC00030	Периодический удар холодом 1	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 1 - Повреждения в секунду: $MA_DMG
_7EF08238A75B0DB2	BMOELMC00040	Периодический удар холодом 2	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 2 - Повреждения в секунду: $MA_DMG
_7E008238A76B0DB3	BMOELMC00050	Периодический удар холодом 3	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 3 - Повреждения в секунду: $MA_DMG
_BF108238A77B0DB4	BMOELMC00065	Периодический удар холодом 4	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 4 - Повреждения в секунду: $MA_DMG
_7E308238A78B0DB5	BMOELMC00080	Периодический удар холодом 5	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 5 - Повреждения в секунду: $MA_DMG
_7EB08638A79B0DB6	BMOELMC00100	Периодический удар холодом 6	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 6 - Повреждения в секунду: $MA_DMG
_7ED08638A7AB0DB7	BMOELMC00120	Периодический удар холодом 7	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 7 - Повреждения в секунду: $MA_DMG
_7EF08638A7BB0DB8	BMOELMC00140	Периодический удар холодом 8	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 8 - Повреждения в секунду: $MA_DMG
_7E108638A7CB0DB9	BMOELMC00160	Периодический удар холодом 9	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 9 - Повреждения в секунду: $MA_DMG
_CA9CB6E6CD6DD4D7	BMOELMC00180	Периодический удар холодом 10	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 10 - Повреждения в секунду: $MA_DMG
_CA1CBAE60D7DD4D7	BMOELMC00200	Периодический удар холодом 11	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 11 - Повреждения в секунду: $MA_DMG
_0B3CBAE64D8DD4D7	BMOELMC00225	Периодический удар холодом 12	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 12 - Повреждения в секунду: $MA_DMG
_CA6CBAE68D9DD4D7	BMOELMC00250	Периодический удар холодом 13	Наносит цели $MA_DMG единиц повреждения холодом каждую секунду.	Периодический удар холодом 13 - Повреждения в секунду: $MA_DMG
_2245CD65AB397091	BMOELMR00030	Периодический удар гниением 1	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 1 - Повреждения в секунду: $MA_DMG
_2265CD65AB397491	BMOELMR00040	Периодический удар гниением 2	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 2 - Повреждения в секунду: $MA_DMG
_2285CD65AB397891	BMOELMR00050	Периодический удар гниением 3	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 3 - Повреждения в секунду: $MA_DMG
_63A5CD65AB397C91	BMOELMR00065	Периодический удар гниением 4	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 4 - Повреждения в секунду: $MA_DMG
_22D5CD65AB398091	BMOELMR00080	Периодический удар гниением 5	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 5 - Повреждения в секунду: $MA_DMG
_2265D165AB398491	BMOELMR00100	Периодический удар гниением 6	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 6 - Повреждения в секунду: $MA_DMG
_2295D165AB398891	BMOELMR00120	Периодический удар гниением 7	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 7 - Повреждения в секунду: $MA_DMG
_22C5D165AB398C91	BMOELMR00140	Периодический удар гниением 8	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 8 - Повреждения в секунду: $MA_DMG
_22F5D165AB399091	BMOELMR00160	Периодический удар гниением 9	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 9 - Повреждения в секунду: $MA_DMG
_5FC3051EAFDD3996	BMOELMR00180	Периодический удар гниением 10	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 10 - Повреждения в секунду: $MA_DMG
_5F43091EAFED3997	BMOELMR00200	Периодический удар гниением 11	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 11 - Повреждения в секунду: $MA_DMG
_A063091EAFFD3998	BMOELMR00225	Периодический удар гниением 12	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 12 - Повреждения в секунду: $MA_DMG
_5F93091EAF0D3999	BMOELMR00250	Периодический удар гниением 13	Наносит цели $MA_DMG единиц повреждения гниением каждую секунду.	Периодический удар гниением 13 - Повреждения в секунду: $MA_DMG
_7EDAB8CA0C1723B0	BMOETME00140	Удар электричеством 1	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения электричеством.	Удар электричеством 1 - Повреждения: $MA_DMG
_7EFAB8CA0C2723B1	BMOETME00160	Удар электричеством 2	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения электричеством.	Удар электричеством 2 - Повреждения: $MA_DMG
_7E1AB8CA0C3723B2	BMOETME00180	Удар электричеством 3	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения электричеством.	Удар электричеством 3 - Повреждения: $MA_DMG
_7E9ABCCA0C4723B3	BMOETME00200	Удар электричеством 4	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения электричеством.	Удар электричеством 4 - Повреждения: $MA_DMG
_BFBABCCA0C5723B4	BMOETME00225	Удар электричеством 5	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения электричеством.	Удар электричеством 5 - Повреждения: $MA_DMG
_7EEABCCA0C6723B5	BMOETME00250	Удар электричеством 6	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения электричеством.	Удар электричеством 6 - Повреждения: $MA_DMG
_7F46D68AC477966E	BMOETMF00140	Удар огнем 1	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения огнем.	Удар огнем 1 - Повреждения: $MA_DMG
_7F66DA8BC477966E	BMOETMF00160	Удар огнем 2	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения огнем.	Удар огнем 2 - Повреждения: $MA_DMG
_7F86DE8CC477966E	BMOETMF00180	Удар огнем 3	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения огнем.	Удар огнем 3 - Повреждения: $MA_DMG
_7F06E68DC477966E	BMOETMF00200	Удар огнем 4	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения огнем.	Удар огнем 4 - Повреждения: $MA_DMG
_C026EA8EC477966E	BMOETMF00225	Удар огнем 5	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения огнем.	Удар огнем 5 - Повреждения: $MA_DMG
_7F56EE8FC477966E	BMOETMF00250	Удар огнем 6	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения огнем.	Удар огнем 6 - Повреждения: $MA_DMG
_985339E2150F0749	BMOETMP00140	Удар ядом 1	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ядом.	Удар ядом 1 - Повреждения: $MA_DMG
_988339E2550F0749	BMOETMP00160	Удар ядом 2	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ядом.	Удар ядом 2 - Повреждения: $MA_DMG
_98B339E2950F0749	BMOETMP00180	Удар ядом 3	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ядом.	Удар ядом 3 - Повреждения: $MA_DMG
_98433DE2D60F0749	BMOETMP00200	Удар ядом 4	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ядом.	Удар ядом 4 - Повреждения: $MA_DMG
_D9733DE2160F0749	BMOETMP00225	Удар ядом 5	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ядом.	Удар ядом 5 - Повреждения: $MA_DMG
_98B33DE2560F0749	BMOETMP00250	Удар ядом 6	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ядом.	Удар ядом 6 - Повреждения: $MA_DMG
_FA3B8AC78CB1DAAE	BMOETMS00140	Ударная волна 1	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ударными волнами.	Ударная волна 1 - Повреждения: $MA_DMG
_FA5B8AC88CB1DEAE	BMOETMS00160	Ударная волна 2	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ударными волнами.	Ударная волна 2 - Повреждения: $MA_DMG
_FA7B8AC98CB1E2AE	BMOETMS00180	Ударная волна 3	Магическая станза, которая используется для нанесения $MA_DMG единиц повреждения ударными волнами.	Ударная волна 3 - Повреждения: $MA_DMG
