*HASH_VALUE	outpost ID	name	description
_FC37BE416C46A678	driller_fleetinggarden_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D00B1112B3DA90B0	driller_fleetinggarden_kami_u4_50a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_4BB0CA779F970E16	driller_fleetinggarden_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_03C01D62D0E3CF7C	driller_fleetinggarden_karavan_u1_50a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_AC19BFE9CAF34E7D	driller_fleetinggarden_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_1A5735606C2DE34A	driller_fleetinggarden_karavan_u2_50a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_3C6DDB842A65A169	driller_fleetinggarden_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_D8FB0A28D34541E0	driller_fleetinggarden_karavan_u3_50a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_924F0EC1509A2326	driller_fleetinggarden_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_468FC3F6E24E8E40	driller_fleetinggarden_karavan_u4_50a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_05D6B7FAE6EBDB2B	driller_frahartowers_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_05D6B7FAE63BDB2B	driller_frahartowers_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_42538BEDDFB8730C	driller_frahartowers_kami_u1_50a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_E120CBC8FD82F328	driller_frahartowers_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E120CBC8FDD2F328	driller_frahartowers_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_01785BB1103B9791	driller_frahartowers_kami_u2_50a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_883825563CA6D8EF	driller_frahartowers_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_883825563CF6D8EF	driller_frahartowers_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F21162C8354DA1CB	driller_frahartowers_kami_u3_50a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_D84176BE29BA81BC	driller_frahartowers_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D84176BE290A81BC	driller_frahartowers_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_67D5A41C4EC8E6F5	driller_frahartowers_kami_u4_50a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_1F1D4C47CA0F97D2	driller_frahartowers_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_1F1D6047CA0F97D2	driller_frahartowers_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_3A83C73800BCB977	driller_frahartowers_karavan_u1_50a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_50A070CC49446796	driller_frahartowers_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_50A084CC49446796	driller_frahartowers_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_AA8D67C0A1AC7F2A	driller_frahartowers_karavan_u2_50a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_77525A02FAED6EAE	driller_frahartowers_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_77526E02FAED6EAE	driller_frahartowers_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_71D713FBED28E7AC	driller_frahartowers_karavan_u3_50a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_8E2DBF302EC1B001	driller_frahartowers_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_8E2DD3302EC1B001	driller_frahartowers_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_45DF0A547806D73D	driller_frahartowers_karavan_u4_50a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_768BE32AB63C64AD	driller_groveconfusion_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_769BE32AB63C64AD	driller_groveconfusion_kami_u1_150b.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_768BE325F63C64AD	driller_groveconfusion_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_769BE325F63C64AD	driller_groveconfusion_kami_u1_200b.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_768BE32AF63C64AD	driller_groveconfusion_kami_u1_250a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_769BE32AF63C64AD	driller_groveconfusion_kami_u1_250b.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_E69583B2571C2E60	driller_groveconfusion_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E6A583B2571C2E60	driller_groveconfusion_kami_u2_150b.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E69583AD971C2E60	driller_groveconfusion_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E6A583AD971C2E60	driller_groveconfusion_kami_u2_200b.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E69583B2971C2E60	driller_groveconfusion_kami_u2_250a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E6A583B2971C2E60	driller_groveconfusion_kami_u2_250b.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_6C5F47F5A4889AE2	driller_groveconfusion_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_6C6F47F5A4889AE2	driller_groveconfusion_kami_u3_150b.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_6C5F47F0E4889AE2	driller_groveconfusion_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_6C6F47F0E4889AE2	driller_groveconfusion_kami_u3_200b.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_6C5F47F5E4889AE2	driller_groveconfusion_kami_u3_250a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_6C6F47F5E4889AE2	driller_groveconfusion_kami_u3_250b.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_81E726462E568E73	driller_groveconfusion_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_81F726462E568E73	driller_groveconfusion_kami_u4_150b.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_81E726416E568E73	driller_groveconfusion_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_81F726416E568E73	driller_groveconfusion_kami_u4_200b.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_81E726466E568E73	driller_groveconfusion_kami_u4_250a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_81F726466E568E73	driller_groveconfusion_kami_u4_250b.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_1160327761A7F611	driller_groveconfusion_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_1160327761A7FA11	driller_groveconfusion_karavan_u1_150b.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_D070327761A7F611	driller_groveconfusion_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_D070327761A7FA11	driller_groveconfusion_karavan_u1_200b.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_1170327761A7F611	driller_groveconfusion_karavan_u1_250a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_1170327761A7FA11	driller_groveconfusion_karavan_u1_250b.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_72C927E98C033678	driller_groveconfusion_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_72C927E98C033A78	driller_groveconfusion_karavan_u2_150b.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_31D927E98C033678	driller_groveconfusion_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_31D927E98C033A78	driller_groveconfusion_karavan_u2_200b.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_72D927E98C033678	driller_groveconfusion_karavan_u2_250a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_72D927E98C033A78	driller_groveconfusion_karavan_u2_250b.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_021D4384EC758964	driller_groveconfusion_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_021D4384EC758D64	driller_groveconfusion_karavan_u3_150b.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_C12D4384EC758964	driller_groveconfusion_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_C12D4384EC758D64	driller_groveconfusion_karavan_u3_200b.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_022D4384EC758964	driller_groveconfusion_karavan_u3_250a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_022D4384EC758D64	driller_groveconfusion_karavan_u3_250b.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_58FF76C112AA0B21	driller_groveconfusion_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_58FF76C112AA0F21	driller_groveconfusion_karavan_u4_150b.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_170F76C112AA0B21	driller_groveconfusion_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_170F76C112AA0F21	driller_groveconfusion_karavan_u4_200b.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_580F76C112AA0B21	driller_groveconfusion_karavan_u4_250a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_580F76C112AA0F21	driller_groveconfusion_karavan_u4_250b.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_04B6ABF1680ACF2F	driller_groveofumbra_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_04B6ABF1685ACF2F	driller_groveofumbra_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_04B6ABF1680AD32F	driller_groveofumbra_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_E000BFBF7FA1E72C	driller_groveofumbra_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_7558466A5C3409A6	driller_groveofumbra_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_E000BFBF7FA1EB2C	driller_groveofumbra_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_8718194DBEC5CCF3	driller_groveofumbra_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_8718194DBE15CCF3	driller_groveofumbra_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_8718194DBEC5D0F3	driller_groveofumbra_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_D7216AB5ABD975C0	driller_groveofumbra_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D7216AB5AB2975C0	driller_groveofumbra_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D7216AB5ABD979C0	driller_groveofumbra_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_1EFD403E4C2E8BD6	driller_groveofumbra_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_1EFD543E4C2E8BD6	driller_groveofumbra_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_1EFD403F4C2E8BD6	driller_groveofumbra_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_4F8064C3CB635B9A	driller_groveofumbra_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_BB780A0C294972FC	driller_groveofumbra_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_4F8064C4CB635B9A	driller_groveofumbra_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_76324EF97C0C62B2	driller_groveofumbra_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_763262F97C0C62B2	driller_groveofumbra_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_76324EFA7C0C62B2	driller_groveofumbra_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_8D0DB327B0E0A405	driller_groveofumbra_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_8D0DC727B0E0A405	driller_groveofumbra_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_8D0DB328B0E0A405	driller_groveofumbra_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_A9E7041EEC9AD533	driller_havenofpurity_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_A9E7041E2D9AD533	driller_havenofpurity_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_9634CFFE24FA5824	driller_havenofpurity_kami_u1_50a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_D44344854D03CAA5	driller_havenofpurity_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_D44344858E03CAA5	driller_havenofpurity_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_327EE3CC3B917022	driller_havenofpurity_kami_u2_50a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_34A57777DF97E640	driller_havenofpurity_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_34A577772097E640	driller_havenofpurity_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_99963D5A7AB555EA	driller_havenofpurity_kami_u3_50a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_5AEA192E3339197D	driller_havenofpurity_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_5AEA192E7439197D	driller_havenofpurity_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_A89F8EC267C9FEB8	driller_havenofpurity_kami_u4_50a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_C24138B180866F97	driller_havenofpurity_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_C29138B180866F97	driller_havenofpurity_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_5C2EFC863C120308	driller_havenofpurity_karavan_u1_50a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_D9D850AE5CD08365	driller_havenofpurity_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_D92850AE5CD08365	driller_havenofpurity_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_8DB1200BFB37D3CC	driller_havenofpurity_karavan_u2_50a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_977C257503E8E1FB	driller_havenofpurity_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_97CC257503E8E1FB	driller_havenofpurity_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_B4630A41ECD0DAE4	driller_havenofpurity_karavan_u3_50a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0510DE4253F12E5B	driller_havenofpurity_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_0560DE4253F12E5B	driller_havenofpurity_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_CB3E6F6F61941C37	driller_havenofpurity_karavan_u4_50a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_8115C7FAE6DBCB2F	driller_hiddensource_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_8115C7FAE62BCB2F	driller_hiddensource_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_8115C7FAE6DBCF2F	driller_hiddensource_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_F2B76273DAB505A6	driller_hiddensource_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_5D5FDBC8FDC2E32C	driller_hiddensource_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_5D5FDBC8FD72E72C	driller_hiddensource_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_047735563C96C8F3	driller_hiddensource_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_047735563CE6C8F3	driller_hiddensource_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_047735563C96CCF3	driller_hiddensource_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_548086BE29AA71C0	driller_hiddensource_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_548086BE29FA71C0	driller_hiddensource_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_548086BE29AA75C0	driller_hiddensource_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_9B5C5C47CAFF87D6	driller_hiddensource_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_9B5C7047CAFF87D6	driller_hiddensource_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_9B5C5C48CAFF87D6	driller_hiddensource_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_38D71215A71A6EFC	driller_hiddensource_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_CCDF94CC4934579A	driller_hiddensource_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_CCDF80CD4934579A	driller_hiddensource_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_F3916A02FADD5EB2	driller_hiddensource_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F3917E02FADD5EB2	driller_hiddensource_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F3916A03FADD5EB2	driller_hiddensource_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0A6CCF302EB1A005	driller_hiddensource_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_0A6CE3302EB1A005	driller_hiddensource_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_0A6CCF312EB1A005	driller_hiddensource_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D2240BEE23AA4022	driller_imperialdunes_kami_u1_50a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_6E6E1FBC3A415820	driller_imperialdunes_kami_u2_50a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_D586794A79653DE8	driller_imperialdunes_kami_u3_50a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_E48FCAB26679E6B6	driller_imperialdunes_kami_u4_50a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_981E38763BC2EB06	driller_imperialdunes_karavan_u1_50a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_C9A15CFBFAE7BBCA	driller_imperialdunes_karavan_u2_50a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_F0534631EB80C2E2	driller_imperialdunes_karavan_u3_50a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_072EAB5F60440435	driller_imperialdunes_karavan_u4_50a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
