*HASH_VALUE	creature ID	name	p	creagen	screagen
_44CF9D59AB9D3F1D	ckfjf3	Кироста-убийца	Киросты-убийцы	Кирост-убийц	Киросту-убийцу
_633688B35CC6D796	ckfjf6	Кироста	Киросты	Кирост	Киросту
_E4E684B51BB6CB95	ckfle1	Раздраженная кироста	Раздраженные киросты	Раздраженных кирост	Раздраженную киросту
_E4F684B55BB6CF95	ckfle2	Разгневанная кироста	Разгневанные киросты	Разгневанных кирост	Разгневанную киросту
_E40684B59BB6D395	ckfle3	Мощная кироста	Мощные киросты	Мощных кирост	Мощную киросту
_E41684B5DCB6D795	ckfle4	Громадная кироста	Громадные киросты	Громадных кирост	Громадную киросту
_E4E688B51BC6CB96	ckflf1	Жуткая кироста	Жуткие киросты	Жутких кирост	Жуткую киросту
_E4F688B55BC6CF96	ckflf2	Кироста-мясник	Киросты-мясники	Кирост-мясников	Киросту-мясника
_E40688B59BC6D396	ckflf3	Кироста-убийца	Киросты-убийцы	Кирост-убийц	Киросту-убийцу
_E41688B5DCC6D796	ckflf4	Чудовищная кироста	Чудовищные киросты	Чудовищных кирост	Чудовищную киросту
_E5E684B91BB6DB95	ckfpe1	Раздраженная кироста	Раздраженные киросты	Раздраженных кирост	Раздраженную киросту
_E5F684B95BB6DF95	ckfpe2	Разгневанная кироста	Разгневанные киросты	Разгневанных кирост	Разгневанную киросту
_E50684B99BB6E395	ckfpe3	Мощная кироста	Мощные киросты	Мощных кирост	Мощную киросту
_E51684B9DCB6E795	ckfpe4	Громадная кироста	Громадные киросты	Громадных кирост	Громадную киросту
_E5E688B91BC6DB96	ckfpf1	Жуткая кироста	Жуткие киросты	Жутких кирост	Жуткую киросту
_E5F688B95BC6DF96	ckfpf2	Кироста-мясник	Киросты-мясники	Кирост-мясников	Киросту-мясника
_E50688B99BC6E396	ckfpf3	Кироста-убийца	Киросты-убийцы	Кирост-убийц	Киросту-убийцу
_E51688B9DCC6E796	ckfpf4	Чудовищная кироста	Чудовищные киросты	Чудовищных кирост	Чудовищную киросту
_F9FC3178B5F06DA3	ckgc4	Злобный кибан	Злобные кибаны	Злобных кибанов	Злобного кибана
_D548F05DE556BF7C	ckgde1	Раздраженный кибан	Раздраженные кибаны	Раздраженных кибанов	Раздраженного кибана
_1548F05EE556C37C	ckgde2	Разгневанный кибан	Разгневанные кибаны	Разгневанных кибанов	Разгневанного кибана
_5548F05FE556C77C	ckgde3	Мощный кибан	Мощные кибаны	Мощных кибанов	Мощного кибана
_9648F060E556CB7C	ckgde4	Громадный кибан	Громадные кибаны	Громадных кибанов	Громадного кибана
_D558F05D2556BF7D	ckgdf1	Жуткий кибан	Жуткие кибаны	Жутких кибанов	Жуткого кибана
_1558F05E2556C37D	ckgdf2	Кибан-мясник	Кибаны-мясники	Кибанов-мясников	Кибана-мясника
_5558F05F2556C77D	ckgdf3	Кибан-убийца	Кибаны-убийцы	Кибанов-убийц	Кибана-убийцу
_9658F0602556CB7D	ckgdf4	Чудовищный кибан	Чудовищные кибаны	Чудовищных кибанов	Чудовищного кибана
_5548F85DE576BF7C	ckgfe1	Раздраженный кибан	Раздраженные кибаны	Раздраженных кибанов	Раздраженного кибана
_9548F85EE576C37C	ckgfe2	Разгневанный кибан	Разгневанные кибаны	Разгневанных кибанов	Разгневанного кибана
_D548F85FE576C77C	ckgfe3	Мощный кибан	Мощные кибаны	Мощных кибанов	Мощного кибана
_1648F860E576CB7C	ckgfe4	Громадный кибан	Громадные кибаны	Громадных кибанов	Громадного кибана
_5558F85D2576BF7D	ckgff1	Жуткий кибан	Жуткие кибаны	Жутких кибанов	Жуткого кибана
_9558F85E2576C37D	ckgff2	Кибан-мясник	Кибаны-мясники	Кибанов-мясников	Кибана-мясника
_D558F85F2576C77D	ckgff3	Кибан-убийца	Кибаны-убийцы	Кибанов-убийц	Кибана-убийцу
_1658F8602576CB7D	ckgff4	Чудовищный кибан	Чудовищные кибаны	Чудовищных кибанов	Чудовищного кибана
_238F49F168B668DF	ckgga1	Мерзкий кибан	Мерзкие кибаны	Мерзких кибанов	Мерзкого кибана
_9C9425BA7338DF7B	ckgga2	Больной кибан	Больные кибаны	Больных кибанов	Больного кибана
_C54FC10DE4B45071	ckgga3	Прокаженный кибан	Прокаженные кибаны	Прокаженных кибанов	Прокаженного кибана
_C54F31EFE2F45471	ckgga4	Зараженный кибан	Зараженные кибаны	Зараженных кибанов	Зараженного кибана
_C54F31EFE2F44872	ckggb1	Тошнотворный кибан	Тошнотворные кибаны	Тошнотворных кибанов	Тошнотворного кибана
_45EF39E766364C72	ckggb2	Смердящий кибан	Смердящие кибаны	Смердящих кибанов	Смердящего кибана
_282B410D6C97437D	ckggb3	Болезненный кибан	Болезненные кибаны	Болезненных кибанов	Болезненного кибана
_BD8F4A057CDA740A	ckggb4	Отравленный кибан	Отравленные кибаны	Отравленных кибанов	Отравленного кибана
_BD8F4A057CDA680B	ckggc1	Чумной кибан	Чумные кибаны	Чумных кибанов	Чумного кибана
_C58F99096A964C73	ckggc2	Хилый кибан	Хилые кибаны	Хилых кибанов	Хилого кибана
_238F19F9EE1420E1	ckggc3	Гниющий кибан	Гниющие кибаны	Гниющих кибанов	Гниющего кибана
_F28E0640C6BB8FEE	ckggc4	Губительный кибан	Губительные кибаны	Губительных кибанов	Губительного кибана
_F28E0640C6BB83EF	ckggd1	Порченый кибан	Порченые кибаны	Порченых кибанов	Порченого кибана
_4B6F89FDE0364C74	ckggd2	Гнойный кибан	Гнойные кибаны	Гнойных кибанов	Гнойного кибана
_70EF01113DAD48BB	ckggd3	Пагубный кибан	Пагубные кибаны	Пагубных кибанов	Пагубного кибана
_CF8FB10364B65474	ckggd4	Бесноватый кибан	Бесноватые кибаны	Бесноватых кибанов	Бесноватого кибана
_CF8FB10364B64875	ckgge1	Прыщавый кибан	Прыщавые кибаны	Прыщавых кибанов	Прыщавого кибана
_407F5D0771764B15	ckgge2	Облезающий кибан	Облезающие кибаны	Облезающих кибанов	Облезающего кибана
_8262116CBCFA54F2	ckgge3	Бешеный кибан	Бешеные кибаны	Бешеных кибанов	Бешеного кибана
_171462233E7D8525	ckgge4	Отвратительный кибан	Отвратительные кибаны	Отвратительных кибанов	Отвратительного кибана
_171462233E7D7926	ckggf1	Безумный кибан	Безумные кибаны	Безумных кибанов	Безумного кибана
_238F49F1EE349CC6	ckggf2	Озверевший кибан	Озверевшие кибаны	Озверевших кибанов	Озверевшего кибана
_A82B4107E6F66391	ckggf3	Демонический кибан	Демонические кибаны	Демонических кибанов	Демонического кибана
_5648085DE5B6BF7C	ckgje1	Раздраженный кибан	Раздраженные кибаны	Раздраженных кибанов	Раздраженного кибана
_9648085EE5B6C37C	ckgje2	Разгневанный кибан	Разгневанные кибаны	Разгневанных кибанов	Разгневанного кибана
_D648085FE5B6C77C	ckgje3	Мощный кибан	Мощные кибаны	Мощных кибанов	Мощного кибана
_17480860E5B6CB7C	ckgje4	Громадный кибан	Громадные кибаны	Громадных кибанов	Громадного кибана
_5658085D25B6BF7D	ckgjf1	Жуткий кибан	Жуткие кибаны	Жутких кибанов	Жуткого кибана
_9658085E25B6C37D	ckgjf2	Кибан-мясник	Кибаны-мясники	Кибанов-мясников	Кибана-мясника
_D658085F25B6C77D	ckgjf3	Кибан-убийца	Кибаны-убийцы	Кибанов-убийц	Кибана-убийцу
_1758086025B6CB7D	ckgjf4	Чудовищный кибан	Чудовищные кибаны	Чудовищных кибанов	Чудовищного кибана
_658F49F168B668DF	ckgla1	Карликовый кибан	Карликовые кибаны	Карликовых кибанов	Карликового кибана
_DE9425BA7338DF7B	ckgla2	Маленький кибан	Маленькие кибаны	Маленьких кибанов	Маленького кибана
_074FC10DE4B45071	ckgla3	Слабосильный кибан	Слабосильные кибаны	Слабосильных кибанов	Слабосильного кибана
_074F31EFE2F45471	ckgla4	Молодой кибан	Молодые кибаны	Молодых кибанов	Молодого кибана
_074F31EFE2F44872	ckglb1	Энергичный кибан	Энергичные кибаны	Энергичных кибанов	Энергичного кибана
_87EF39E766364C72	ckglb2	Вульгарный кибан	Вульгарные кибаны	Вульгарных кибанов	Вульгарного кибана
_6A2B410D6C97437D	ckglb3	Небольшой кибан	Небольшие кибаны	Небольших кибанов	Небольшого кибана
_FF8F4A057CDA740A	ckglb4	Суровый кибан	Суровые кибаны	Суровых кибанов	Сурового кибана
_FF8F4A057CDA680B	ckglc1	Бдительный кибан	Бдительные кибаны	Бдительных кибанов	Бдительного кибана
_078F99096A964C73	ckglc2	Могучий кибан	Могучие кибаны	Могучих кибанов	Могучего кибана
_658F19F9EE1420E1	ckglc3	Коварный кибан	Коварные кибаны	Коварных кибанов	Коварного кибана
_348E0640C6BB8FEE	ckglc4	Злобный кибан	Злобные кибаны	Злобных кибанов	Злобного кибана
_348E0640C6BB83EF	ckgld1	Ужасный кибан	Ужасные кибаны	Ужасных кибанов	Ужасного кибана
_8D6F89FDE0364C74	ckgld2	Старший кибан	Старшие кибаны	Старших кибанов	Старшего кибана
_B2EF01113DAD48BB	ckgld3	Опытный кибан	Опытные кибаны	Опытных кибанов	Опытного кибана
_118FB10364B65474	ckgld4	Голодный кибан	Голодные кибаны	Голодных кибанов	Голодного кибана
_118FB10364B64875	ckgle1	Раздраженный кибан	Раздраженные кибаны	Раздраженных кибанов	Раздраженного кибана
_827F5D0771764B15	ckgle2	Разгневанный кибан	Разгневанные кибаны	Разгневанных кибанов	Разгневанного кибана
_C462116CBCFA54F2	ckgle3	Мощный кибан	Мощные кибаны	Мощных кибанов	Мощного кибана
_591462233E7D8525	ckgle4	Громадный кибан	Громадные кибаны	Громадных кибанов	Громадного кибана
_A768B0A2A4B8D792	ckgle5	Лершинг		Лершинга	Лершинга
_591462233E7D7926	ckglf1	Жуткий кибан	Жуткие кибаны	Жутких кибанов	Жуткого кибана
_658F49F1EE349CC6	ckglf2	Кибан-мясник	Кибаны-мясники	Кибанов-мясников	Кибана-мясника
_EA2B4107E6F66391	ckglf3	Кибан-убийца	Кибаны-убийцы	Кибанов-убийц	Кибана-убийцу
_668F49F168B668DF	ckgpa1	Карликовый кибан	Карликовые кибаны	Карликовых кибанов	Карликового кибана
_DF9425BA7338DF7B	ckgpa2	Маленький кибан	Маленькие кибаны	Маленьких кибанов	Маленького кибана
_084FC10DE4B45071	ckgpa3	Слабосильный кибан	Слабосильные кибаны	Слабосильных кибанов	Слабосильного кибана
_084F31EFE2F45471	ckgpa4	Молодой кибан	Молодые кибаны	Молодых кибанов	Молодого кибана
_084F31EFE2F44872	ckgpb1	Энергичный кибан	Энергичные кибаны	Энергичных кибанов	Энергичного кибана
_88EF39E766364C72	ckgpb2	Вульгарный кибан	Вульгарные кибаны	Вульгарных кибанов	Вульгарного кибана
_6B2B410D6C97437D	ckgpb3	Небольшой кибан	Небольшие кибаны	Небольших кибанов	Небольшого кибана
_008F4A057CDA740A	ckgpb4	Суровый кибан	Суровые кибаны	Суровых кибанов	Сурового кибана
_008F4A057CDA680B	ckgpc1	Бдительный кибан	Бдительные кибаны	Бдительных кибанов	Бдительного кибана
_088F99096A964C73	ckgpc2	Могучий кибан	Могучие кибаны	Могучих кибанов	Могучего кибана
_668F19F9EE1420E1	ckgpc3	Коварный кибан	Коварные кибаны	Коварных кибанов	Коварного кибана
_358E0640C6BB83EF	ckgpd1	Ужасный кибан	Ужасные кибаны	Ужасных кибанов	Ужасного кибана
_8E6F89FDE0364C74	ckgpd2	Старший кибан	Старшие кибаны	Старших кибанов	Старшего кибана
_B3EF01113DAD48BB	ckgpd3	Опытный кибан	Опытные кибаны	Опытных кибанов	Опытного кибана
_128FB10364B65474	ckgpd4	Голодный кибан	Голодные кибаны	Голодных кибанов	Голодного кибана
_128FB10364B64875	ckgpe1	Раздраженный кибан	Раздраженные кибаны	Раздраженных кибанов	Раздраженного кибана
_837F5D0771764B15	ckgpe2	Разгневанный кибан	Разгневанные кибаны	Разгневанных кибанов	Разгневанного кибана
_C562116CBCFA54F2	ckgpe3	Мощный кибан	Мощные кибаны	Мощных кибанов	Мощного кибана
_5A1462233E7D8525	ckgpe4	Громадный кибан	Громадные кибаны	Громадных кибанов	Громадного кибана
_5A1462233E7D7926	ckgpf1	Жуткий кибан	Жуткие кибаны	Жутких кибанов	Жуткого кибана
_668F49F1EE349CC6	ckgpf2	Кибан-мясник	Кибаны-мясники	Кибанов-мясников	Кибана-мясника
_EB2B4107E6F66391	ckgpf3	Кибан-убийца	Кибаны-убийцы	Кибанов-убийц	Кибана-убийцу
_F66F35132ADB14B4	ckhda1	Карликовый киппи	Карликовые киппи	Карликовых киппи	Карликового киппи
_60A425BA3178F37F	ckhda2	Маленький киппи	Маленькие киппи	Маленьких киппи	Маленького киппи
_055F7915ECB45071	ckhda3	Слабосильный киппи	Слабосильные киппи	Слабосильных киппи	Слабосильного киппи
_055FE9F7EAF45471	ckhda4	Молодой киппи	Молодые киппи	Молодых киппи	Молодого киппи
_055FE9F7EAF44872	ckhdb1	Энергичный киппи	Энергичные киппи	Энергичных киппи	Энергичного киппи
_85FFF1EF6E364C72	ckhdb2	Вульгарный киппи	Вульгарные киппи	Вульгарных киппи	Вульгарного киппи
_5DA12920303613D2	ckhdb3	Небольшой киппи	Небольшие киппи	Небольших киппи	Небольшого киппи
_3FDF82057CDA500E	ckhdb4	Суровый киппи	Суровые киппи	Суровых киппи	Сурового киппи
_3FDF82057CDA440F	ckhdc1	Бдительный киппи	Бдительные киппи	Бдительных киппи	Бдительного киппи
_059F511172964C73	ckhdc2	Могучий киппи	Могучие киппи	Могучих киппи	Могучего киппи
_F60E2D22AA6AF4B6	ckhdc3	Коварный киппи	Коварные киппи	Коварных киппи	Коварного киппи
_6E56F65C7ED9D0EA	ckhdc4	Злобный киппи	Злобные киппи	Злобных киппи	Злобного киппи
_6E56F65C7ED9C4EB	ckhdd1	Ужасный киппи	Ужасные киппи	Ужасных киппи	Ужасного киппи
_8B7F4105E8364C74	ckhdd2	Старший киппи	Старшие киппи	Старших киппи	Старшего киппи
_2B1F757CBF4C830D	ckhdd3	Опытный киппи	Опытные киппи	Опытных киппи	Опытного киппи
_0F9F690B6CB65474	ckhdd4	Голодный киппи	Голодные киппи	Голодных киппи	Голодного киппи
_0F9F690B6CB64875	ckhde1	Раздраженный киппи	Раздраженные киппи	Раздраженных киппи	Раздраженного киппи
_3E3FA51571764B15	ckhde2	Разгневанный киппи	Разгневанные киппи	Разгневанных киппи	Разгневанного киппи
_80B2496CBC6A6400	ckhde3	Мощный киппи	Мощные киппи	Мощных киппи	Мощного киппи
_DB243E27C27D6129	ckhde4	Громадный киппи	Громадные киппи	Громадных киппи	Громадного киппи
_EBB9309F9F88C7A5	ckhde5	Клопс		Клопса	Клопса
_DB243E27C27D552A	ckhdf1	Жуткий киппи	Жуткие киппи	Жутких киппи	Жуткого киппи
_F66F351C6CFBF4AA	ckhdf2	Киппи-мясник	Киппи-мясники	Киппи-мясников	Киппи-мясника
_5DA1291428F6A3D2	ckhdf3	Киппи-убийца	Киппи-убийцы	Киппи-убийц	Киппи-убийцу
_766F35132ADB14B4	ckhfa1	Карликовый киппи	Карликовые киппи	Карликовых киппи	Карликового киппи
_E0A425BA3178F37F	ckhfa2	Маленький киппи	Маленькие киппи	Маленьких киппи	Маленького киппи
_855F7915ECB45071	ckhfa3	Слабосильный киппи	Слабосильные киппи	Слабосильных киппи	Слабосильного киппи
_855FE9F7EAF45471	ckhfa4	Молодой киппи	Молодые киппи	Молодых киппи	Молодого киппи
_855FE9F7EAF44872	ckhfb1	Энергичный киппи	Энергичные киппи	Энергичных киппи	Энергичного киппи
_05FFF1EF6E364C72	ckhfb2	Вульгарный киппи	Вульгарные киппи	Вульгарных киппи	Вульгарного киппи
_DDA12920303613D2	ckhfb3	Небольшой киппи	Небольшие киппи	Небольших киппи	Небольшого киппи
_BFDF82057CDA500E	ckhfb4	Суровый киппи	Суровые киппи	Суровых киппи	Сурового киппи
_BFDF82057CDA440F	ckhfc1	Бдительный киппи	Бдительные киппи	Бдительных киппи	Бдительного киппи
_859F511172964C73	ckhfc2	Могучий киппи	Могучие киппи	Могучих киппи	Могучего киппи
_760E2D22AA6AF4B6	ckhfc3	Коварный киппи	Коварные киппи	Коварных киппи	Коварного киппи
_EE56F65C7ED9D0EA	ckhfc4	Злобный киппи	Злобные киппи	Злобных киппи	Злобного киппи
_EE56F65C7ED9C4EB	ckhfd1	Ужасный киппи	Ужасные киппи	Ужасных киппи	Ужасного киппи
_0B7F4105E8364C74	ckhfd2	Старший киппи	Старшие киппи	Старших киппи	Старшего киппи
_AB1F757CBF4C830D	ckhfd3	Опытный киппи	Опытные киппи	Опытных киппи	Опытного киппи
_8F9F690B6CB65474	ckhfd4	Голодный киппи	Голодные киппи	Голодных киппи	Голодного киппи
_8F9F690B6CB64875	ckhfe1	Раздраженный киппи	Раздраженные киппи	Раздраженных киппи	Раздраженного киппи
_BE3FA51571764B15	ckhfe2	Разгневанный киппи	Разгневанные киппи	Разгневанных киппи	Разгневанного киппи
_00B2496CBC6A6400	ckhfe3	Мощный киппи	Мощные киппи	Мощных киппи	Мощного киппи
_5B243E27C27D6129	ckhfe4	Громадный киппи	Громадные киппи	Громадных киппи	Громадного киппи
_5B243E27C27D552A	ckhff1	Жуткий киппи	Жуткие киппи	Жутких киппи	Жуткого киппи
_766F351C6CFBF4AA	ckhff2	Киппи-мясник	Киппи-мясники	Киппи-мясников	Киппи-мясника
_DDA1291428F6A3D2	ckhff3	Киппи-убийца	Киппи-убийцы	Киппи-убийц	Киппи-убийцу
_776F35132ADB14B4	ckhja1	Карликовый киппи	Карликовые киппи	Карликовых киппи	Карликового киппи
_E1A425BA3178F37F	ckhja2	Маленький киппи	Маленькие киппи	Маленьких киппи	Маленького киппи
_865F7915ECB45071	ckhja3	Слабосильный киппи	Слабосильные киппи	Слабосильных киппи	Слабосильного киппи
_865FE9F7EAF45471	ckhja4	Молодой киппи	Молодые киппи	Молодых киппи	Молодого киппи
_865FE9F7EAF44872	ckhjb1	Энергичный киппи	Энергичные киппи	Энергичных киппи	Энергичного киппи
_06FFF1EF6E364C72	ckhjb2	Вульгарный киппи	Вульгарные киппи	Вульгарных киппи	Вульгарного киппи
_DEA12920303613D2	ckhjb3	Небольшой киппи	Небольшие киппи	Небольших киппи	Небольшого киппи
_C0DF82057CDA500E	ckhjb4	Суровый киппи	Суровые киппи	Суровых киппи	Сурового киппи
_C0DF82057CDA440F	ckhjc1	Бдительный киппи	Бдительные киппи	Бдительных киппи	Бдительного киппи
_869F511172964C73	ckhjc2	Могучий киппи	Могучие киппи	Могучих киппи	Могучего киппи
_770E2D22AA6AF4B6	ckhjc3	Коварный киппи	Коварные киппи	Коварных киппи	Коварного киппи
_EF56F65C7ED9D0EA	ckhjc4	Злобный киппи	Злобные киппи	Злобных киппи	Злобного киппи
_EF56F65C7ED9C4EB	ckhjd1	Ужасный киппи	Ужасные киппи	Ужасных киппи	Ужасного киппи
_0C7F4105E8364C74	ckhjd2	Старший киппи	Старшие киппи	Старших киппи	Старшего киппи
_AC1F757CBF4C830D	ckhjd3	Опытный киппи	Опытные киппи	Опытных киппи	Опытного киппи
_909F690B6CB65474	ckhjd4	Голодный киппи	Голодные киппи	Голодных киппи	Голодного киппи
_909F690B6CB64875	ckhje1	Раздраженный киппи	Раздраженные киппи	Раздраженных киппи	Раздраженного киппи
_BF3FA51571764B15	ckhje2	Разгневанный киппи	Разгневанные киппи	Разгневанных киппи	Разгневанного киппи
_01B2496CBC6A6400	ckhje3	Мощный киппи	Мощные киппи	Мощных киппи	Мощного киппи
_5C243E27C27D6129	ckhje4	Громадный киппи	Громадные киппи	Громадных киппи	Громадного киппи
_5C243E27C27D552A	ckhjf1	Жуткий киппи	Жуткие киппи	Жутких киппи	Жуткого киппи
_776F351C6CFBF4AA	ckhjf2	Киппи-мясник	Киппи-мясники	Киппи-мясников	Киппи-мясника
_DEA1291428F6A3D2	ckhjf3	Киппи-убийца	Киппи-убийцы	Киппи-убийц	Киппи-убийцу
_F86F35132ADB14B4	ckhla1	Карликовый киппи	Карликовые киппи	Карликовых киппи	Карликового киппи
_62A425BA3178F37F	ckhla2	Маленький киппи	Маленькие киппи	Маленьких киппи	Маленького киппи
_075F7915ECB45071	ckhla3	Слабосильный киппи	Слабосильные киппи	Слабосильных киппи	Слабосильного киппи
_075FE9F7EAF45471	ckhla4	Молодой киппи	Молодые киппи	Молодых киппи	Молодого киппи
_075FE9F7EAF44872	ckhlb1	Энергичный киппи	Энергичные киппи	Энергичных киппи	Энергичного киппи
_87FFF1EF6E364C72	ckhlb2	Вульгарный киппи	Вульгарные киппи	Вульгарных киппи	Вульгарного киппи
_5FA12920303613D2	ckhlb3	Небольшой киппи	Небольшие киппи	Небольших киппи	Небольшого киппи
_41DF82057CDA500E	ckhlb4	Суровый киппи	Суровые киппи	Суровых киппи	Сурового киппи
_41DF82057CDA440F	ckhlc1	Бдительный киппи	Бдительные киппи	Бдительных киппи	Бдительного киппи
_079F511172964C73	ckhlc2	Могучий киппи	Могучие киппи	Могучих киппи	Могучего киппи
_F80E2D22AA6AF4B6	ckhlc3	Коварный киппи	Коварные киппи	Коварных киппи	Коварного киппи
_7056F65C7ED9D0EA	ckhlc4	Злобный киппи	Злобные киппи	Злобных киппи	Злобного киппи
_7056F65C7ED9C4EB	ckhld1	Ужасный киппи	Ужасные киппи	Ужасных киппи	Ужасного киппи
_8D7F4105E8364C74	ckhld2	Старший киппи	Старшие киппи	Старших киппи	Старшего киппи
_2D1F757CBF4C830D	ckhld3	Опытный киппи	Опытные киппи	Опытных киппи	Опытного киппи
_119F690B6CB65474	ckhld4	Голодный киппи	Голодные киппи	Голодных киппи	Голодного киппи
_119F690B6CB64875	ckhle1	Раздраженный киппи	Раздраженные киппи	Раздраженных киппи	Раздраженного киппи
_403FA51571764B15	ckhle2	Разгневанный киппи	Разгневанные киппи	Разгневанных киппи	Разгневанного киппи
_82B2496CBC6A6400	ckhle3	Мощный киппи	Мощные киппи	Мощных киппи	Мощного киппи
_DD243E27C27D6129	ckhle4	Громадный киппи	Громадные киппи	Громадных киппи	Громадного киппи
_DD243E27C27D552A	ckhlf1	Жуткий киппи	Жуткие киппи	Жутких киппи	Жуткого киппи
_F86F351C6CFBF4AA	ckhlf2	Киппи-мясник	Киппи-мясники	Киппи-мясников	Киппи-мясника
_5FA1291428F6A3D2	ckhlf3	Киппи-убийца	Киппи-убийцы	Киппи-убийц	Киппи-убийцу
_F96F35132ADB14B4	ckhpa1	Карликовый киппи	Карликовые киппи	Карликовых киппи	Карликового киппи
_63A425BA3178F37F	ckhpa2	Маленький киппи	Маленькие киппи	Маленьких киппи	Маленького киппи
_085F7915ECB45071	ckhpa3	Слабосильный киппи	Слабосильные киппи	Слабосильных киппи	Слабосильного киппи
_085FE9F7EAF45471	ckhpa4	Молодой киппи	Молодые киппи	Молодых киппи	Молодого киппи
_085FE9F7EAF44872	ckhpb1	Энергичный киппи	Энергичные киппи	Энергичных киппи	Энергичного киппи
_88FFF1EF6E364C72	ckhpb2	Вульгарный киппи	Вульгарные киппи	Вульгарных киппи	Вульгарного киппи
_60A12920303613D2	ckhpb3	Небольшой киппи	Небольшие киппи	Небольших киппи	Небольшого киппи
_42DF82057CDA500E	ckhpb4	Суровый киппи	Суровые киппи	Суровых киппи	Сурового киппи
_42DF82057CDA440F	ckhpc1	Бдительный киппи	Бдительные киппи	Бдительных киппи	Бдительного киппи
_089F511172964C73	ckhpc2	Могучий киппи	Могучие киппи	Могучих киппи	Могучего киппи
_F90E2D22AA6AF4B6	ckhpc3	Коварный киппи	Коварные киппи	Коварных киппи	Коварного киппи
_7156F65C7ED9D0EA	ckhpc4	Злобный киппи	Злобные киппи	Злобных киппи	Злобного киппи
_7156F65C7ED9C4EB	ckhpd1	Ужасный киппи	Ужасные киппи	Ужасных киппи	Ужасного киппи
_8E7F4105E8364C74	ckhpd2	Старший киппи	Старшие киппи	Старших киппи	Старшего киппи
_2E1F757CBF4C830D	ckhpd3	Опытный киппи	Опытные киппи	Опытных киппи	Опытного киппи
_129F690B6CB65474	ckhpd4	Голодный киппи	Голодные киппи	Голодных киппи	Голодного киппи
_129F690B6CB64875	ckhpe1	Раздраженный киппи	Раздраженные киппи	Раздраженных киппи	Раздраженного киппи
_413FA51571764B15	ckhpe2	Разгневанный киппи	Разгневанные киппи	Разгневанных киппи	Разгневанного киппи
_83B2496CBC6A6400	ckhpe3	Мощный киппи	Мощные киппи	Мощных киппи	Мощного киппи
_DE243E27C27D6129	ckhpe4	Громадный киппи	Громадные киппи	Громадных киппи	Громадного киппи
_DE243E27C27D552A	ckhpf1	Жуткий киппи	Жуткие киппи	Жутких киппи	Жуткого киппи
_F96F351C6CFBF4AA	ckhpf2	Киппи-мясник	Киппи-мясники	Киппи-мясников	Киппи-мясника
_60A1291428F6A3D2	ckhpf3	Киппи-убийца	Киппи-убийцы	Киппи-убийц	Киппи-убийцу
_41306D67ED4958C8	ckida1	Карликовый кизоар	Карликовые кизоары	Карликовых кизоаров	Карликового кизоара
_B819682FEC68AFA9	ckida2	Маленький кизоар	Маленькие кизоары	Маленьких кизоаров	Маленького кизоара
_81E09129BEEAEBCD	ckida3	Слабосильный кизоар	Слабосильные кизоары	Слабосильных кизоаров	Слабосильного кизоара
_81BF0D163B8AEFCD	ckida4	Молодой кизоар	Молодые кизоары	Молодых кизоаров	Молодого кизоара
_81BF0D163B8AE3CE	ckidb1	Энергичный кизоар	Энергичные кизоары	Энергичных кизоаров	Энергичного кизоара
_809F0119802BE7CD	ckidb2	Вульгарный кизоар	Вульгарные кизоары	Вульгарных кизоаров	Вульгарного кизоара
_8B0FC9416AD49072	ckidb3	Небольшой кизоар	Небольшие кизоары	Небольших кизоаров	Небольшого кизоара
_95E3B16D80497027	ckidb4	Суровый кизоар	Суровые кизоары	Суровых кизоаров	Сурового кизоара
_95E3B16D80496428	ckidc1	Бдительный кизоар	Бдительные кизоары	Бдительных кизоаров	Бдительного кизоара
_81AF7532425BE7D1	ckidc2	Могучий кизоар	Могучие кизоары	Могучих кизоаров	Могучего кизоара
_80FED121375B1BDC	ckidc3	Коварный кизоар	Коварные кизоары	Коварных кизоаров	Коварного кизоара
_23859274F1AEE0C5	ckidc4	Злобный кизоар	Злобные кизоары	Злобных кизоаров	Злобного кизоара
_23859274F1AED4C6	ckidd1	Ужасный кизоар	Ужасные кизоары	Ужасных кизоаров	Ужасного кизоара
_02FF5519BD2BE7DD	ckidd2	Старший кизоар	Старшие кизоары	Старших кизоаров	Старшего кизоара
_47201279BF9A70AB	ckidd3	Опытный кизоар	Опытные кизоары	Опытных кизоаров	Опытного кизоара
_06E07523806BEFE4	ckidd4	Голодный кизоар	Голодные кизоары	Голодных кизоаров	Голодного кизоара
_06E07523806BE3E5	ckide1	Раздраженный кизоар	Раздраженные кизоары	Раздраженных кизоаров	Раздраженного кизоара
_06600A52319B77F7	ckide2	Разгневанный кизоар	Разгневанные кизоары	Разгневанных кизоаров	Разгневанного кизоара
_D44F1E6EBE58606D	ckide3	Мощный кизоар	Мощные кизоары	Мощных кизоаров	Мощного кизоара
_59559E35D861D883	ckide4	Громадный кизоар	Громадные кизоары	Громадных кизоаров	Громадного кизоара
_59559E35D861CC84	ckidf1	Жуткий кизоар	Жуткие кизоары	Жутких кизоаров	Жуткого кизоара
_011FB9287D6BDBDF	ckidf2	Кизоар-мясник	Кизоары-мясники	Кизоаров-мясников	Кизоара-мясника
_8B0F992166168076	ckidf3	Кизоар-убийца	Кизоары-убийцы	Кизоаров-убийц	Кизоара-убийцу
_28F6DBA3E914F2A3	ckifc1	Бдительный кизоар	Бдительные кизоары	Бдительных кизоаров	Бдительного кизоара
