*HASH_VALUE	sbrick ID	name	named	p	pd	ia	da	pia	pda	description	description2
-	BMOETMA00003	Säureschaden 1	Säureschaden 1	Säureschäden 1	Säureschäden 1	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 1 - Schaden: $MA_DMG
-	BMOETMA00030	Säureschaden 3   	Säureschaden 3   	Säureschäden 3   	Säureschäden 3   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 3 - Schaden: $MA_DMG
-	BMOETMA00040	Säureschaden 4   	Säureschaden 4   	Säureschäden 4   	Säureschäden 4   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 4 - Schaden: $MA_DMG
-	BMOETMA00050	Säureschaden 5   	Säureschaden 5   	Säureschäden 5   	Säureschäden 5   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 5 - Schaden: $MA_DMG
-	BMOETMA00065	Säureschaden 6   	Säureschaden 6   	Säureschäden 6   	Säureschäden 6   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 6 - Schaden: $MA_DMG
-	BMOETMA00080	Säureschaden 7   	Säureschaden 7   	Säureschäden 7   	Säureschäden 7   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 7 - Schaden: $MA_DMG
-	BMOETMA00100	Säureschaden 8   	Säureschaden 8   	Säureschäden 8   	Säureschäden 8   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 8 - Schaden: $MA_DMG
-	BMOETMA00120	Säureschaden 9   	Säureschaden 9   	Säureschäden 9   	Säureschäden 9   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 9 - Schaden: $MA_DMG
-	BMOETMA00140	Säureschaden 10   	Säureschaden 10   	Säureschäden 10   	Säureschäden 10   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 10 - Schaden: $MA_DMG
-	BMOETMA00160	Säureschaden 11   	Säureschaden 11   	Säureschäden 11   	Säureschäden 11   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 11 - Schaden: $MA_DMG
-	BMOETMA00180	Säureschaden 12   	Säureschaden 12   	Säureschäden 12   	Säureschäden 12   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 12 - Schaden: $MA_DMG
-	BMOETMA00200	Säureschaden 13   	Säureschaden 13   	Säureschäden 13   	Säureschäden 13   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 13 - Schaden: $MA_DMG
-	BMOETMA00225	Säureschaden 14   	Säureschaden 14   	Säureschäden 14   	Säureschäden 14   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 14 - Schaden: $MA_DMG
-	BMOETMA00250	Säureschaden 15   	Säureschaden 15   	Säureschäden 15   	Säureschäden 15   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Säureschaden bei nicht-resistenten Gegnern zu verursachen	Säureschaden 15 - Schaden: $MA_DMG
-	BMOETMC00005	Kälteschaden 1   	Kälteschaden 1   	Kälteschäden 1   	Kälteschäden 1   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 1 - Schaden: $MA_DMG
-	BMOETMC00015	Kälteschaden 2	Kälteschaden 2	Kälteschäden 2	Kälteschäden 2	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 2 - Schaden: $MA_DMG
-	BMOETMC00030	Kälteschaden 3   	Kälteschaden 3   	Kälteschäden 3   	Kälteschäden 3   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 3 - Schaden: $MA_DMG
-	BMOETMC00040	Kälteschaden 4   	Kälteschaden 4   	Kälteschäden 4   	Kälteschäden 4   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 4 - Schaden: $MA_DMG
-	BMOETMC00050	Kälteschaden 5   	Kälteschaden 5   	Kälteschäden 5   	Kälteschäden 5   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 5 - Schaden: $MA_DMG
-	BMOETMC00065	Kälteschaden 6   	Kälteschaden 6   	Kälteschäden 6   	Kälteschäden 6   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 6 - Schaden: $MA_DMG
-	BMOETMC00080	Kälteschaden 7   	Kälteschaden 7   	Kälteschäden 7   	Kälteschäden 7   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 7 - Schaden: $MA_DMG
-	BMOETMC00100	Kälteschaden 8   	Kälteschaden 8   	Kälteschäden 8   	Kälteschäden 8   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 8 - Schaden: $MA_DMG
-	BMOETMC00120	Kälteschaden 9   	Kälteschaden 9   	Kälteschäden 9   	Kälteschäden 9   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 9 - Schaden: $MA_DMG
-	BMOETMC00140	Kälteschaden 10   	Kälteschaden 10   	Kälteschäden 10   	Kälteschäden 10   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 10 - Schaden: $MA_DMG
-	BMOETMC00160	Kälteschaden 11   	Kälteschaden 11   	Kälteschäden 11   	Kälteschäden 11   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 11 - Schaden: $MA_DMG
-	BMOETMC00180	Kälteschaden 12   	Kälteschaden 12   	Kälteschäden 12   	Kälteschäden 12   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 12 - Schaden: $MA_DMG
-	BMOETMC00200	Kälteschaden 13   	Kälteschaden 13   	Kälteschäden 13   	Kälteschäden 13   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 13 - Schaden: $MA_DMG
-	BMOETMC00225	Kälteschaden 14   	Kälteschaden 14   	Kälteschäden 14   	Kälteschäden 14   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 14 - Schaden: $MA_DMG
-	BMOETMC00250	Kälteschaden 15   	Kälteschaden 15   	Kälteschäden 15   	Kälteschäden 15   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Kälteschaden bei nicht-resistenten Gegnern zu verursachen	Kälteschaden 15 - Schaden: $MA_DMG
-	BMOETMR00015	Fäulnisschaden 2	Fäulnisschaden 2	 Fäulnisschäden 2	 Fäulnisschäden 2	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 2 - Schaden: $MA_DMG
-	BMOETMR00030	Fäulnisschaden 3   	Fäulnisschaden 3   	 Fäulnisschäden 3   	 Fäulnisschäden 3   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 3 - Schaden: $MA_DMG
-	BMOETMR00040	Fäulnisschaden 4   	Fäulnisschaden 4   	 Fäulnisschäden 4   	 Fäulnisschäden 4   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 4 - Schaden: $MA_DMG
-	BMOETMR00050	Fäulnisschaden 5   	Fäulnisschaden 5   	 Fäulnisschäden 5   	 Fäulnisschäden 5   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 5 - Schaden: $MA_DMG
-	BMOETMR00065	Fäulnisschaden 6   	Fäulnisschaden 6   	 Fäulnisschäden 6   	 Fäulnisschäden 6   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 6 - Schaden: $MA_DMG
-	BMOETMR00080	Fäulnisschaden 7   	Fäulnisschaden 7   	 Fäulnisschäden 7   	 Fäulnisschäden 7   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 7 - Schaden: $MA_DMG
-	BMOETMR00100	Fäulnisschaden 8   	Fäulnisschaden 8   	 Fäulnisschäden 8   	 Fäulnisschäden 8   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 8 - Schaden: $MA_DMG
-	BMOETMR00120	Fäulnisschaden 9   	Fäulnisschaden 9   	 Fäulnisschäden 9   	 Fäulnisschäden 9   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 9 - Schaden: $MA_DMG
-	BMOETMR00140	Fäulnisschaden 10   	Fäulnisschaden 10   	 Fäulnisschäden 10   	 Fäulnisschäden 10   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 10 - Schaden: $MA_DMG
-	BMOETMR00160	Fäulnisschaden 11   	Fäulnisschaden 11   	 Fäulnisschäden 11   	 Fäulnisschäden 11   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 11 - Schaden: $MA_DMG
-	BMOETMR00180	Fäulnisschaden 12   	Fäulnisschaden 12   	 Fäulnisschäden 12   	 Fäulnisschäden 12   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 12 - Schaden: $MA_DMG
-	BMOETMR00200	Fäulnisschaden 13   	Fäulnisschaden 13   	 Fäulnisschäden 13   	 Fäulnisschäden 13   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 13 - Schaden: $MA_DMG
-	BMOETMR00225	Fäulnisschaden 14   	Fäulnisschaden 14   	 Fäulnisschäden 14   	 Fäulnisschäden 14   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 14 - Schaden: $MA_DMG
-	BMOETMR00250	Fäulnisschaden 15   	Fäulnisschaden 15   	 Fäulnisschäden 15   	 Fäulnisschäden 15   	ein	der		die	Magie-Stanza (Teil einer Aktion), um bei Gelingen $MA_DMG Fäulnisschaden bei nicht-resistenten Gegnern zu verursachen	Fäulnisschaden 15 - Schaden: $MA_DMG
-	BMSTMP00015	Selbstheilung 1   	Selbstheilung 1   	Selbstheilungen 1   	Selbstheilungen 1   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 1, Leben: $MA_HEAL
-	BMSTMP00020	Selbstheilung 2   	Selbstheilung 2   	Selbstheilungen 2   	Selbstheilungen 2   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 2, Leben: $MA_HEAL
-	BMSTMP00040	Selbstheilung 4	Selbstheilung 4	Selbstheilungen 4	Selbstheilungen 4	eine	die		die	Regeneriert $MA_HEAL Lebenskraft. 	Selbstheilung 4, Leben: $MA_HEAL
-	BMSTMP00065	Selbstheilung 6   	Selbstheilung 6   	Selbstheilungen 6   	Selbstheilungen 6   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 6, Leben: $MA_HEAL
-	BMSTMP00100	Selbstheilung 8   	Selbstheilung 8   	Selbstheilungen 8   	Selbstheilungen 8   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 8, Leben: $MA_HEAL
-	BMSTMP00140	Selbstheilung 10   	Selbstheilung 10   	Selbstheilungen 10   	Selbstheilungen 10   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 10, Leben: $MA_HEAL
-	BMSTMP00180	Selbstheilung 12   	Selbstheilung 12   	Selbstheilungen 12   	Selbstheilungen 12   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 12, Leben: $MA_HEAL
-	BMSTMP00225	Selbstheilung 14   	Selbstheilung 14   	Selbstheilungen 14   	Selbstheilungen 14   	eine	die		die	Regeneriert $MA_HEAL Lebenskraft.	Selbstheilung 14, Leben: $MA_HEAL
-	BMSTMA00015	Sap-Selbstheilung 2  	Sap-Selbstheilung 2  	Sap-Selbstheilungen 2  	Sap-Selbstheilungen 2  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 1 - Sap: $1MA_HEAL
-	BMSTMA00030	Sap-Selbstheilung 3  	Sap-Selbstheilung 3  	Sap-Selbstheilungen 3  	Sap-Selbstheilungen 3  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 3 - Sap: $1MA_HEAL
-	BMSTMA00040	Sap-Selbstheilung 4  	Sap-Selbstheilung 4  	Sap-Selbstheilungen 4  	Sap-Selbstheilungen 4  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 4 - Sap: $1MA_HEAL
-	BMSTMA00050	Sap-Selbstheilung 5  	Sap-Selbstheilung 5  	Sap-Selbstheilungen 5  	Sap-Selbstheilungen 5  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 5 - Sap: $1MA_HEAL
-	BMSTMA00065	Sap-Selbstheilung 6  	Sap-Selbstheilung 6  	Sap-Selbstheilungen 6  	Sap-Selbstheilungen 6  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 6 - Sap: $1MA_HEAL
-	BMSTMA00080	Sap-Selbstheilung 7  	Sap-Selbstheilung 7  	Sap-Selbstheilungen 7  	Sap-Selbstheilungen 7  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 7 - Sap: $1MA_HEAL
-	BMSTMA00100	Sap-Selbstheilung 8  	Sap-Selbstheilung 8  	Sap-Selbstheilungen 8  	Sap-Selbstheilungen 8  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 8 - Sap: $1MA_HEAL
-	BMSTMA00120	Sap-Selbstheilung 9  	Sap-Selbstheilung 9  	Sap-Selbstheilungen 9  	Sap-Selbstheilungen 9  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 9 - Sap: $1MA_HEAL
-	BMSTMA00140	Sap-Selbstheilung 10  	Sap-Selbstheilung 10  	Sap-Selbstheilungen 10  	Sap-Selbstheilungen 10  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 10 - Sap: $1MA_HEAL
-	BMSTMA00160	Sap-Selbstheilung 11  	Sap-Selbstheilung 11  	Sap-Selbstheilungen 11  	Sap-Selbstheilungen 11  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 11 - Sap: $1MA_HEAL
-	BMSTMA00180	Sap-Selbstheilung 12  	Sap-Selbstheilung 12  	Sap-Selbstheilungen 12  	Sap-Selbstheilungen 12  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 12 - Sap: $1MA_HEAL
-	BMSTMA00200	Sap-Selbstheilung 13  	Sap-Selbstheilung 13  	Sap-Selbstheilungen 13  	Sap-Selbstheilungen 13  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 13 - Sap: $1MA_HEAL
-	BMSTMA00225	Sap-Selbstheilung 14  	Sap-Selbstheilung 14  	Sap-Selbstheilungen 14  	Sap-Selbstheilungen 14  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 14 - Sap: $1MA_HEAL
-	BMSTMA00250	Sap-Selbstheilung 15  	Sap-Selbstheilung 15  	Sap-Selbstheilungen 15  	Sap-Selbstheilungen 15  	eine	die		die	Regeneriert $1MA_HEAL Sap.	Sap-Selbstheilung 15 - Sap: $1MA_HEAL
-	BMSTMT00005	Ausdauer-Selbstheilung 1	Ausdauer-Selbstheilung 1	Ausdauer-Selbstheilungen 1	Ausdauer-Selbstheilungen 1	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.  	Ausdauer-Selbstheilung 1 - Ausdauer: $2MA_HEAL
-	BMSTMT00030	Ausdauer-Selbstheilung 3  	Ausdauer-Selbstheilung 3  	Ausdauer-Selbstheilungen 3  	Ausdauer-Selbstheilungen 3  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 3 - Ausdauer: $2MA_HEAL
-	BMSTMT00040	Ausdauer-Selbstheilung 4  	Ausdauer-Selbstheilung 4  	Ausdauer-Selbstheilungen 4  	Ausdauer-Selbstheilungen 4  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 4 - Ausdauer: $2MA_HEAL
-	BMSTMT00050	Ausdauer-Selbstheilung 5  	Ausdauer-Selbstheilung 5  	Ausdauer-Selbstheilungen 5  	Ausdauer-Selbstheilungen 5  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 5 - Ausdauer: $2MA_HEAL
-	BMSTMT00065	Ausdauer-Selbstheilung 6  	Ausdauer-Selbstheilung 6  	Ausdauer-Selbstheilungen 6  	Ausdauer-Selbstheilungen 6  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 6 - Ausdauer: $2MA_HEAL
-	BMSTMT00080	Ausdauer-Selbstheilung 7  	Ausdauer-Selbstheilung 7  	Ausdauer-Selbstheilungen 7  	Ausdauer-Selbstheilungen 7  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 7 - Ausdauer: $2MA_HEAL
-	BMSTMT00100	Ausdauer-Selbstheilung 8  	Ausdauer-Selbstheilung 8  	Ausdauer-Selbstheilungen 8  	Ausdauer-Selbstheilungen 8  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 8 - Ausdauer: $2MA_HEAL
-	BMSTMT00120	Ausdauer-Selbstheilung 9  	Ausdauer-Selbstheilung 9  	Ausdauer-Selbstheilungen 9  	Ausdauer-Selbstheilungen 9  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 9 - Ausdauer: $2MA_HEAL
-	BMSTMT00140	Ausdauer-Selbstheilung 10  	Ausdauer-Selbstheilung 10  	Ausdauer-Selbstheilungen 10  	Ausdauer-Selbstheilungen 10  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 10 - Ausdauer: $2MA_HEAL
-	BMSTMT00160	Ausdauer-Selbstheilung 11  	Ausdauer-Selbstheilung 11  	Ausdauer-Selbstheilungen 11  	Ausdauer-Selbstheilungen 11  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 11 - Ausdauer: $2MA_HEAL
-	BMSTMT00180	Ausdauer-Selbstheilung 12  	Ausdauer-Selbstheilung 12  	Ausdauer-Selbstheilungen 12  	Ausdauer-Selbstheilungen 12  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 12 - Ausdauer: $2MA_HEAL
-	BMSTMT00200	Ausdauer-Selbstheilung 13  	Ausdauer-Selbstheilung 13  	Ausdauer-Selbstheilungen 13  	Ausdauer-Selbstheilungen 13  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 13 - Ausdauer: $2MA_HEAL
-	BMSTMT00225	Ausdauer-Selbstheilung 14  	Ausdauer-Selbstheilung 14  	Ausdauer-Selbstheilungen 14  	Ausdauer-Selbstheilungen 14  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 14 - Ausdauer: $2MA_HEAL
-	BMSTMT00250	Ausdauer-Selbstheilung 15  	Ausdauer-Selbstheilung 15  	Ausdauer-Selbstheilungen 15  	Ausdauer-Selbstheilungen 15  	eine	die		die	Regeneriert $1MA_HEAL Ausdauerpunkte.	Ausdauer-Selbstheilung 15 - Ausdauer: $2MA_HEAL
-	BCPA25	Handwerksplan für Nahkampfwaffen    	Handwerksplan für Nahkampfwaffen    	Handwerkspläne für Nahkampfwaffen    	Handwerkspläne für Nahkampfwaffen    	ein	der		die	Grundlegender Handwerksplan für Nahkampfwaffen	
-	BCPA26	Handwerksplan für Fernwaffen    	Handwerksplan für Fernwaffen    	Handwerkspläne für Fernwaffen    	Handwerkspläne für Fernwaffen    	eine	die		die	Grundlegender Handwerksplan für Fernwaffen	
-	BCPA27	Handwerksplan für Munition     	Handwerksplan für Munition     	Handwerkspläne für Munition     	Handwerkspläne für Munition     	eine	die		die	Grundlegender Handwerksplan für Munition	
-	bccmea01	Übungsplan: Zweihand-Axt  	Übungsplan: Zweihand-Axt  	Übungsplan: Zweihand-Axt  	Übungsplan: Zweihand-Axt  	ein	der		die	Zweihand-Axt in Basis-Qualität	Übungs-Zweihand-Axt
-	bccmea02	Übungsplan: Zweihand-Pike	Übungsplan: Zweihand-Pike	Übungsplan: Zweihand-Pike	Übungsplan: Zweihand-Pike	ein	der		die	Zweihand-Pike in Basis-Qualität	Übungs-Zweihand-Pike
-	bccmea03	Übungsplan: Zweihand-Streitkolben	Übungsplan: Zweihand-Streitkolben	Übungsplan: Zweihand-Streitkolben	Übungsplan: Zweihand-Streitkolben	ein	der		die	Zweihand-Streitkolben in Basis-Qualität	Übungs-Zweihand-Streitkolben
-	bccmea04	Übungsplan: Zweihand-Schwert	Übungsplan: Zweihand-Schwert	Übungsplan: Zweihand-Schwert	Übungsplan: Zweihand-Schwert	ein	der		die	Zweihand-Schwert in Basis-Qualität	Übungs-Zweihand-Schwert
-	bccmea05	Übungsplan: Einhand-Axt	Übungsplan: Einhand-Axt	Übungsplan: Einhand-Axt	Übungsplan: Einhand-Axt	ein	der		die	Einhand-Axt in Basis-Qualität	Übungs-Einhand-Axt
-	bccmea06	Übungsplan: Einhand-Dolch	Übungsplan: Einhand-Dolch	Übungsplan: Einhand-Dolch	Übungsplan: Einhand-Dolch	ein	der		die	Einhand-Dolch in Basis-Qualität	Übungs-Einhand-Dolch
-	bccmea07	Übungsplan: Einhand-Lanze	Übungsplan: Einhand-Lanze	Übungsplan: Einhand-Lanze	Übungsplan: Einhand-Lanze	ein	der		die	Einhand-Lanze in Basis-Qualität	Übungs-Einhand-Lanze
-	bccmea08	Übungsplan: Einhand-Streitkolben	Übungsplan: Einhand-Streitkolben	Übungsplan: Einhand-Streitkolben	Übungsplan: Einhand-Streitkolben	ein	der		die	Einhand-Streitkolben in Basis-Qualität	Übungs-Einhand-Streitkolben
-	bccmea09	Übungsplan: Einhand-Stab	Übungsplan: Einhand-Stab	Übungsplan: Einhand-Stab	Übungsplan: Einhand-Stab	ein	der		die	Einhand-Stab in Basis-Qualität	Übungs-Einhand-Stab
-	bccmea10	Übungsplan: Einhand-Schwert	Übungsplan: Einhand-Schwert	Übungsplan: Einhand-Schwert	Übungsplan: Einhand-Schwert	ein	der		die	Einhand-Schwert in Basis-Qualität	Übungs-Einhand-Schwert
-	bccpea01	Zertrümmernde Automatikgewehr-Munition	Zertrümmernde Automatikgewehr-Munition	Zertrümmernde Automatikgewehr-Munition	Zertrümmernde Automatikgewehr-Munition	ein	der		die	Handwerksplan: Zertrümmernde Automatikgewehr-Munition	
-	bccpea02	Durchbohrende Automatikgewehr-Munition	Durchbohrende Automatikgewehr-Munition	Durchbohrende Automatikgewehr-Munition	Durchbohrende Automatikgewehr-Munition	ein	der		die	Handwerksplan: Durchbohrende Automatikgewehr-Munition	
-	bccpea03	Zerschneidende Automatikgewehr-Munition	Zerschneidende Automatikgewehr-Munition	Zerschneidende Automatikgewehr-Munition	Zerschneidende Automatikgewehr-Munition	ein	der		die	Handwerksplan: Zerschneidende Automatikgewehr-Munition	
-	bccpea04	Zertrümmernde Bogengewehr-Munition	Zertrümmernde Bogengewehr-Munition	Zertrümmernde Bogengewehr-Munition	Zertrümmernde Bogengewehr-Munition	ein	der		die	Handwerksplan: Zertrümmernde Bogengewehr-Munition	
-	bccpea05	Durchbohrende Bogengewehr-Munition	Durchbohrende Bogengewehr-Munition	Durchbohrende Bogengewehr-Munition	Durchbohrende Bogengewehr-Munition	ein	der		die	Handwerksplan: Durchbohrende Bogengewehr-Munition	
-	bccpea06	Zerschneidende Bogengewehr-Munition	Zerschneidende Bogengewehr-Munition	Zerschneidende Bogengewehr-Munition	Zerschneidende Bogengewehr-Munition	ein	der		die	Handwerksplan: Zerschneidende Bogengewehr-Munition	
-	bccpea07	Zertrümmernde Granaten	Zertrümmernde Granaten	Zertrümmernde Granaten	Zertrümmernde Granaten	ein	der		die	Handwerksplan: Zertrümmernde Granaten	
-	bccpea08	Durchbohrende Granaten	Durchbohrende Granaten	Durchbohrende Granaten	Durchbohrende Granaten	ein	der		die	Handwerksplan: Durchbohrende Granaten	
-	bccpea09	Zerschneidende Granaten	Zerschneidende Granaten	Zerschneidende Granaten	Zerschneidende Granaten	ein	der		die	Handwerksplan: Zerschneidende Granaten	
