*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_4D7BE9B20B977B0F	ABHFEEC43	Gentle Extraction 180		a	the				Extract materials with a quality of up to 180, being gentle with the source.
_8D7BEDB30B977B0F	ABHFEEC44	Gentle Extraction 190		a	the				Extract materials with a quality of up to 190, being gentle with the source.
_4B8BC9B50B977B0F	ABHFEEC45	Gentle Extraction 200		a	the				Extract materials with a quality of up to 200, being gentle with the source.
_8B8BCDB60B977B0F	ABHFEEC46	Gentle Extraction 210		a	the				Extract materials with a quality of up to 210, being gentle with the source.
_CB8BD1B70B977B0F	ABHFEEC47	Gentle Extraction 220		a	the				Extract materials with a quality of up to 220, being gentle with the source.
_0B8BD5B80B977B0F	ABHFEEC48	Gentle Extraction 230		a	the				Extract materials with a quality of up to 230, being gentle with the source.
_4C8BD9B90B977B0F	ABHFEEC49	Gentle Extraction 240		a	the				Extract materials with a quality of up to 240, being gentle with the source.
_8C8BDDB04B977B0F	ABHFEEC50	Gentle Extraction 250		a	the				Extract materials with a quality of up to 250, being gentle with the source.
_1922F3D94AC936B7	ABHFEEB02	Harmful Extraction With Rate 1.0		a	the				Increase the quantity obtained per extraction cycle.
_1922F3DF4AC936B7	ABHFEEB03	Harmful Extraction With Rate 1.5		a	the				Increase the quantity obtained per extraction cycle.
_1922F3DB4AD936B7	ABHFEEB04	Harmful Extraction With Rate 2.0		a	the				Increase the quantity obtained per extraction cycle.
_1922F3E14AD936B7	ABHFEEB05	Harmful Extraction With Rate 2.5		a	the				Increase the quantity obtained per extraction cycle.
_1922F3DD4AE936B7	ABHFEEB06	Harmful Extraction With Rate 3.0		a	the				Increase the quantity obtained per extraction cycle.
_D4997A907D7AC5B9	ABHFEEB07	Gentle Extraction With Rate 1.0		a	the				Increase the quantity obtained per extraction cycle, being gentle with the source.
_D4997A91BE7AC5B9	ABHFEEB08	Gentle Extraction With Rate 1.5		a	the				Increase the quantity obtained per extraction cycle, being gentle with the source.
_D4997A927D7AC9B9	ABHFEEB09	Gentle Extraction With Rate 2.0		a	the				Increase the quantity obtained per extraction cycle, being gentle with the source.
_D4997A89FE7AC9B9	ABHFEEB10	Gentle Extraction With Rate 2.5		a	the				Increase the quantity obtained per extraction cycle, being gentle with the source.
_D4997A8ABD7ACDB9	ABHFEEB11	Gentle Extraction With Rate 3.0		a	the				Increase the quantity obtained per extraction cycle, being gentle with the source.
_D4997A8BFE7ACDB9	ABHFEEB12	Gentle Extraction With Rate 3.5		a	the				Increase the quantity obtained per extraction cycle, being gentle with the source.
_F1419CCB628A67D8	ABHFEEA02	Accelerated Harmful Extraction 2		an	the				Extract faster.
_F1419CCD628A67D8	ABHFEEA03	Accelerated Harmful Extraction 3		an	the				Extract faster.
_F1419CCF628A67D8	ABHFEEA04	Accelerated Harmful Extraction 4		an	the				Extract faster.
_F1419CD1628A67D8	ABHFEEA05	Accelerated Harmful Extraction 5		an	the				Extract faster.
_F1419CD3628A67D8	ABHFEEA06	Accelerated Harmful Extraction 6		an	the				Extract faster.
_9E7F21C14B6092D6	ABHFEEA07	Accelerated Gentle Extraction 1		an	the				Extract faster, being gentle with the source.
_9E7F21C28B6092D6	ABHFEEA08	Accelerated Gentle Extraction 2		an	the				Extract faster, being gentle with the source.
_9E7F21C3CB6092D6	ABHFEEA09	Accelerated Gentle Extraction 3		an	the				Extract faster, being gentle with the source.
_9E7F21BA4C6092D6	ABHFEEA10	Accelerated Gentle Extraction 4		an	the				Extract faster, being gentle with the source.
_9E7F21BB8C6092D6	ABHFEEA11	Accelerated Gentle Extraction 5		an	the				Extract faster, being gentle with the source.
_9E7F21BCCC6092D6	ABHFEEA12	Accelerated Gentle Extraction 6		an	the				Extract faster, being gentle with the source.
_067BA789AB1B9376	ABHFEMA01	Forest Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality.
_46DB9F8AAB1B8F76	ABHFEMA02	Desert Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality.
_05DCB78BAB2A7778	ABHFEMA03	Jungle Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality.
_D09502B2C1C159D3	ABHFEMA04	Lakes Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality.
_2B9C5BD31FE8DE4F	ABHFEMA05	Primary Root Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality.
_54C656B4C1C359E1	ABHFEMA06	Atys extraction specialization		a	the				Reduce the aggressiveness of rate and quality
_2ECA504A12589008	ABHFEMB01	Plant Sap Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_5B8C98C851A44321	ABHFEMB02	Amber Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_45C488D45F738F79	ABHFEMB03	Node Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_5B4CACCA51A44321	ABHFEMB04	Fiber Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_C8E458D65F738F7F	ABHFEMB05	Bark Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_85249CD75F738F78	ABHFEMB06	Seed Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_1C3CE0CD51A42B28	ABHFEMB07	Shell Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_9F0CDCCF51A43325	ABHFEMB09	Resin Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_07C4ACD19F738F78	ABHFEMB10	Wood Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed.
_46727AE2FBEDCFA1	ABHFEMB11	Construction Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_ABDCB5809EC6FE24	ABHFEMB12	Food Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_084638168D761835	ABHFEMB13	Goo Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_11777CEB4450EFEC	ABHFEMB14	Insect Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_3C8173C7E45FE2B7	ABHFEMB15	Kitin Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_6EEC0D670347E054	ABHFEMB16	Harmful Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_C6A3AEE63BED9398	ABHFEMB17	Preservative Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_5CBF93C3A1B5C399	ABHFEMB23	Oil Extraction Specialization		an	the				Increase quality and reduce the aggressiveness of speed.
_604E23F81FE64B45	ABHFEMC01	Resources Preservation 1		a	the				Increase the life of a raw material source, to avoid its untimely disappearance and possible exhaustion of the area.
_604E23FA1FE64B45	ABHFEMC02	Resources Preservation 2		a	the				Increase the life of a raw material source, to avoid its untimely disappearance and possible exhaustion of the area.
_604E23FC1FE64B45	ABHFEMC03	Resources Preservation 3		a	the				Increase the life of a raw material source, to avoid its untimely disappearance and possible exhaustion of the area.
_604E23FE1FE64B45	ABHFEMC04	Resources Preservation 4		a	the				Increase the life of a raw material source, to avoid its untimely disappearance and possible exhaustion of the area.
_604E23001FE64B45	ABHFEMC05	Resources Preservation 5		a	the				Increase the life of a raw material source, to avoid its untimely disappearance and possible exhaustion of the area.
_C7A7BE53827D77ED	ABHFEMD01	Ground Stability 1		a	the				Increase the stability of a raw material source, to prevent it from blowing up or releasing a toxic cloud.
_C7B7BE54827D77ED	ABHFEMD02	Ground Stability 2		a	the				Increase the stability of a raw material source, to prevent it from blowing up or releasing a toxic cloud.
_C7C7BE55827D77ED	ABHFEMD03	Ground Stability 3		a	the				Increase the stability of a raw material source, to prevent it from blowing up or releasing a toxic cloud.
_C7D7BE56827D77ED	ABHFEMD04	Ground Stability 4		a	the				Increase the stability of a raw material source, to prevent it from blowing up or releasing a toxic cloud.
_C7E7BE57827D77ED	ABHFEMD05	Ground Stability 5		a	the				Increase the stability of a raw material source, to prevent it from blowing up or releasing a toxic cloud.
_9F1778F6AC442377	ABHFEME01	Forage Stealth 1		a	the				
_9F1778F8AC442377	ABHFEME02	Forage Stealth 2		a	the				
_9F1778FAAC442377	ABHFEME03	Forage Stealth 3		a	the				
_9F1778FCAC442377	ABHFEME04	Forage Stealth 4		a	the				
_9F1778FEAC442377	ABHFEME05	Forage Stealth 5		a	the				
_8A370E51AEAAAB55	ABHFEMK01	Reduce Explosion Damage 1		a	the				Reduce the damage of an explosion by 10%.
_8A371252AEAAAB56	ABHFEMK02	Reduce Explosion Damage 2		a	the				Reduce the damage of an explosion by 20%.
_8A371653AEAAAB57	ABHFEMK03	Reduce Explosion Damage 3		a	the				Reduce the damage of an explosion by 30%.
_8A371A54AEAAAB58	ABHFEMK04	Reduce Explosion Damage 4		a	the				Reduce the damage of an explosion by 40%.
_8A371E55AEAAAB59	ABHFEMK05	Reduce Explosion Damage 5		a	the				Reduce the damage of an explosion by 50%.
_EC5FF582CCE898C0	ABHFECA02	Extraction Counterpart 2		an	the				
_EC5FF584CCE898C0	ABHFECA03	Extraction Counterpart 3		an	the				
_EC5FF586CCE898C0	ABHFECA04	Extraction Counterpart 4		an	the				
_EC5FF589CCE898E0	ABHFECA05	Extraction Counterpart 6		an	the				
_EC5FF58BCCE898E0	ABHFECA06	Extraction Counterpart 7		an	the				
_EC5FF58DCCE898E0	ABHFECA07	Extraction Counterpart 8		an	the				
_EF2E3087CCEAADE3	ABHFECA08	Extraction Counterpart 10		an	the				
_EF2E3488CCEAADE3	ABHFECA09	Extraction Counterpart 11		an	the				
_EF2E387F0CEAADE3	ABHFECA10	Extraction Counterpart 12		an	the				
_EF2E3C800CEAADE3	ABHFECA11	Extraction Counterpart 13		an	the				
_EF2E40810CEAADE3	ABHFECA12	Extraction Counterpart 14		an	the				
_806880ED36914732	ABHFECA13	Extraction Counterpart 5		an	the				
_806880F236914732	ABHFECA14	Extraction Counterpart 9		an	the				
_E369013CC173936D	ABHFEMG01	Absorb Source Damage 1		an	the				Convert a part of the impact on the source life to damage on your character.
_E369013DC183936D	ABHFEMG02	Absorb Source Damage 2		an	the				Convert a part of the impact on the source life to damage on your character.
_E369013EC193936D	ABHFEMG03	Absorb Source Damage 3		an	the				Convert a part of the impact on the source life to damage on your character.
_E369013FC1A3936D	ABHFEMG04	Absorb Source Damage 4		an	the				Convert a part of the impact on the source life to damage on your character.
_E3690140C1B3936D	ABHFEMG05	Absorb Source Damage 5		an	the				Convert a part of the impact on the source life to damage on your character.
_C00D88755E89F5BB	ABHFPCA02	Prospection Counterpart 2		a	the				
_C00D8C765E89F5BB	ABHFPCA03	Prospection Counterpart 3		a	the				
_C00D90775E89F5BB	ABHFPCA04	Prospection Counterpart 4		a	the				
_C00D94785E89F5BB	ABHFPCA05	Prospection Counterpart 5		a	the				
_C00D98795E89F5BB	ABHFPCA06	Prospection Counterpart 6		a	the				
_C00D9C7A5E89F5BB	ABHFPCA07	Prospection Counterpart 7		a	the				
_C00DA07B5E89F5BB	ABHFPCA08	Prospection Counterpart 8		a	the				
_C00DA47C5E89F5BB	ABHFPCA09	Prospection Counterpart 9		a	the				
_FBFA8473A6DD01C7	ABHFPCA10	Prospection Counterpart 10		a	the				
_FB0A8474A6DD01C7	ABHFPCA11	Prospection Counterpart 11		a	the				
_FB1A8475A6DD01C7	ABHFPCA12	Prospection Counterpart 12		a	the				
_FB2A8476A6DD01C7	ABHFPCA13	Prospection Counterpart 13		a	the				
_FB3A8477A6DD01C7	ABHFPCA14	Prospection Counterpart 14		a	the				
_FB4A8478A6DD01C7	ABHFPCA15	Prospection Counterpart 15		a	the				
_5CEBB5AA9305977C	abfaimhhme01	Aim Humanoid Head 1		an	the				
_9CEBB5AA9315977C	abfaimhhme02	Aim Humanoid Head 2		an	the				
_DCEBB5AA9325977C	abfaimhhme03	Aim Humanoid Head 3		an	the				
_1DEBB5AA9335977C	abfaimhhme04	Aim Humanoid Head 4		an	the				
_5DEBB5AA9345977C	abfaimhhme05	Aim Humanoid Head 5		an	the				
_9DEBB5AA9355977C	abfaimhhme06	Aim Humanoid Head 6		an	the				
_DDEBB5AA9365977C	abfaimhhme07	Aim Humanoid Head 7		an	the				
_1EEBB5AA9375977C	abfaimhhme08	Aim Humanoid Head 8		an	the				
_5EEBB5AA9385977C	abfaimhhme09	Aim Humanoid Head 9		an	the				
_6D2BE5974705979C	abfaimhhme10	Aim Humanoid Head 10		an	the				
_AD2BE5978705979C	abfaimhhme11	Aim Humanoid Head 11		an	the				
_AE4BD19745F4E8AB	abfaimhcme01	Aim Humanoid Chest 1		an	the				
_EE4BD19785F4E8AB	abfaimhcme02	Aim Humanoid Chest 2		an	the				
_2E4BD197C5F4E8AB	abfaimhcme03	Aim Humanoid Chest 3		an	the				
_6F4BD19706F4E8AB	abfaimhcme04	Aim Humanoid Chest 4		an	the				
_AF4BD19746F4E8AB	abfaimhcme05	Aim Humanoid Chest 5		an	the				
_EF4BD19786F4E8AB	abfaimhcme06	Aim Humanoid Chest 6		an	the				
_2F4BD197C6F4E8AB	abfaimhcme07	Aim Humanoid Chest 7		an	the				
_704BD19707F4E8AB	abfaimhcme08	Aim Humanoid Chest 8		an	the				
_B04BD19747F4E8AB	abfaimhcme09	Aim Humanoid Chest 9		an	the				
_2F1C856645F468F0	abfaimhcme10	Aim Humanoid Chest 10		an	the				
_6F1C856745F468F0	abfaimhcme11	Aim Humanoid Chest 11		an	the				
_5FBC99AAD105978B	abfaimhame01	Aim Humanoid Arms 1		an	the				
_9FBC99AAD115978B	abfaimhame02	Aim Humanoid Arms 2		an	the				
_DFBC99AAD125978B	abfaimhame03	Aim Humanoid Arms 3		an	the				
_20BC99AAD135978B	abfaimhame04	Aim Humanoid Arms 4		an	the				
_60BC99AAD145978B	abfaimhame05	Aim Humanoid Arms 5		an	the				
_A0BC99AAD155978B	abfaimhame06	Aim Humanoid Arms 6		an	the				
_E0BC99AAD165978B	abfaimhame07	Aim Humanoid Arms 7		an	the				
_21BC99AAD175978B	abfaimhame08	Aim Humanoid Arms 8		an	the				
_61BC99AAD185978B	abfaimhame09	Aim Humanoid Arms 9		an	the				
_70FCC997850597AB	abfaimhame10	Aim Humanoid Arms 10		an	the				
_B0FCC997C50597AB	abfaimhame11	Aim Humanoid Arms 11		an	the				
_31DE6477D74984CE	abfaimhhame01	Aim Humanoid Hands 1		an	the				
_31DE6478D74984CF	abfaimhhame02	Aim Humanoid Hands 2		an	the				
_31DE6479D74984D0	abfaimhhame03	Aim Humanoid Hands 3		an	the				
_31DE647AD74984D1	abfaimhhame04	Aim Humanoid Hands 4		an	the				
_31DE647BD74984D2	abfaimhhame05	Aim Humanoid Hands 5		an	the				
_31DE647CD74984D3	abfaimhhame06	Aim Humanoid Hands 6		an	the				
_31DE647DD74984D4	abfaimhhame07	Aim Humanoid Hands 7		an	the				
_31DE647ED74984D5	abfaimhhame08	Aim Humanoid Hands 8		an	the				
_31DE647FD74984D6	abfaimhhame09	Aim Humanoid Hands 9		an	the				
_74AD9F77D74B99D0	abfaimhhame10	Aim Humanoid Hands 10		an	the				
_74ADA377D74B99D1	abfaimhhame11	Aim Humanoid Hands 11		an	the				
_DDEBC5AA9405978B	abfaimhlme01	Aim Humanoid Legs 1		an	the				
_1DEBC5AA9415978B	abfaimhlme02	Aim Humanoid Legs 2		an	the				
_5DEBC5AA9425978B	abfaimhlme03	Aim Humanoid Legs 3		an	the				
_9EEBC5AA9435978B	abfaimhlme04	Aim Humanoid Legs 4		an	the				
_DEEBC5AA9445978B	abfaimhlme05	Aim Humanoid Legs 5		an	the				
_1EEBC5AA9455978B	abfaimhlme06	Aim Humanoid Legs 6		an	the				
_5EEBC5AA9465978B	abfaimhlme07	Aim Humanoid Legs 7		an	the				
_9FEBC5AA9475978B	abfaimhlme08	Aim Humanoid Legs 8		an	the				
_DFEBC5AA9485978B	abfaimhlme09	Aim Humanoid Legs 9		an	the				
_EE2BF597480597AB	abfaimhlme10	Aim Humanoid Legs 10		an	the				
_2E2BF597880597AB	abfaimhlme11	Aim Humanoid Legs 11		an	the				
_5DEBADAA1205978C	abfaimhfme01	Aim Humanoid Feet 1		an	the				
_9DEBADAA1215978C	abfaimhfme02	Aim Humanoid Feet 2		an	the				
_DDEBADAA1225978C	abfaimhfme03	Aim Humanoid Feet 3		an	the				
_1EEBADAA1235978C	abfaimhfme04	Aim Humanoid Feet 4		an	the				
_5EEBADAA1245978C	abfaimhfme05	Aim Humanoid Feet 5		an	the				
_9EEBADAA1255978C	abfaimhfme06	Aim Humanoid Feet 6		an	the				
_DEEBADAA1265978C	abfaimhfme07	Aim Humanoid Feet 7		an	the				
_1FEBADAA1275978C	abfaimhfme08	Aim Humanoid Feet 8		an	the				
_5FEBADAA1285978C	abfaimhfme09	Aim Humanoid Feet 9		an	the				
_6E2BDD97C60597AC	abfaimhfme10	Aim Humanoid Feet 10		an	the				
_AE2BDD97060597AC	abfaimhfme11	Aim Humanoid Feet 11		an	the				
_4AB2549AD496AB79	abfaimkhme01	Aim Kitin Head 1		an	the				
_CAB2549AD496AB79	abfaimkhme02	Aim Kitin Head 2		an	the				
_4AB2549AD496AB79	abfaimkhme03	Aim Kitin Head 3		an	the				
_CCB2549AD496AB79	abfaimkhme04	Aim Kitin Head 4		an	the				
_4CB2549AD496AB79	abfaimkhme05	Aim Kitin Head 5		an	the				
_CCB2549AD496AB79	abfaimkhme06	Aim Kitin Head 6		an	the				
_4CB2549AD496AB79	abfaimkhme07	Aim Kitin Head 7		an	the				
_CEB2549AD496AB79	abfaimkhme08	Aim Kitin Head 8		an	the				
_4EB2549AD496AB79	abfaimkhme09	Aim Kitin Head 9		an	the				
_0AC2D4DF95575F48	abfaimkhme10	Aim Kitin Head 10		an	the				
_4AC2D4DF95575F49	abfaimkhme11	Aim Kitin Head 11		an	the				
_4AB2A89D1436AB79	abfaimkcme01	Aim Kitin Body 1		an	the				
_CAB2A89D1436AB79	abfaimkcme02	Aim Kitin Body 2		an	the				
_4AB2A89D1436AB79	abfaimkcme03	Aim Kitin Body 3		an	the				
_CCB2A89D1436AB79	abfaimkcme04	Aim Kitin Body 4		an	the				
_4CB2A89D1436AB79	abfaimkcme05	Aim Kitin Body 5		an	the				
_CCB2A89D1436AB79	abfaimkcme06	Aim Kitin Body 6		an	the				
_4CB2A89D1436AB79	abfaimkcme07	Aim Kitin Body 7		an	the				
_CEB2A89D1436AB79	abfaimkcme08	Aim Kitin Body 8		an	the				
_4EB2A89D1436AB79	abfaimkcme09	Aim Kitin Body 9		an	the				
_0AC228E2D5F75F48	abfaimkcme10	Aim Kitin Body 10		an	the				
_4AC228E2D5F75F49	abfaimkcme11	Aim Kitin Body 11		an	the				
_E9929D233079EFD4	abfaimkame01	Aim Kitin Upper Forelegs 1		an	the				
_29929D233089EFD4	abfaimkame02	Aim Kitin Upper Forelegs 2		an	the				
_69929D233099EFD4	abfaimkame03	Aim Kitin Upper Forelegs 3		an	the				
_AA929D2330A9EFD4	abfaimkame04	Aim Kitin Upper Forelegs 4		an	the				
_EA929D2330B9EFD4	abfaimkame05	Aim Kitin Upper Forelegs 5		an	the				
_2A929D2330C9EFD4	abfaimkame06	Aim Kitin Upper Forelegs 6		an	the				
_6A929D2330D9EFD4	abfaimkame07	Aim Kitin Upper Forelegs 7		an	the				
_AB929D2330E9EFD4	abfaimkame08	Aim Kitin Upper Forelegs 8		an	the				
_EB929D2330F9EFD4	abfaimkame09	Aim Kitin Upper Forelegs 9		an	the				
_FAD2CD10E479EFF4	abfaimkame10	Aim Kitin Upper Forelegs 10		an	the				
_3AD2CD102479EFF4	abfaimkame11	Aim Kitin Upper Forelegs 11		an	the				
_864D4434C2411606	abfaimkhame01	Aim Kitin Lower Forelegs 1		an	the				
_865D4434C2411607	abfaimkhame02	Aim Kitin Lower Forelegs 2		an	the				
_866D4434C2411608	abfaimkhame03	Aim Kitin Lower Forelegs 3		an	the				
_867D4434C2411609	abfaimkhame04	Aim Kitin Lower Forelegs 4		an	the				
_868D4434C241160A	abfaimkhame05	Aim Kitin Lower Forelegs 5		an	the				
_869D4434C241160B	abfaimkhame06	Aim Kitin Lower Forelegs 6		an	the				
_86AD4434C241160C	abfaimkhame07	Aim Kitin Lower Forelegs 7		an	the				
_86BD4434C241160D	abfaimkhame08	Aim Kitin Lower Forelegs 8		an	the				
_86CD4434C241160E	abfaimkhame09	Aim Kitin Lower Forelegs 9		an	the				
_7A4D4454137146F2	abfaimkhame10	Aim Kitin Lower Forelegs 10		an	the				
_BA4D4454137146F3	abfaimkhame11	Aim Kitin Lower Forelegs 11		an	the				
_2DAA720262FE3B9D	abfaimklme01	Aim Kitin Upper Hind Legs 1		an	the				
_6DAA720262FE3F9D	abfaimklme02	Aim Kitin Upper Hind Legs 2		an	the				
_ADAA720262FE439D	abfaimklme03	Aim Kitin Upper Hind Legs 3		an	the				
_EEAA720262FE479D	abfaimklme04	Aim Kitin Upper Hind Legs 4		an	the				
_2EAA720262FE4B9D	abfaimklme05	Aim Kitin Upper Hind Legs 5		an	the				
_6EAA720262FE4F9D	abfaimklme06	Aim Kitin Upper Hind Legs 6		an	the				
_AEAA720262FE539D	abfaimklme07	Aim Kitin Upper Hind Legs 7		an	the				
_EFAA720262FE579D	abfaimklme08	Aim Kitin Upper Hind Legs 8		an	the				
_2FAA720262FE5B9D	abfaimklme09	Aim Kitin Upper Hind Legs 9		an	the				
_F50E7E0E9DEB3B9D	abfaimklme10	Aim Kitin Upper Hind Legs 10		an	the				
_350E7E0E9DFB3B9D	abfaimklme11	Aim Kitin Upper Hind Legs 11		an	the				
_48EF1ACBCBBEB456	abfaimkfme01	Aim Kitin Lower Hind Legs 1		an	the				
_88EF1ACCCBBEB456	abfaimkfme02	Aim Kitin Lower Hind Legs 2		an	the				
_C8EF1ACDCBBEB456	abfaimkfme03	Aim Kitin Lower Hind Legs 3		an	the				
_09EF1ACECBBEB456	abfaimkfme04	Aim Kitin Lower Hind Legs 4		an	the				
_49EF1ACFCBBEB456	abfaimkfme05	Aim Kitin Lower Hind Legs 5		an	the				
_89EF1AD0CBBEB456	abfaimkfme06	Aim Kitin Lower Hind Legs 6		an	the				
_C9EF1AD1CBBEB456	abfaimkfme07	Aim Kitin Lower Hind Legs 7		an	the				
_0AEF1AD2CBBEB456	abfaimkfme08	Aim Kitin Lower Hind Legs 8		an	the				
_4AEF1AD3CBBEB456	abfaimkfme09	Aim Kitin Lower Hind Legs 9		an	the				
_0BCE55CBCBC0C959	abfaimkfme10	Aim Kitin Lower Hind Legs 10		an	the				
_4BCE59CBCBC0C959	abfaimkfme11	Aim Kitin Lower Hind Legs 11		an	the				
_6F8944E4C7F6C09D	abfaimqhme01	Aim Quadruped Head 1		an	the				
_AF8944E407F6C09D	abfaimqhme02	Aim Quadruped Head 2		an	the				
_EF8944E447F6C09D	abfaimqhme03	Aim Quadruped Head 3		an	the				
_308944E488F6C09D	abfaimqhme04	Aim Quadruped Head 4		an	the				
_708944E4C8F6C09D	abfaimqhme05	Aim Quadruped Head 5		an	the				
_B08944E408F6C09D	abfaimqhme06	Aim Quadruped Head 6		an	the				
_F08944E448F6C09D	abfaimqhme07	Aim Quadruped Head 7		an	the				
_318944E489F6C09D	abfaimqhme08	Aim Quadruped Head 8		an	the				
_718944E4C9F6C09D	abfaimqhme09	Aim Quadruped Head 9		an	the				
_F05AF8B3C7F640E2	abfaimqhme10	Aim Quadruped Head 10		an	the				
_305AF8B4C7F640E2	abfaimqhme11	Aim Quadruped Head 11		an	the				
_F12944E485F614A0	abfaimqcme01	Aim Quadruped Body 1		an	the				
_312944E4C5F614A0	abfaimqcme02	Aim Quadruped Body 2		an	the				
_712944E405F614A0	abfaimqcme03	Aim Quadruped Body 3		an	the				
_B22944E446F614A0	abfaimqcme04	Aim Quadruped Body 4		an	the				
_F22944E486F614A0	abfaimqcme05	Aim Quadruped Body 5		an	the				
_322944E4C6F614A0	abfaimqcme06	Aim Quadruped Body 6		an	the				
_722944E406F614A0	abfaimqcme07	Aim Quadruped Body 7		an	the				
_B32944E447F614A0	abfaimqcme08	Aim Quadruped Body 8		an	the				
_F32944E487F614A0	abfaimqcme09	Aim Quadruped Body 9		an	the				
_72FAF8B385F694E5	abfaimqcme10	Aim Quadruped Body 10		an	the				
_B2FAF8B485F694E5	abfaimqcme11	Aim Quadruped Body 11		an	the				
_8D6C883FA4D60926	abfaimqame01	Aim Quadruped Upper Forelegs  1		an	the				
_CD7C883FA4D60926	abfaimqame02	Aim Quadruped Upper Forelegs  2		an	the				
_0D8C883FA4D60926	abfaimqame03	Aim Quadruped Upper Forelegs  3		an	the				
_4E9C883FA4D60926	abfaimqame04	Aim Quadruped Upper Forelegs  4		an	the				
_8EAC883FA4D60926	abfaimqame05	Aim Quadruped Upper Forelegs  5		an	the				
_CEBC883FA4D60926	abfaimqame06	Aim Quadruped Upper Forelegs  6		an	the				
_0ECC883FA4D60926	abfaimqame07	Aim Quadruped Upper Forelegs  7		an	the				
_4FDC883FA4D60926	abfaimqame08	Aim Quadruped Upper Forelegs  8		an	the				
_8FEC883FA4D60926	abfaimqame09	Aim Quadruped Upper Forelegs  9		an	the				
_017C885FF5063913	abfaimqame10	Aim Quadruped Upper Forelegs  10		an	the				
_817C885FF5063913	abfaimqame11	Aim Quadruped Upper Forelegs  11		an	the				
_0908B74A96FF5C50	abfaimqhame01	Aim Quadruped Lower Forelegs  1		an	the				
_0908B74A960F5C51	abfaimqhame02	Aim Quadruped Lower Forelegs  2		an	the				
_0908B74A961F5C52	abfaimqhame03	Aim Quadruped Lower Forelegs  3		an	the				
_0908B74A962F5C53	abfaimqhame04	Aim Quadruped Lower Forelegs  4		an	the				
_0908B74A963F5C54	abfaimqhame05	Aim Quadruped Lower Forelegs  5		an	the				
_0908B74A964F5C55	abfaimqhame06	Aim Quadruped Lower Forelegs  6		an	the				
_0908B74A965F5C56	abfaimqhame07	Aim Quadruped Lower Forelegs  7		an	the				
_0908B74A966F5C57	abfaimqhame08	Aim Quadruped Lower Forelegs  8		an	the				
_0908B74A967F5C58	abfaimqhame09	Aim Quadruped Lower Forelegs  9		an	the				
_9A38E7374AFF5C6F	abfaimqhame10	Aim Quadruped Lower Forelegs  10		an	the				
_9A38E7378AFF5C70	abfaimqhame11	Aim Quadruped Lower Forelegs  11		an	the				
_FCF1D408ABEEDE05	abfaimqlme01	Aim Quadruped Upper Hind Legs 1		an	the				
_3CF1D808ABEEDE05	abfaimqlme02	Aim Quadruped Upper Hind Legs 2		an	the				
_7CF1DC08ABEEDE05	abfaimqlme03	Aim Quadruped Upper Hind Legs 3		an	the				
_BDF1E008ABEEDE05	abfaimqlme04	Aim Quadruped Upper Hind Legs 4		an	the				
_FDF1E408ABEEDE05	abfaimqlme05	Aim Quadruped Upper Hind Legs 5		an	the				
_3DF1E808ABEEDE05	abfaimqlme06	Aim Quadruped Upper Hind Legs 6		an	the				
_7DF1EC08ABEEDE05	abfaimqlme07	Aim Quadruped Upper Hind Legs 7		an	the				
_BEF1F008ABEEDE05	abfaimqlme08	Aim Quadruped Upper Hind Legs 8		an	the				
_FEF1F408ABEEDE05	abfaimqlme09	Aim Quadruped Upper Hind Legs 9		an	the				
_F7EED408B342EA11	abfaimqlme10	Aim Quadruped Upper Hind Legs 10		an	the				
_37FED408B342EA11	abfaimqlme11	Aim Quadruped Upper Hind Legs 11		an	the				
_E7B14DC1443386CE	abfaimqfme01	Aim Quadruped Lower Hind Legs 1		an	the				
_27B14DC1443386CF	abfaimqfme02	Aim Quadruped Lower Hind Legs 2		an	the				
_67B14DC1443386D0	abfaimqfme03	Aim Quadruped Lower Hind Legs 3		an	the				
_A8B14DC1443386D1	abfaimqfme04	Aim Quadruped Lower Hind Legs 4		an	the				
_E8B14DC1443386D2	abfaimqfme05	Aim Quadruped Lower Hind Legs 5		an	the				
